image_id,block,label,소비키워드,제조키워드,후보,읽힌_텍스트
000892,11,2022-02-07,1,0,0,FAVC | Fudge | Chocolate | O7FEB2022 PV 07:17 2 | rocker | CAKE MIX | Betty | SuperMoist. | BEST If Used By
000897,11,2025-05-19,1,0,0,"8 | 0071501901968 | 뚜껑외부:알미늄 | 뚜껑내부: HDPE | 250ml | 산도:6% | 2025/05/19 | BEST BEFORE | Best before: | 올리타리아 홈페이지 www.olitaliakorea.kr | 직수입됩니다 | 본 제품은 이태리에서 포장까지마친원제품으로 | ·부정·불량 식품신고는 국번없이1399 | 보상규정에의거교환 및 보상을받을 수 있습니다 | 걸러내셔서 섭취하시면 됩니다.본제품은 소비자 피해 | 인체에 무해하며, 있는그대로 드시거나 필터 등으로 | 초신균이자연적으로덩어리져생긴 마더"
000905,11,2022-01-NONE,1,0,0,"본제품은공정거래위원회고시소비자분장해결기준에의거교 | 반품 및 | 직사광선을 피하고 건냉한 곳에 보관 | 보관방법 | PT.UN | 밀우유,대두,아산류 함유 | 합성향 | 대두레시티(유전자면 대두포함가능성있음) | 닥사스 | 탄산수소암모늄 | 원재료명 | 함유 | 포도당(보존로 무수야용산 형 | BP.1.510 2 | 밀가루(밀,설팅(보존료 무수아황산 함유) | BISCAS | EXP:01.2022 | 제품의 별도표기 | 유통기한 | 폴리프로필렌 | 포장재질 | UBM | 수입단대원 | 초코크래커 비스킷 | 제품명"
000915,11,2021-07-21,0,0,0,아이엠마더 | MOTHER | an | 유7한:10300208 | 기지 | 2021-07.21 | PE1 | MOTHER | 26.00
000930,11,2021-07-29,1,0,0,오행복출만 사랑가특이 | 1건19 8122 | 2021·07:29까지
000931,11,2021-07-29,0,0,0,행복출만사람가득 | 1219 8122
000946,11,2021-09-30,0,0,0,e | AVE11E 12:16 | 2021.09.30
000954,11,2021-02-05,0,0,0,8 | -82 | 0A1 | B | 31:82.878 | BEER&I | 촉촉하고담백한 | 햄등심 | 100%국산 등심 | Pere | 기(알동심)903%3
000991,11,2021-03-04,1,0,0,"2021 | 09:34 | 04 | BEST BY MAR | /2NK09119 | SINERING | FG-ZG1-A#10a | WITH | R096153 | 14173-D | M0 6318-0618 | 518 | Ralcorp Holdings, Inc. | ods Sales,InC. | VIN, FOLIC ACID. | THAMIN MONO- | ERALS: NIACIN | ITEHOMINY ORN | wes are based on a | in A, | time is pproximate. | Cholesterol | it sour"
001005,11,2020-08-10,0,0,0,8 | HRCCP | 스디 | 포화지병 299 | 0mg | 트스지  | 3 | 6 | 3o gr | 영양정보
001020,11,2020-02-27,1,0,0,"고소한현미 | 현미로든든한 아침을 만들면, | Post | 좋은아침!좋은생각! | 까지 | 담당이꼼끔히살습니다. | 이혜정 | 0:06 #2 | 고소한현미 | 담당이안전하게 만들고 | 손재갑 | 현미로든든한이침을 만들면 | Post | 여러분의좋은아침을위하여 | 유통기한"
001023,11,2021-07-13,1,0,0,Best before:13.07.2021 | Use by: | Imported
001031,11,2022-10-NONE,0,0,0,SEKAR | EDIEASPOONS | CM SREET | 9 | + | OOUNCE | SORTENNG | - | + | BARMCRCOLATE | OUNIENED | OCUNCE | 3/4 tsp. vanilte extract | 4 cups milk | . | 1/3 cup hot water | ㅁ | 5 | 1/3 cupmilk | 2OpHERSHEYSCOCO | 3 cups powdered sugar | Egcuseo buter or margarine | 1 tsp. vanllaextrac | MHEYS-PERFECTLY 
001040,11,2022-04-15,1,0,0,EXP:2022.04.15 DDER TJ16
001042,11,2021-09-13,0,0,0,L250 21203 | 13.09.21 | 212 | amilio | protein
001045,11,2021-04-30,0,0,0,1111805 | L.DEM27BLO | 30-04-2021 | M0000007700241
001049,11,2022-01-06,1,0,0,노브드의 이념과실천 | N729 | Hse Ree SpahettSu | 스파게티소스 | 2022.01.06 까지C | 홈스타일 로제 | 당시이 스마트컨슈머가되는길 | 이것이노브랜드의 이념과 철학 | 가장최저의가격대를만드는것 | 최적의 소재와제조방법을 찾아 | 랜드가아다 소세자다. | Brancd
001050,11,2022-01-06,1,0,0,N729 | 까지C | I 소스 | 2022.01.06 | 스파게티 | 홍슈타일로제 | 이것이노드의이념과 협학 | 최적의소재와제조장법을 찾아 | 브랜트가아니다 소세자다. | NS
001052,11,2022-12-20,1,0,0,유통기한 | 2022.12.20 | 고입제조원 | 수있습LC | 거래위또는 보상 | 시 고시 소비지 | 부관방법 직시광선을피하고개봉후에 | 두껑을닫아 | 10050518017-45 | 유통기한 | 별도기일까지 | 모장재실 | 02-380-5678 | 유통전은 | 제조원 | 45/061-833-8757 | 원재료명 | 내8 | 2.0008 | 제명 | 자몽차 | 식통유형액상차 | No Brand:
001053,11,2022-09-01,1,0,0,"유통기한 :2022.09. 01 | 까지 | 제조번호:20003 | 파손 등에 주의하십시오. | 보존하고,유통 중 흡습되지 않도록 포장의 | 본관방법: 직사광선을 피하여 서늘한 곳에 | 와상담하십시오. | 와이상사례 발생 시섭취를 중단하고 신문가 | 섭취시주의사항 | 내장 | Un | 내 | 에프오에스 3550"
001063,11,2022-01-04,1,1,0,"디를 수 없습니. | 1일 영영성분기준처에 대한하울(%은 2,0) kca 기준이으로 개인의필오 열중해 | 스방0g  13g6% 1ng 0% 3g$ | 453,951ng 1$ 수g 6%  12g 2% 7g 1% | 총4용량6g/1g당1a | 영양정보 | 목보번0-50-1016/ | ·고기 가능5수수 으나해이으로2. | 소·포:드---2 | ·부정-광식품선고는 국전업이1·보관정법:직선피해설은보개봉후냉정보관-한 | 정도 공주시인영규대사로·본은 소분기의거· | C.가루정지미스,소금 오정 조이(주 | 주생중수 중국국 | (국신소국선주,주주국"
001065,11,2022-05-04,1,0,0,"2022.05.04까지1 | 8801 | 002452 | 유통기한 | 고객상담실(수신자요금부담 :080-900-133dr.sai0.c0 | 또는 보상을받을수 있습니다 | 본제품은공정거래위원회 고시소비자분쟁해결기준에의거 교환 | 포장재가 날카로우므로개봉 및사용시주의하십시오 | OTHER | ·부정·불량식품 신고는국번없이 1399 | ·반품 및교환장소:구입처및 고객상담실 | 같은제조시설에서제조하고 있습니다 | ·부제품은 조개,전복포항와게 고등어를사용한제품과 | 개봉 후에는 냉장보관하여 주시기 바랍니다. | 보관방법 | 습기나 직산광선을"
001066,11,2022-05-04,1,0,0,88012 | 2022.05.04까지1 | 유통기한 | 고래상담실(수신자요금부담):080-900-6133 dr.sai0.co.kr | 또는 보상을 받을 수 있습니다 | ·본 제품은 공정거래위원회 고시 소비자분생기준에 의거 교형 | 모장재가 날가료우로개용사용시주의하신시오 | OTHER | ·부정·불량식품 신고는 국번업이 1300 | 구입상당 | 을시서하고있니다 | 은    과 | 개방 후에는 방정보관하여 주시기바 | 기나 직사을 피하야 세한곳에 보배 주십시오 | 보관방법 | 4P-2(0/2014030226135 | 모정재질 | (조대
001071,11,NONE-01-24,0,0,0,든든한끼 | 불가리스 | 떠어는 | 01.24 A | EE
001078,11,2023-09-24,0,0,0,RNATIONAL | SELL BY 2023 09 24 GRLRU
001079,11,2023-09-24,0,0,0,50 | 46m | SELL BY 2023 09 24 GRRU
001082,11,2021-06-17,1,0,0,pe-Pegsered trademarks of ITw | 금의대방로 112신대방동) | www.nongshim.com | ·본시:서울택시동작구 | 080-023-5181 | 공객상담 수신자요금부담 | 농심 | 하026학순1536 | 2021-06.17까지 | 잡아 개평해 주세요 | 유지시켜 습니다 | 대칭되는 전면부분을 | 의신성도 | 는 D 부분과이와 | 그림처 후면에기된 | 그처 | 1개봉합때 | 2달을때 | 대포장 지퍼백 사용법
001090,11,2021-04-16,1,0,0,"cm | 대상주)거공장 경상도거식강3 127 | 조원선제(주 충청남도 천안시서북구성환읍성환21길 33 | 반품 및 교환장소판매원및 구입처 | 보번호20030449009547 | 문장질 내면 폴리프로필렌(PP | 밀,대두,새우함유 | 농축액(생강-국산),카놀라유,설탕, 볶음참께,식물성유산균발효액 ENT | 양파,대파,마늘},올리고당,미작{기타과당,포도당,발효식초,정제소금(국산),주정,생강 | 원대료명 | 검은콩41.5%(국산),맛간장(양조간장[천일염(호주산),탈지대뒤(인도산),소맥],무국산) | 유통기한 후면상단표기일까지 | 보관방법"
001092,11,2021-03-19,1,0,0,"국번업이(099·보관당업:냉장보관(0~10c)·우통기한:전면 우측하단 표기일까지 | 기류줄을 사용한 제품과 같은 제조사설어서 저조하고있습니다.wMcimucek·부정·불량식품 신고는 | 용가-클리프로렌 리드 리린·품및교함:본사 및구입처은움은 공정거우원고시 스비자 분생해결기준에따라 교환또는 | 88011141103890 | 2021.03.19까지 | 냉쟁보관 | 소브산칼륨보존뢰 | 첨가 | HACCF | 빙초산,시키린나트룸감미료,0~10c | 2021.01.20제조 | 300g|무55%국산),농축레몬과습 0.23%(고형분함량25%이상)"
001097,11,2021-06-11,1,0,0,2000 KC | 기한 | 16 % | 9g | 08:15A04F5 | 까진 | 1% | 5 mg 미닌 | 유통 | 레스데를 | 2021:06:11 | 40% | 부터 | 69 | 화지방 | 2021.01·12 | 7 | 트랜스지방 | 41% | 229 | 지방 | 18 | 16 g | 당류 | 15 | 619 | 탄수화물 | 650 mg | 나트름 | -9구입한 | 충‘용량당 |  1399 | 에보관 | 영양정보
001104,11,2021-08-26,0,0,0,818010071330723 | 500 g(4인기준/6회분) | 2021.08.26 | 2020.11.27 | 다담우렁강된장압 | CHEILJEDANG
001149,11,2022-07-31,0,0,0,2022.07.31 | (: | 8 | 5 | 8
001155,11,2021-09-21,0,0,0,21-09-20218 L0265 | 7
001156,11,2021-02-07,1,0,0,240 g[300 | 21.02.07 | 06:47 | 유통기한 | 까지 | 까요까요 | 짜먹는 | 요구르E | 서울우유
001157,11,2021-02-07,1,0,0,240 g13 | 까지 | 06:47 | 21.02.07 | 유통기한 | 72E | 짜먹는 | 서울우
001158,11,2021-08-10,1,0,0,·이제 | 리맥아치 | 천제소 | 제5호 | 원재료명 | 제조업소 | 033B200:24 | 202108 10 | 클레스터를 5mg 0만2 | BEST BEFORE (YYYY/MM/DD) | 유통기한 (0000년 00월 00일까지) | 250kca | 영양정보 | ENICNS
001169,11,2021-08-31,0,0,0,L3810 | 0 | 1 | 202108/31 | e100g ET | 1
001173,11,2021-09-NONE,1,0,0,wawloadetit | 80g서 | >LJG081446133 | 13054Uteinn/knad Sot | 'Tacker | 2021.09 | ner de pndience annt fo | acuredby/p | Best belore eand | aufraiset susec | m52115 | Ingredients:s
001181,11,2022-04-14,1,0,0,FRUIT | BOWLS& | Mango | Dk | 망고 | 100°Juice | BEST BY APR 14 2022
001185,11,2021-09-28,1,0,0,©무름이임선경 | http://www.lotteconl.co.kr | 롯데제과 | 까지 | 21.09.28 | 080-024-6060 | 부터 | 고객지원센터 | 14:38 | 20.12:29 | 오리지널 | 마가렛트 | LOTTE
001192,11,2020-12-08,1,0,0,8 | 081220 | BEST BEFORE: | (/MM)
001203,11,2023-02-28,1,0,0,9 | :r> | ∞ | 28/02/2023 | EXP | 20123521
001206,11,2021-05-NONE,0,0,0,9 | Dr.Oetker | MULTI-FRUCHT | plus | müsli | Knusper | 05.21 L095 2 | VITALIS | Dr.Oetker | Her ofinen
001211,11,2021-07-03,1,0,0,"날개포장파우치 | 까지 | 8 | 8094151434934 | OTHER | 02957846 | 비닐류 | 2021.07.03 | 유통기한 | ·보관방법: 직사광선을피하여 건조하고 서늘한곳에 보관·부정·불량식품신고:국번 없이1399·소비자상담실:080-600-2000 | ·본제품은공정거래위원회고시 소비자 분쟁 해결기준에의거,교환 또는 보상받으실 수 있습니다.·반품처:구입처 및수입원 | 식품유형 초콜릿가공품 유통기한 제품 뒷면 별도 표시된 일까지 내포장재질 폴리프로필런 업소명 및 소재지 네슬레코리아 유한책임회사1서울특별시 서대문구 충"
001214,11,2021-05-15,1,0,0,"SCA  | 41712118940 | s0220 | Trans Fat | H | Saturated | Kcal | Fat | 20g | Pproten | 2021.85.15 | Calories | Quantiy Pel | Expiry Date | Serving Per | CTS | Serving size | NUTRI | ade on | nd sovbeans. | County, | PHISCA | icacid, | od industrial | dium citrate | PEACHFB113 | Net Weight | Item Name"
001219,11,2021-01-14,1,0,0,2021.01.14 | 유통기한 | Mah
001224,11,2021-04-11,0,0,0,LEVATEAUIPAAORR | UFTHERE TOOPEN | METAASOLAPAPARACERAR | TUCKFLAPINTOCLOSE | ORIGINAL | IOEYROADECONCOID | F8 | 1756 | Kraft | 11 APR_2021 | OUESWC/CENA. NET: 8 0Z (226 g) ③0 | CREAM CHEESE/OUESO CREMA | ORIGINAL | SRE | AM | AUS
001228,11,2022-01-11,1,0,0,http:/www.orionworld.com | 8 801117109004 | 까지 | 기한 | 22.0.1(B) | 부터 | 21.01.12(14:38) | 유통 | HACCP | YORION
001247,11,2022-01-19,1,0,0,"8801117-109202 | 시고기함유 | 성향료,카라멜색소 | 밀. 달걀 | 22.01.19(A) | 료,카카오추출들)혼합제제(함 | 까지 | 합성제한성 | 21.01.20806 | 부터 | 치즈분말,유화제언하이드로일 | 원재료명 | 보고번19870415003165 | 포장재질 플리프로벌린"
001279,11,2022-10-09,1,0,0,WA02830585EXP2022/10/09
001294,11,2021-11-NONE,1,0,0,"LOBJECTS SUCHAS HARD AND SOFTCAN | -ENTLY DECOME LODGED IN THE THROAT. | LLAVIAIARMICR | ANDY COMPAN.AIl Rights ReSeTVed | ANOY CAMPAN,CHICAGO,ILGOGU7 | 142014 | ADDED,BUIE1, BLE 1 LAME BUJE 2LAKE, RED 4, RED 4O LAKE, YELLOW 5,YELOW 5 LAKE, YELLOW 6. | Please Have Packane Avallable When Reaching Out"
001312,11,2022-10-20,1,0,0,RT | 629205 | :12022/10/200 | 101:191001008 | 건강기 | 유통기 | 가능 | 197 | 2 | 제조사
001314,11,2022-01-15,1,0,0,유통기한 | 2022.01.15 BUA16 | 까지 | OTHER |  SOAC | 시박재이1399 | 닭고 | 메일 | 개봉후에 | 보관시준 | 주의사 | 재포장재질 | 원재료형및항량 | 제조희사 | 폴리에틸렌(PE) | 2용량 | 유통기한 | 5008 | 마리아니팩킹사 | 반품및교환처 | 원산지 | 소분원 | 미국 | 하단별도표시일까지 | 구입처 및 해당업소 | 수입원 | 소비자 상담실 | 제품명 | 031-763-466 | 건크랜베리 | 식품의 유형 | 당철임
001327,11,2021-07-19,1,0,0,"8801073 | 8 | omg 1 | 1120mg | 200mg | 800 | 약2도)이되을드싶시 | 1800 | 1000 | O니다 | 스V | 500mCe을3입니다. | HACO | 교방 | 레스터H Omg | 표화지방80 | 트랜스지방0 | 원주 12A1 오길자 | 부답은 없고,마음은 채우고 | 지방 179 | 2021.07.19까지 | 79 | 1.120mg | 700 | 영양정보 | 우유,대두밀쇠고기,오정 | 스트역기스분말유산 할표분말 | 하미진제 불맛광조미유 신미제(산도 | 삼양식품서울특시정구오산로3길 104 | 기일까"
001332,11,2021-12-NONE,1,0,0,ARTISAN | 317001121016414 | 11:00 | P24158 | LOT | 12/2021 | DDM | N° di lotto | Daconsumarsi peferibilmente entro fine | No de lote | /N° de lote | Best before end /Bach ub. | No de lot
001342,11,2021-09-10,1,0,0,"SEA SAIT, CINNAMON, NATURAL FLAVORS. | 02547861B 19:15 | Sodium 180mg | 8% | SEP 10 2021 | Protein 3g | Cholest Omg | 0% | Best f Used By: | Trans Fat Og | Ind. 13 Added Sugars 26% | D | Total Sugars 17g | 1-888-259-4321 | ordinary? | 원신지 | 231kc | 미국 | 2 | 조사 | SACSINC | 층내용량 | 170 | SAHALE | 2 | 1"
001345,11,2021-08-27,1,0,0,"C HONEY, GROUND VANILLA BEANS | RUP | CANE SUGAR, SESAME SEEDS | 02407861C 19:10 | Iron 1mg 8%  Potas. 231mg 4% | AUG 27 2021 | VeR.D Omg 0%. Clium 4amng 6%1 | 10% | Best If Used By: | Protein 7g | 30 | Sodium 220mg | UD | 0% | Incl. 7g Added Sugars 15% | Cholest. Omg | 같은 제조사설에서 제조하였습니다 | 1일 영생분 기준"
001354,11,2022-07-06,0,0,0,BB. I6 IUL | 202 | L0T:20-188 16:51
001371,11,2022-04-27,1,0,0,"단백질4.0g 7% | 90% | – | 포화지방 0g 0% | 트랜스지방 00g | 당류40g | 탄수화을 83g 25% | 고는 국번없이 1399 | 을피하고서늘한곳에보관 | 해위원회 고시 소비자분쟁해결 기준에 의거 교한 또는 보상 받으실 수 있습니다. | 울 사용한 제품과 같은제조 사설에서 제조하고 있습니다. | 리민 | 리프로릴렌 | 반용및 교환구입처 또는 수입원 | 2022 04 27 A | 고기함유 | 도당피인성망고항02)(식용소 | 사원 설성 정제수,라(소)이세아민산이전분구연산망고05) | 0g (361 kca) | P"
001376,11,2021-12-02,1,0,0,"19:51TK3 | BEST BY 2021 12 02 (KDREA, JAPAH,"
001385,11,2018-09-NONE,0,0,0,Pari no/Son kul. ta: | 1
001394,11,2021-09-01,1,0,0,kca | 1% | 4% | 11% | 0% | 0% | 8 | 87Zamg | 5219 | 1108g | 24g | 0g | Qtg | 0g | 00g | 0.35g | 열량 | 나트름 탄수물 당류 클러스터를지방 트렌스지방 포화지방 | 단백질 | 영명보   | 모상받ET있니나. | 표일지품및환장소:입및리점·본제품은공거은고소비 분준에의거 | 무보존료 | 20210901J | OTHER | 비닐류 | 피클 | 찬아름
001400,11,2022-01-29,1,0,0,"까지 | 222 | ·유통기한: | 유동 | 홈플러스(주)ww.homepus.co.kr서울특별시강서구화곡로398 | 유통전문판매원 | (주)꽃샘식품 경기도 포천시 소홀읍 죽엽산로 35번길 82 | 제 조 원 | 내포장재질:폴리에틸렌 | 포장재질 | 별도표기일까지 | 유통기한 | 규소잣함유 | 2%,정제소금,카라멜색소분말,이산화 | 산)2 %, 재중국산)2 %,아몬드(미국산) | 제생강오일,이신화규소 부당),대추국 | 및함량 | 아검, 폴리소르베이트 2014%혼합제 | 원재료명 | 산)13.84%,을래오레진진저, 아라비 | 스트린,생"
001408,11,2021-12-16,1,0,0,"수신자요금부담080-024-6060 | 고객지원센터 | 롯데제과 | http://www.lotteconf.co.kr | 버리는 밝은 마음 | 80106211876907 | 8 | 까지 | 하얀반점이생길 수 있으나, | 21.12.163 | 01399 | 구입상점 및 본사에서교환 | 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다. | 우유,대두함유 | 콜레스테를5mg미만1%단백질39 5% | 지,합성향료,프로필렌글리콜,호 | 지방 149 26% 트랜스지방09포화지방89"
001409,11,2021-12-16,1,0,0,"롯데제 | 수신자요금부달 080-024-6060 | 고객지원센터 | ww.fotteconf.co br | 801062876907 | 8 | 까지 | 21.12. 16 D | 반점이생길수 있으나. | 399 | 상점 및 본사에서 교환 | 1358953 | 포화지방8953% | 우유대두 항유 | 2606 | 성향료,프로랜글래놀(중 | 1(38 9)220 kca | 토스트,팔기자기중 |  내용 114 g(38 gx3) | 영양정보 | 민 성당,합분유(외국산 | 카카오를 활용한재생용지 | 1149(38 9x3) | 내용량 | Smart R"
001410,11,2021-05-25,0,0,0,ir preferencialmente antes de | Aconsommer de | ·A | yy | /mm | or | (dd | n Data de abricao | Iction | Date | roduction | R
001425,11,2021-06-22,1,0,0,DR36B | EXP.22.06.2021 | PR0D. 22.06.2020 | Store in a cool dry place. Best before | () | Wos Tostes win MACROCOM/ Www imacro.cok | 가 있니주의합니다 | 단백질0.69 | 1% | 6% | 플레스테를 192m0 |  조하고시한곳에보관 | 31% | 포화지방469 | 랜스지0.16g | 통기(보장)재질 | 플리프로일센 | 6b9 | 독일 | 519 | AIGUST STORCK KG | 일레기을일 | Mad | Lecitt | 영양정
001441,11,2021-06-24,1,0,0,"OTHER | 학유 | No Brand는 모두이마트의 상 e입니다 | 쌀가루 | 비닐류 | EGT | 국수(국물형)나트름평균함량 1640mg | 325 kcal) | 나트륨함량비교표시 | 수얼큰한맛 | 과실전 | 2,64011g | 조리불가 | 주의 | 800 | 싸그시 | 2Xmng | 전자레인지 | 뜨거운물 | 5 | 3 | 1000 | 1800 | 5 | 스마트컨슈머 #뒤기지않은면#간편#쌀국수#얼큰한맛#해장 | 1200 | 1600 | 1400 | 레스테0mg 0%단백질79 13% | 지방 0.8g1% 트랜스지방09포화지방 0"
001453,11,2022-09-13,1,0,0,유통기한:2022.09.13까지 | GMP | 제조번호:20-139-002 | 402413 | 1억원 | 809447 | 8 | DB애보일 | 유통기한(8자리) | 관리번호 | 7543720+ | 식품이력추적 | 판매원 관학구 남부환로 1889 | 윤통전문서울약사신협/서울시 | 화성시 장안면 석포로 220 | 제조원 | 에스케이내추럴팝(주)/경기도 | 소비자상담실080-781-1948 | 교환장소 | 구매처 및 소비자상담실 | 반품및 | 병:HDPE/뚜껑:PP | 내포장재질 | 곳에 보관하십시오 | 에아및어린이의 손이않지시 | 받지
001459,11,2022-10-29,0,0,0,당질임 시공지몽지몽40월 | 500 | 2022.10.29 | 자료 | 아임신 | 농차원 | WON | GHIA | NOK
001466,11,2020-11-03,0,0,0,5 | 기 | 난화효소나 공기 | 등육보그호 | 판대원 | HACO | 제조원 | 여과지 포장저질 | 플리에달렌 | 플리아미드 1학림 20 | 차나무임(보이차중국산 | 원재로형 | 식품유형 | 보이차 | 제품명 | 참차 내용량300120 | 3분간 우린후티백을건져내고휘저어줍니다 | 보이차 삼각티백을찾진에고온수90다를 부 | 9ot 3분 | L | 햇별에건조시컵니다 | 건조합니다 | 비비기를반복하고 | 미생물을발효시킨후 | 분쇄합니다 | 재입한원료를 익한후 | 숙성과정을 통해 | 알맞은크기로 | 발효숙성 및 건조 | 쇄청 | 분쇄 |
001468,11,2022-12-03,1,0,0,"www.sktea.cor | 1399 | 유동기한 별도표기일까지 | 19750621001-219 | 판매원 | 제조원 | 여지 포장자질플리아미드1회섭취참량 200 | 플리어달린 | 구기자,스테비아잎합성향료생강향 | 원재료명 | 생강국신),모과국산)계피(베트남산)발효차감천궁, | 침출차 | 온기중전계파생강차식품유형 | 내용량 492g920타벽 | 제품명 | 2022.1203 | 관리합니다 | 드셔도좋습니다 | 제품화까지철저하게 | 맛을느낄수있습니다 | 티백이라2-3번더우려 | 명인이원료·가공 | 원물의입자가커서풍부한 | 잘우러나는피라"
001480,11,2020-12-18,0,1,1,"8 | ""80100 | OTHER | '비닐류 | 제품 | 이상의생긴 | 2020.12.18 | 비붉쟁행결기에의거 | ·제조연월일: | 질에는이상이없흐점로 안심하고 | 따라다를수있습니다 | 2,000kcal기준이로개인의 필요열량에 | 중의관인빌슷한손로, 종미료 등이 | 1일영양성분 기준치에 대한 비율(%)은 | 마십시호 | 0% | 단백질0g | 문약품 등이있는 장소에함께 보관 | 0% | 콜레스테롤Omg | 넘생가수되므록 슬한거나 확장 | 0% | 포화지방g | 장소에로관하십시오 | 트랜스지방0 g | ·개미나벌레 등이들어가지 않"
001487,11,2022-12-08,1,0,0,7102380-5678 | 37(성수2 | 수입원 | Aeis e  CSrSA | 플리에일 | 제조사 | 포장재질 | 보관방법 | ) | 유통기한 | 원재료명 | 1000m (30c) | 기타시성장원지스페인 | 식품유형 | 프EW GRAEEDOUU | 제품명 | L.22521 | EXP:08 1B-2022
001488,11,2021-07-12,1,0,0,DAILY | 마요네즈 | 데일린 | 브랜드가 아니다.소비자다 | No Brand | 2021.07.12E | U
001491,11,2023-07-08,1,0,0,1420243 | otto:00120 | 15:19 L4/3F | Exp:0807 23 | Doltid/Kogetid/Koktid: 12-14 min | Bistfre:/(/// | mps de cussons /Kochzeit/Tiempo | Bedst far. | arant le: / Hindestens hatbar bis | SCOLA | ASTIC | 500 ge 1.1 1b | PLASTICA | ecco.com | best capture the sauce. | PESOLiQUIDO | onze draw plates to g
001495,11,2021-11-22,1,0,0,OTHER | 2021.11.22까지 | ·고객상담실:070-4610-4233 | 8807354/2172501 | ·부정·불량식품신고는국번없이1399 | 시오·반품및 교환장소:구입처및 고객상담실 | 유지를위하여 방습제를넣었으니드시지마십 | 하시면더욱 안전하게 드실수 있습니다.·신선도 | 에의거구입처에서교는보받을수있습니다 보환방법  | 품목보고번호201903483217 | 포장재질 | 내면-폴리에틸렌 | 히말라야핑크소금 | 및합량 | 원재료명 | 유통전문판매원 | 제조원 | 120g | 식품유형 | 유동기한 | 별도표기일까지 | 경과
001503,11,2021-06-24,0,0,0,쌀국수멸치맛 | 2.120mg | 쌓국수 | 5 | RICE NOODLE | 이미지 사진 | No Brand | 2021.06.24 | 57 | 8-8011851013377 | 20
001508,11,2021-10-19,1,0,0,"BEST BY: OCT-19-2021 | PK01906 | 83823 | 0 | 1161137 | 0% | M.AT, 1386722 | e road the ing | mers with food | roduct of the USA | O.COM | 1124-1535 | ALE CORPORATION | d Amonds. | ms (tem pasteurizod)."
001514,11,2022-08-16,0,0,0,"2022.08.16 | 각종요리에 사용하시면 좋습니다. | (1,260kcal) | 튀김,하이라이스,탕수육등 | 350g | 만두,송편,국수,부침,자장, | Corn Starch Taste | N원식품 | 옥수수전분"
001523,11,2021-06-14,1,0,0,기한 | 16:27A01 | 유통 | 까지 | 3821-81.15 | 부터 | E | OTHER | HACCP | 620m8 | 21 | 10088 | 기8 | 영양정보 | 9052 | 2 | 허브솔트맛 | 포장재질물 | 4.05 | 전 | 감사ㅋ | /2
001531,11,2022-06-06,0,0,0,"2022.06.06.14:30 | 리드X:OTHER | 2자원실  | 080-996-777 | 818010051139748 | 캡/라별PP | C.www.semoio.con | 20 1399·및교처: | 봉화이는 냉장 | 고분 상온이서 보관하 | 제품은최고기 칩 | 정제수,정자소금 대고 | 주 | 16 대(외국산 | 주전일영 | 33 | 100 09g25c | 영양정보 | 내용랑 500 | / | GE"
001547,11,2021-07-04,1,0,0,OTHER | 까지 | 21-P4 | 화지 | 단백질 395% | 160 kcal | 트랜스지방0 | 중내30 | 지방99 17 | R | 나E20m9 ) % | 영양정보 | 롯데제과 | 아 | 해바라
001548,11,2022-09-28,0,0,0,U0 | bu7.1. | NH.240GM | ll | cipe
001559,11,2024-12-21,0,0,0,SPEN ANDTHESEALAT CLICK-BTRIP
001567,11,2020-04-23,0,0,0,"주 | REM 12 | 15:54 | 23APR | 2020 | S | W | L | E |   | S | STRING, | STRING"
001582,11,2021-11-05,0,0,0,2021.11.05 K23 | MANGO AS IS | 그대로 | 망고 | 100 | PEACOCK
001585,11,2021-10-28,1,0,0,"2021.10.28 L15 | 까지 | 유통기한 | 포장재질니면 폴리에틸렌 | ·큐원홈페이지:ww.gone.co.kr | 대두우유함유 | 합성향료(바닐린) | 고객상담실(080-023-339 | 탈지분유레시틴 | ·반품/교환 | 설탕, 식물성유지(평유),유청 | 원재료명 | ·부정불량식품신고는국번없이 1399 | 싱가포르 | 원산지 | 교환 또는보상받을수 있습니다. | 150 g(825 kcal) | 내용량 | ·본 제품은 소비자분쟁해결기준에의거. | 하단표기일까지 | 유통기한 | 하십시오 | 경기도성남시 분당구 판교로 295 | "
001598,11,2021-03-07,1,0,0,근 | 보산 | 100% | Down | 안심 | 짠맛을 줄여 | D 까지 | 02 | FB4 | 1P0부터 | e | 통합등비업 | 2020~202 | 7년 | No.1
001603,11,2021-02-24,1,0,0,소스와함께 | 계람말이에 | 명초&마요 | A | 몬스터크랩을더욱맛게! | a | 위어 | 100% | 전지방 | 촉촉합의 비밀 | 에서 발견 | 청정해역 | 알래스키 | 주의! | 생산자:정재만AT | 2021.02.24까지 | IDHSE | 꽃게
001606,11,2021-04-03,1,0,0,"·석박지절일 | 9 | 충무김밥12줄 | 2021.04.03까지 | 김밥소스와 함께 드세요. | 꼬 | 함께드실수 있는 충무김밥입니다.취향에따라 알싸한 | 양념소스로버무린오징어와 어묵,아식하고감칠맛나는석박지를 | 충무김밥 | 오징어 | 국내싼 | 온징어 | 100%"
001608,11,2021-06-29,0,0,0,02348 | 2021.06.29
