image_id,label,old,tags,base,ft_p2,ft_union,ft_fb,sec
001047,2021-05-12,2021-05-12,,2021-05-12,2021-05-12,2021-05-12,2021-05-12,1.4
001051,2022-12-20,2022-12-20,,2022-12-20,2022-12-20,2022-12-20,2022-12-20,4.7
001054,2022-09-01,2022-09-01,,2022-09-01,2022-09-01,2022-09-01,2022-09-01,6.0
001058,2021-10-14,2021-10-14,,2021-10-14,2021-10-14,2021-10-14,2021-10-14,1.9
001063,2022-01-04,2022-01-04,2,2022-01-04,2022-01-04,2022-01-04,2022-01-04,3.2
001066,2022-05-04,2022-05-04,,2022-05-04,2022-05-04,2022-05-04,2022-05-04,7.9
001069,2021-03-15,2021-03-10,,2021-03-10,2021-03-15,2021-03-15,2021-03-15,2.4
001073,2023-09-18,2023-09-18,,2023-09-18,2023-09-18,2023-09-18,2023-09-18,3.3
001076,2021-07-31,2031-07-21,,2031-07-21,2021-07-31,2031-07-21,2021-07-31,2.4
001080,2021-10-13,2021-10-13,,2021-10-13,2021-10-13,2021-10-13,2021-10-13,4.3
001083,2021-07-09,2021-07-09,,2021-07-09,2021-07-09,2021-07-09,2021-07-09,3.0
001086,2023-10-09,2023-10-09,,2023-10-09,2023-10-09,2023-10-09,2023-10-09,2.4
001089,2023-08-05,2023-08-05,,2023-08-05,2023-08-05,2023-08-05,2023-08-05,4.2
001093,2021-05-25,2021-05-25,,2021-05-25,2021-05-25,2021-05-25,2021-05-25,4.4
001096,2021-06-11,2021-11-06,2,2021-11-06,2021-11-06,2021-11-06,2021-11-06,7.2
001100,2021-03-14,2021-03-14,2,2021-03-14,2021-03-14,2021-03-14,2021-03-14,2.5
001103,2021-03-14,NONE-03-14,,2021-03-14,2021-03-14,2021-03-14,2021-03-14,6.0
001106,2021-03-27,2021-03-27,,2021-03-27,2021-03-27,2021-03-27,2021-03-27,2.1
001109,2021-03-22,2021-03-22,,2021-03-22,2021-03-22,2021-03-22,2021-03-22,2.0
001112,2022-07-12,2022-07-12,,2022-07-12,2022-07-12,2022-07-12,2022-07-12,1.5
001115,2022-01-12,2022-01-12,,2022-01-12,2022-01-12,2022-01-12,2022-01-12,2.0
001119,2021-12-26,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,1.5
001122,2023-01-10,2023-01-10,,2023-01-10,2023-01-10,2023-01-10,2023-01-10,4.1
001125,2021-12-28,2021-12-21,2,2021-12-21,2021-12-28,2021-12-28,2021-12-28,1.6
001128,2021-06-10,2021-12-10,2,2021-12-10,2021-06-10,2021-12-10,2021-06-10,3.1
001131,NONE-02-12,NONE-02-12,,NONE-02-12,NONE-02-12,NONE-02-12,NONE-02-12,4.7
001134,2021-03-03,2021-03-03,,2021-03-03,2021-03-03,2021-03-03,2021-03-03,4.1
001137,2021-07-17,2021-07-17,,2021-07-17,2021-07-17,2021-07-17,2021-07-17,3.5
001140,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2021-02-28,2021-02-28,3.1
001144,2021-05-25,2021-05-25,,2021-05-25,2021-05-25,2021-05-25,2021-05-25,3.1
001147,2021-12-13,2021-12-13,2,2021-12-13,2021-12-13,2021-12-13,2021-12-13,7.4
001150,2021-09-18,2021-09-18,,2021-09-18,2021-09-18,2021-09-18,2021-09-18,4.2
001154,2021-09-21,2021-09-21,,2021-09-21,2021-09-21,2021-09-21,2021-09-21,21.6
001157,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2021-02-07,2021-02-07,3.5
001160,2021-04-23,2021-04-23,,2021-04-23,2021-04-23,2021-04-23,2021-04-23,2.3
001163,2021-12-06,2021-12-06,,2021-12-06,2021-12-06,2021-12-06,2021-12-06,2.1
001167,2022-01-20,2022-08-02,,2022-08-02,2022-02-08,2022-08-02,2022-02-08,23.8
001171,2022-01-18,2022-01-18,,2022-01-18,2022-01-18,2022-01-18,2022-01-18,2.6
001174,2021-03-14,2021-03-14,,2021-03-14,2021-03-14,2021-03-14,2021-03-14,4.1
001177,2021-12-01,NONE,,NONE,NONE,NONE,NONE,18.9
001181,2022-04-14,2022-04-14,,2022-04-14,2022-04-14,2022-04-14,2022-04-14,3.0
001184,2021-10-08,2021-10-08,,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2.1
001189,2019-06-28,2019-06-28,2,2019-06-28,2019-06-28,2019-06-28,2019-06-28,5.0
001192,2020-12-08,2020-12-08,d,2020-12-08,2020-12-08,2020-12-08,2020-12-08,13.0
001196,2021-10-18,2021-10-18,,2021-10-18,2021-10-08,2021-10-18,2021-10-08,5.9
001199,2021-10-20,2021-10-20,2,2021-10-20,2021-10-20,2021-10-20,2021-10-20,3.1
001203,2023-02-28,2023-02-28,,2023-02-28,2023-02-28,2023-02-28,2023-02-28,3.0
001206,2021-05-NONE,NONE-05-21,,NONE-05-21,NONE-05-21,NONE-05-21,NONE-05-21,4.0
001209,2021-08-03,2021-08-03,,2021-08-03,2021-08-03,2021-08-03,2021-08-03,1.2
001212,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2021-07-03,2021-07-03,2.9
001215,2021-06-13,2021-06-13,,2021-06-13,2021-06-13,2021-06-13,2021-06-13,9.7
001219,2021-01-14,2021-01-14,,2021-01-14,2021-01-14,2021-01-14,2021-01-14,1.5
001222,2021-11-10,2021-11-10,,2021-11-10,2021-11-10,2021-11-10,2021-11-10,4.1
001225,2022-06-27,2022-06-27,2,2022-06-27,2022-06-27,2022-06-27,2022-06-27,12.9
001228,2022-01-11,2021-01-12,2,2022-01-11,2022-01-11,2022-01-11,2022-01-11,3.2
001231,2021-05-05,2021-05-05,,2021-05-05,2021-05-05,2021-05-05,2021-05-05,1.4
001234,2021-03-09,2021-03-09,,2021-03-09,2021-03-09,2021-03-09,2021-03-09,1.6
001239,2020-12-19,2020-12-19,,2020-12-19,2020-12-19,2020-12-19,2020-12-19,2.5
001243,2023-12-31,2023-12-31,,2023-12-31,2023-12-31,2023-12-31,2023-12-31,1.8
001246,2022-01-19,2022-01-19,2,2022-01-19,2022-01-19,2022-01-19,2022-01-19,7.6
001249,2021-07-15,2021-07-15,,2021-07-15,2021-07-15,2021-07-15,2021-07-15,7.9
001252,2021-08-19,2021-08-19,,2021-08-19,2021-08-19,2021-08-19,2021-08-19,2.5
001255,2019-09-13,2019-09-13,,2019-09-13,2019-09-13,2019-09-13,2019-09-13,1.6
001258,2022-03-15,2022-03-15,,2022-03-15,2022-03-15,2022-03-15,2022-03-15,13.8
001262,2021-03-25,NONE,,NONE,NONE,NONE,NONE,9.8
001265,2022-06-NONE,2022-06-NONE,,2022-06-NONE,2022-06-NONE,2022-06-NONE,2022-06-NONE,2.8
001268,2022-09-05,2022-09-05,,2022-09-05,2022-09-05,2022-09-05,2022-09-05,4.4
001272,2023-07-08,2023-07-08,,2023-07-08,2023-07-08,2023-07-08,2023-07-08,2.8
001276,2021-11-04,2021-11-04,,2021-11-04,2021-11-04,2021-11-04,2021-11-04,2.5
001279,2022-10-09,2022-10-09,,2022-10-09,2022-10-09,2022-10-09,2022-10-09,3.4
001282,2025-04-01,2025-04-01,,2025-04-01,2025-04-01,2025-04-01,2025-04-01,6.1
001285,2022-11-21,2022-11-21,,2022-11-21,2022-11-21,2022-11-21,2022-11-21,6.7
001292,2022-11-05,2022-11-05,2,2022-11-05,2022-11-05,2022-11-05,2022-11-05,22.9
001295,2021-11-NONE,2021-12-11,,2021-12-11,2021-12-11,2021-12-11,2021-12-11,3.5
001298,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,2.2
001302,2021-11-29,2029-11-21,d,2029-11-21,2021-11-29,2029-11-21,2021-11-29,3.8
001305,2021-04-12,2021-04-01,,2021-04-12,2021-04-01,2021-04-12,2021-04-01,4.9
001308,2022-11-06,NONE,,NONE,NONE,NONE,NONE,7.9
001311,2022-10-20,2022-10-20,,2022-10-20,2022-10-20,2022-10-20,2022-10-20,1.5
001314,2022-01-15,2022-01-15,,2022-01-15,2022-01-15,2022-01-15,2022-01-15,2.4
001317,2022-12-07,2022-12-07,2,2022-12-07,2022-12-07,2022-12-07,2022-12-07,10.2
001321,2022-02-15,2022-02-15,,2022-02-15,2022-02-15,2022-02-15,2022-02-15,14.9
001326,2021-07-19,2021-07-19,,2021-07-19,2021-07-19,2021-07-19,2021-07-19,8.6
001330,2021-03-05,2022-03-05,,2022-03-05,2022-03-05,2022-03-05,2022-03-05,2.3
001334,2021-10-26,2021-10-26,,2021-10-26,2021-10-26,2021-10-26,2021-10-26,5.7
001338,2021-06-08,2021-06-08,,2021-06-08,2021-06-08,2021-06-08,2021-06-08,6.6
001341,2021-11-25,2021-11-25,2,2021-11-25,2021-11-25,2021-11-25,2021-11-25,3.7
001344,2021-08-10,2022-11-02,,2022-11-02,2022-11-02,2022-11-02,2022-11-02,8.6
001348,2021-10-31,2021-01-10,,2021-01-10,2021-10-31,2021-10-31,2021-10-31,3.2
001351,2021-06-09,2021-06-09,,2021-06-09,2021-06-09,2021-06-09,2021-06-09,2.3
001354,2022-07-06,2022-07-06,,2022-07-06,2022-07-06,2022-07-06,2022-07-06,2.5
001358,2020-12-NONE,2020-12-NONE,,2020-12-NONE,2020-12-NONE,2020-12-NONE,2020-12-NONE,9.4
001362,2021-04-NONE,2021-10-13,,2021-10-13,2021-10-13,2021-10-13,2021-10-13,8.0
001366,2021-09-29,2021-09-29,2,2021-09-29,2021-09-29,2021-09-29,2021-09-29,14.2
001369,2025-09-21,2025-09-21,,2025-09-21,2025-09-21,2025-09-21,2025-09-21,9.6
001372,2022-03-07,2022-03-07,,2022-03-07,2022-03-07,2022-03-07,2022-03-07,2.6
001375,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,5.2
001378,NONE,2021-01-22,,2021-01-22,2021-01-22,2021-01-22,2021-01-22,4.8
001381,2021-04-09,2021-01-04,,2021-04-09,2021-04-09,2021-04-09,2021-04-09,4.5
001384,2018-09-NONE,2018-09-NONE,,2018-09-NONE,2018-09-NONE,2018-09-NONE,2018-09-NONE,6.6
001388,2021-07-17,2021-07-NONE,,2021-07-NONE,2021-07-NONE,2021-07-NONE,2021-07-NONE,7.5
001391,2021-02-25,2021-12-01,,2021-12-01,2021-12-01,2021-12-01,2021-12-01,4.2
001394,2021-09-01,NONE-11-08,,NONE-11-08,NONE-11-08,NONE-11-08,NONE-11-08,16.0
001397,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2.7
001400,2022-01-29,NONE,,NONE,NONE,NONE,NONE,45.0
001403,2020-09-29,2020-07-04,,2020-07-04,2020-07-04,2020-07-04,2020-07-04,7.1
001406,2021-07-31,2031-07-21,,2031-07-21,2031-07-21,2031-07-21,2031-07-21,2.8
001409,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,6.4
001413,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,2021-07-23,2021-07-23,6.3
001416,2021-11-05,2021-11-05,,2021-11-05,2021-11-05,2021-11-05,2021-11-05,2.1
001421,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2.6
001425,2021-06-22,2021-06-22,2,2021-06-22,2021-06-22,2021-06-22,2021-06-22,5.0
001428,2020-08-12,2020-08-12,,2020-08-12,2020-08-12,2020-08-12,2020-08-12,5.4
001432,2021-09-29,2021-09-29,,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2.7
001436,2021-09-20,2021-09-20,,2021-09-20,2021-09-20,2021-09-20,2021-09-20,3.5
001440,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,2021-09-03,2021-09-03,3.2
001443,2021-09-06,2021-09-06,,2021-09-06,2021-09-06,2021-09-06,2021-09-06,3.0
001446,2021-10-28,2021-10-NONE,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.8
001450,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,2022-04-26,2022-04-26,6.2
001453,2022-09-13,2022-09-13,,2022-09-13,2022-09-13,2022-09-13,2022-09-13,5.6
001456,2022-06-28,2022-06-28,,2022-06-28,2022-06-28,2022-06-28,2022-06-28,8.2
001459,2022-10-29,2022-10-29,,2022-10-29,2022-10-29,2022-10-29,2022-10-29,1.8
001462,2021-11-17,2021-11-17,,2021-11-17,2021-11-17,2021-11-17,2021-11-17,2.4
001466,2020-11-03,2020-01-03,,2020-01-03,2020-11-03,2020-11-03,2020-11-03,18.7
001469,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,2022-12-03,2022-12-03,3.7
001472,2022-02-17,2022-02-17,,2022-02-17,2022-02-17,2022-02-17,2022-02-17,1.6
001475,2022-07-10,2022-07-10,,2022-07-10,2022-07-10,2022-07-10,2022-07-10,1.7
001478,2022-08-27,2022-08-27,,2022-08-27,2022-08-27,2022-08-27,2022-08-27,4.3
001483,2021-02-06,2021-02-06,,2021-02-06,2021-02-06,2021-02-06,2021-02-06,3.2
001486,2022-12-08,2022-12-08,,2022-12-08,2022-12-08,2022-12-08,2022-12-08,3.0
001490,2021-08-06,2021-08-06,2,2021-08-06,2021-08-06,2021-08-06,2021-08-06,5.5
001493,2023-08-17,2023-08-17,,2023-08-17,2023-08-17,2023-08-17,2023-08-17,25.7
001496,2022-09-18,2022-09-18,,2022-09-18,2022-09-18,2022-09-18,2022-09-18,4.1
001500,2021-09-23,2021-09-23,,2021-09-23,2021-09-23,2021-09-23,2021-09-23,1.6
001504,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2.9
001507,2021-02-19,2021-02-19,,2021-02-19,2021-02-19,2021-02-19,2021-02-19,5.6
001511,2023-12-01,NONE-03-22,,NONE-03-22,NONE-03-22,NONE-03-22,NONE-03-22,10.6
001516,2021-11-19,2021-11-19,,2021-11-19,2021-11-19,2021-11-19,2021-11-19,2.8
001521,2021-07-08,NONE,,NONE,NONE,NONE,NONE,13.8
001524,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,2021-06-25,2021-06-25,6.2
001527,2021-01-21,2021-01-21,,2021-01-21,2021-01-21,2021-01-21,2021-01-21,6.9
001530,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,2021-02-11,2021-02-11,3.0
001534,2022-07-11,2022-07-11,,2022-07-11,2022-07-11,2022-07-11,2022-07-11,2.8
001537,2021-02-19,2021-02-26,2,2021-02-26,2021-01-26,2021-02-26,2021-01-26,10.9
001541,2021-06-13,2020-12-14,2,2021-06-13,2021-06-13,2021-06-13,2021-06-13,3.1
001544,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,2021-08-02,2021-08-02,2.1
001547,2021-07-04,2021-07-04,,2021-07-04,2021-07-04,2021-07-04,2021-07-04,5.6
001550,2021-08-25,NONE,,NONE,NONE,NONE,NONE,19.3
001555,2020-06-03,2020-05-03,,2020-06-03,2020-06-03,2020-06-03,2020-06-03,2.7
001559,2024-12-21,2024-12-21,,2024-12-21,2024-12-21,2024-12-21,2024-12-21,6.2
001562,2022-06-11,2022-06-01,,2022-06-11,2022-06-11,2022-06-11,2022-06-11,1.9
001565,2022-01-17,2022-01-17,,2022-01-17,2022-01-17,2022-01-17,2022-01-17,4.3
001570,2021-11-30,2021-11-30,,2021-11-30,2021-11-30,2021-11-30,2021-11-30,2.1
001573,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,2022-01-06,2022-01-06,3.2
001577,2022-11-05,2022-11-05,,2022-11-05,2022-11-05,2022-11-05,2022-11-05,5.0
001580,2022-11-02,2022-11-02,,2022-11-02,2022-11-02,2022-11-02,2022-11-02,1.9
001585,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,3.1
001590,2021-02-18,2021-02-18,,2021-02-18,2021-02-18,2021-02-18,2021-02-18,7.0
001594,2021-12-13,2021-12-13,,2021-12-13,2021-12-13,2021-12-13,2021-12-13,2.7
001597,2021-03-07,2021-03-07,2,2021-03-07,2021-03-07,2021-03-07,2021-03-07,3.9
001600,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2021-02-08,2021-02-08,2.2
001603,2021-02-24,2021-02-24,,2021-02-24,2021-02-24,2021-02-24,2021-02-24,3.2
001607,2021-04-03,2021-04-03,,2021-04-03,2021-04-03,2021-04-03,2021-04-03,2.8
001610,2021-02-12,2021-02-12,,2021-02-12,2021-02-12,2021-02-12,2021-02-12,6.6
001613,2022-02-25,2022-02-25,,2022-02-25,2022-02-25,2022-02-25,2022-02-25,1.6
001616,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2.3
001619,2023-10-06,2023-10-06,,2023-10-06,2023-10-06,2023-10-06,2023-10-06,2.7
001624,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,2022-04-26,2022-04-26,1.8
001629,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,2021-07-23,2021-07-23,2.0
001632,2021-11-27,2021-11-27,,2021-11-27,2021-11-27,2021-11-27,2021-11-27,5.2
001636,2021-12-22,2023-02-12,2,2023-02-12,2021-12-22,2023-02-12,2021-12-22,3.4
001639,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2021-02-28,2021-02-28,3.0
001642,2022-03-19,2022-03-19,,2022-03-19,2022-03-19,2022-03-19,2022-03-19,1.7
001645,2021-10-12,2021-10-12,,2021-10-12,2021-10-12,2021-10-12,2021-10-12,1.7
001648,2021-12-14,2021-12-14,,2021-12-14,2021-12-14,2021-12-14,2021-12-14,2.3
001651,2021-03-09,2021-03-09,,2021-03-09,2021-03-09,2021-03-09,2021-03-09,3.0
001654,2019-08-19,2019-08-19,,2019-08-19,2019-08-19,2019-08-19,2019-08-19,2.1
001657,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,2021-01-16,2021-01-16,2.5
001662,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2.9
001665,2021-01-28,2021-01-28,,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2.7
001669,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2021-02-08,2021-02-08,2.8
001672,2021-05-19,2021-05-19,,2021-05-19,2021-05-19,2021-05-19,2021-05-19,3.1
001675,2021-03-15,2021-03-15,,2021-03-15,2021-03-15,2021-03-15,2021-03-15,3.7
001679,2021-03-16,2021-03-16,2,2021-03-16,2021-03-16,2021-03-16,2021-03-16,4.5
001683,2021-11-14,2021-11-14,,2021-11-14,2021-11-14,2021-11-14,2021-11-14,3.1
001686,2020-11-27,2020-11-27,,2020-11-27,2020-11-27,2020-11-27,2020-11-27,3.8
001690,2020-08-16,2020-08-16,,2020-08-16,2020-08-16,2020-08-16,2020-08-16,5.3
001694,2022-07-01,2022-07-01,,2022-07-01,2022-07-01,2022-07-01,2022-07-01,6.2
001698,2021-12-22,2021-12-22,,2021-12-22,2021-12-22,2021-12-22,2021-12-22,4.3
001701,2021-10-27,2021-10-27,,2021-10-27,2021-10-27,2021-10-27,2021-10-27,5.1
001704,2021-07-16,2021-07-16,,2021-07-16,2021-07-16,2021-07-16,2021-07-16,3.4
001708,2021-05-02,2021-05-02,,2021-05-02,2021-05-02,2021-05-02,2021-05-02,2.3
001711,2021-10-15,2021-10-15,2,2021-10-15,2021-10-15,2021-10-15,2021-10-15,3.5
001714,2021-09-08,2021-09-08,d,2021-09-08,2021-09-08,2021-09-08,2021-09-08,4.9
001717,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2021-02-08,2021-02-08,8.3
001720,2021-03-11,2021-03-11,,2021-03-11,2021-03-11,2021-03-11,2021-03-11,3.0
001723,2021-05-13,2021-05-13,,2021-05-13,2021-05-13,2021-05-13,2021-05-13,2.4
001726,2021-02-16,2021-02-06,,2021-02-06,2021-02-16,2021-02-16,2021-02-16,3.2
001730,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,2021-10-02,2021-10-02,1.9
001733,2022-11-18,2022-11-18,,2022-11-18,2022-11-18,2022-11-18,2022-11-18,3.4
001738,2022-01-05,2022-01-05,,2022-01-05,2022-01-05,2022-01-05,2022-01-05,3.0
001742,2021-10-26,2021-10-26,,2021-10-26,2021-10-26,2021-10-26,2021-10-26,4.8
001746,2021-10-12,2021-10-12,2,2021-10-12,2021-10-12,2021-10-12,2021-10-12,6.2
001750,2021-06-28,2021-06-28,,2021-06-28,2021-06-28,2021-06-28,2021-06-28,7.5
001753,2022-01-10,2022-01-10,,2022-01-10,2022-01-10,2022-01-10,2022-01-10,1.4
001757,2023-03-09,2023-03-09,,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2.3
001761,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,2021-11-22,2021-11-22,1.7
001764,2021-12-23,2021-12-23,,2021-12-23,2021-12-23,2021-12-23,2021-12-23,2.2
001767,2021-06-29,2021-06-29,2,2021-06-29,2021-06-29,2021-06-29,2021-06-29,2.3
001770,2019-10-18,2019-04-19,2,2019-04-19,2019-04-19,2019-04-19,2019-04-19,1.8
001774,2021-04-02,2021-04-02,,2021-04-02,2021-04-02,2021-04-02,2021-04-02,1.6
001779,2021-04-09,2021-04-09,,2021-04-09,2021-04-09,2021-04-09,2021-04-09,1.7
001782,2022-10-01,2022-10-01,,2022-10-01,2022-10-01,2022-10-01,2022-10-01,3.8
001786,2021-09-19,2021-09-19,,2021-09-19,2021-09-19,2021-09-19,2021-09-19,1.3
001789,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,2021-01-16,2021-01-16,1.9
001792,2020-08-13,2020-08-13,,2020-08-13,2020-08-13,2020-08-13,2020-08-13,5.3
001795,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2.5
001798,2021-10-10,2021-10-14,,2021-10-14,2021-10-14,2021-10-14,2021-10-14,3.0
001801,2021-03-05,2021-03-05,,2021-03-05,2021-03-05,2021-03-05,2021-03-05,7.7
001804,2021-01-15,2021-01-15,,2021-01-15,2021-01-15,2021-01-15,2021-01-15,3.8
001807,2021-02-25,2021-02-25,,2021-02-25,2021-02-25,2021-02-25,2021-02-25,4.7
001810,2023-10-22,2023-10-22,,2023-10-22,2023-10-22,2023-10-22,2023-10-22,2.0
001813,2021-03-26,2021-03-26,2,2021-03-26,2021-03-26,2021-03-26,2021-03-26,4.9
001817,2021-04-14,2021-01-16,2,2021-01-16,2021-04-14,2021-04-14,2021-04-14,21.8
001820,2020-09-01,2020-09-01,,2020-09-01,2020-09-01,2020-09-01,2020-09-01,5.7
001823,2021-06-09,2021-06-09,,2021-06-09,2021-06-09,2021-06-09,2021-06-09,3.8
001827,2021-11-28,2021-11-28,,2021-11-28,2021-11-28,2021-11-28,2021-11-28,2.3
001830,2020-12-NONE,2020-12-NONE,,2020-12-NONE,2020-12-19,2020-12-19,2020-12-19,4.6
001833,2022-09-02,NONE,,NONE,NONE,NONE,NONE,13.2
001836,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,2021-10-02,2021-10-02,5.2
001839,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,2021-10-15,2021-10-15,3.0
001843,2021-05-NONE,2021-05-NONE,,2021-05-NONE,2021-05-NONE,2021-05-NONE,2021-05-NONE,6.2
001846,2021-09-23,2023-12-09,,2023-12-09,2023-12-09,2023-12-09,2023-12-09,4.1
001849,2021-11-18,2021-11-18,,2021-11-18,2021-11-18,2021-11-18,2021-11-18,11.3
001852,2022-08-13,NONE,,NONE,NONE,NONE,NONE,21.7
001855,2023-10-28,2023-10-28,,2023-10-28,2023-10-28,2023-10-28,2023-10-28,11.0
001859,2022-07-08,2022-07-08,,2022-07-08,2022-07-08,2022-07-08,2022-07-08,2.8
001862,2023-06-18,2023-06-18,,2023-06-18,2023-06-18,2023-06-18,2023-06-18,5.6
001865,2021-09-17,2021-09-17,,2021-09-17,2021-09-17,2021-09-17,2021-09-17,2.0
001868,2022-07-NONE,NONE,,NONE,NONE,NONE,NONE,12.1
001871,2022-11-10,2020-11-10,2,2022-11-10,2022-11-10,2022-11-10,2022-11-10,7.2
001875,2022-10-21,2021-12-01,,2022-10-21,2022-10-21,2022-10-21,2022-10-21,5.7
001878,2021-11-03,2021-01-03,,2021-01-03,2021-01-03,2021-01-03,2021-01-03,3.7
001881,2021-06-20,2021-06-20,,2021-06-20,2021-06-20,2021-06-20,2021-06-20,4.4
001884,2021-09-09,2021-09-11,,2021-09-11,2021-09-09,2021-09-11,2021-09-09,4.4
001887,2023-08-22,2023-08-22,,2023-08-22,2023-08-22,2023-08-22,2023-08-22,2.6
001890,2021-08-31,2021-08-31,,2021-08-31,2021-08-31,2021-08-31,2021-08-31,3.2
001894,2021-03-19,2021-03-19,,2021-03-19,2021-03-19,2021-03-19,2021-03-19,2.9
001897,2021-05-29,2021-05-29,,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2.4
001901,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.8
001904,2022-01-15,2022-01-15,,2022-01-15,2022-01-15,2022-01-15,2022-01-15,2.9
001907,2021-08-16,2021-08-16,,2021-08-16,2021-08-16,2021-08-16,2021-08-16,5.7
001910,2021-05-07,2021-05-07,2,2021-05-07,2021-05-07,2021-05-07,2021-05-07,8.8
001913,2021-09-14,2021-09-14,,2021-09-14,2021-09-14,2021-09-14,2021-09-14,4.8
001916,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,4.2
001920,2022-10-15,2022-10-15,,2022-10-15,2022-10-15,2022-10-15,2022-10-15,13.7
001924,2022-01-21,NONE,b,NONE,NONE,NONE,NONE,24.0
001928,2022-01-14,2022-01-14,,2022-01-14,2022-01-14,2022-01-14,2022-01-14,3.9
001932,2022-01-22,2022-01-22,,2022-01-22,2022-01-22,2022-01-22,2022-01-22,2.1
001935,2022-03-29,2022-03-29,,2022-03-29,2022-03-29,2022-03-29,2022-03-29,2.9
001938,2021-03-NONE,2021-03-NONE,,2021-03-NONE,2021-03-19,2021-03-19,2021-03-19,5.1
001941,2022-05-27,2022-05-27,,2022-05-27,2022-05-27,2022-05-27,2022-05-27,3.4
001945,2021-08-NONE,NONE,,NONE,NONE,NONE,NONE,36.1
001949,2023-07-16,2023-07-16,d,2023-07-16,2023-07-16,2023-07-16,2023-07-16,3.5
001952,2022-09-16,2022-09-16,,2022-09-16,2022-09-16,2022-09-16,2022-09-16,2.5
001955,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,6.2
001958,2020-11-13,2020-11-13,,2020-11-13,2020-11-13,2020-11-13,2020-11-13,4.9
001961,2027-03-21,2027-03-21,,2027-03-21,2027-03-21,2027-03-21,2027-03-21,4.0
001966,2023-10-12,2023-10-12,,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2.5
001969,2021-08-NONE,2030-02-02,,2030-02-02,2030-02-02,2030-02-02,2030-02-02,15.3
001972,2023-03-15,2023-03-15,,2023-03-15,2023-03-15,2023-03-15,2023-03-15,6.1
001975,2021-02-26,2026-02-21,d,2026-02-21,2026-02-21,2026-02-21,2026-02-21,6.0
001983,2021-10-20,2021-10-20,,2021-10-20,2021-10-20,2021-10-20,2021-10-20,3.1
001986,2023-01-04,2023-01-04,,2023-01-04,2023-01-04,2023-01-04,2023-01-04,2.5
001989,2022-11-23,2022-11-23,,2022-11-23,2022-11-23,2022-11-23,2022-11-23,4.2
001992,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2021-12-28,2021-12-28,4.3
001995,2021-12-18,2021-12-18,,2021-12-18,2021-12-18,2021-12-18,2021-12-18,2.7
001998,2021-12-27,2021-12-27,,2021-12-27,2021-12-27,2021-12-27,2021-12-27,2.8
002001,2022-01-27,2022-02-01,,2022-02-01,2022-01-27,2022-02-01,2022-01-27,3.2
