image_id,label,old,base,keep,keep_sp,sec
003245,2021-09-20,2020-09-20,2020-09-20,2020-09-20,2020-09-20,4.0
003266,2021-09-12,2021-09-12,2021-09-12,2021-09-12,2021-09-12,4.7
003286,2021-08-06,2021-08-06,2021-08-06,2021-08-06,2021-08-06,3.3
003287,2021-09-25,2021-09-02,2021-09-02,2021-09-02,2021-09-02,3.8
003288,2021-09-25,2021-09-25,2021-09-25,2021-09-25,2021-09-25,2.4
003289,2022-01-31,2022-08-10,2022-08-10,2022-08-10,2022-08-10,3.9
003295,2021-11-26,2021-11-26,2021-11-26,2021-11-26,2021-11-26,4.1
003296,2021-11-26,2021-11-26,2021-11-26,2021-11-26,2021-11-26,2.9
003308,2019-09-03,2019-09-03,2019-09-03,2019-09-03,2019-09-03,1.5
003311,2021-03-11,2021-03-11,2021-03-11,2021-03-11,2021-03-11,2.6
003312,2021-03-11,2021-03-NONE,2021-03-NONE,2021-03-NONE,2021-03-NONE,3.9
003347,2027-09-01,2025-09-01,2025-09-01,2025-09-01,2025-09-01,1.7
003349,2025-12-10,2025-01-10,2025-01-10,2025-01-10,2025-01-10,18.3
003350,2025-12-10,2022-10-10,2022-10-10,2022-10-10,2022-10-10,12.5
003352,2025-12-10,2025-10-22,2025-10-22,2025-10-22,2025-10-22,9.1
