image_id,label,old,tags,base,ft_p2,ft_union,ft_fb,sec
001043,2021-09-13,2021-09-13,,2021-09-13,2021-09-13,2021-09-13,2021-09-13,2.4
001046,2021-10-07,2021-10-07,,2021-10-07,2021-10-07,2021-10-07,2021-10-07,3.2
001050,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,2022-01-06,2022-01-06,2.9
001053,2022-09-01,2022-09-01,,2022-09-01,2022-09-01,2022-09-01,2022-09-01,8.0
001056,2022-05-27,2022-05-27,,2022-05-27,2022-05-27,2022-05-27,2022-05-27,4.0
001061,2022-07-04,2022-07-04,2,2022-07-04,2022-07-04,2022-07-04,2022-07-04,6.0
001065,2022-05-04,2022-05-04,,2022-05-04,2022-05-04,2022-05-04,2022-05-04,8.1
001068,2021-03-15,2021-03-15,,2021-03-15,2021-03-15,2021-03-15,2021-03-15,2.1
001071,NONE-01-24,NONE-01-24,,NONE-01-24,NONE-01-24,NONE-01-24,NONE-01-24,2.6
001075,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2021-09-30,2021-09-30,4.3
001079,2023-09-24,2023-09-24,,2023-09-24,2023-09-24,2023-09-24,2023-09-24,1.8
001082,2021-06-17,2021-06-17,,2021-06-17,2021-06-17,2021-06-17,2021-06-17,3.2
001085,2023-10-09,2023-10-09,,2023-10-09,2023-10-09,2023-10-09,2023-10-09,3.3
001088,2022-06-14,2022-06-14,,2022-06-14,2022-06-04,2022-06-14,2022-06-04,1.5
001092,2021-03-19,2021-03-19,2,2021-03-19,2021-03-19,2021-03-19,2021-03-19,5.3
001095,2022-01-12,2022-01-NONE,2,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2.0
001098,2021-03-18,2021-03-18,2,2021-03-18,2021-03-18,2021-03-18,2021-03-18,4.9
001102,2021-03-14,2021-03-14,,2021-03-14,2021-03-14,2021-03-14,2021-03-14,4.1
001105,2021-08-26,2020-08-26,2,2020-11-02,2020-11-27,2020-11-27,2020-11-27,2.4
001108,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2021-02-28,2021-02-28,2.4
001111,2022-07-12,2022-07-12,,2022-07-12,2022-07-12,2022-07-12,2022-07-12,4.2
001114,2023-11-15,2023-11-15,,2023-11-15,2023-11-15,2023-11-15,2023-11-15,4.3
001117,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,2022-01-20,2022-01-20,1.7
001121,2023-01-10,2023-01-10,,2023-01-10,2023-01-01,2023-01-10,2023-01-01,6.0
001124,2021-10-09,2021-10-09,,2021-10-09,2021-10-09,2021-10-09,2021-10-09,3.2
001127,2021-06-10,2021-06-10,2,2021-06-10,2021-06-10,2021-06-10,2021-06-10,3.7
001130,NONE-02-12,2020-08-07,,2020-08-07,2020-08-07,2020-08-07,2020-08-07,21.7
001133,2021-02-19,2021-02-19,2,2021-02-19,2021-02-19,2021-02-19,2021-02-19,2.3
001136,2022-09-24,NONE,,NONE,NONE,NONE,NONE,8.5
001139,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2021-02-28,2021-02-28,2.9
001143,2021-06-26,2021-06-28,t,2021-06-28,2021-06-28,2021-06-28,2021-06-28,2.8
001146,2021-12-13,2021-12-13,2,2021-12-13,2020-12-14,2021-12-13,2020-12-14,3.2
001149,2022-07-31,2022-07-31,,2022-07-31,2022-07-31,2022-07-31,2022-07-31,2.5
001152,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,2021-10-31,2021-10-31,6.0
001156,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2021-02-07,2021-02-07,2.5
001159,2021-08-10,2021-08-10,,2021-08-10,2021-08-10,2021-08-10,2021-08-10,1.9
001162,2021-12-06,2021-12-06,,2021-12-06,2021-12-06,2021-12-06,2021-12-06,2.5
001166,2022-01-20,NONE,,NONE,NONE,NONE,NONE,43.4
001170,2022-01-18,2022-01-18,,2022-01-18,2022-01-18,2022-01-18,2022-01-18,3.1
001173,2021-09-NONE,2021-09-NONE,,2021-09-NONE,2021-09-NONE,2021-09-NONE,2021-09-NONE,4.4
001176,2021-09-07,2021-09-07,d,2021-09-07,2021-09-07,2021-09-07,2021-09-07,7.7
001179,2023-09-01,2023-09-01,,2023-09-01,2023-09-01,2023-09-01,2023-09-01,10.8
001183,2021-10-08,2021-10-08,,2021-10-08,2021-10-08,2021-10-08,2021-10-08,1.6
001188,2020-04-23,2020-04-23,,2020-04-23,2020-04-23,2020-04-23,2020-04-23,8.7
001191,2020-12-08,2020-12-08,,2020-12-08,2020-12-08,2020-12-08,2020-12-08,2.9
001195,2021-10-18,2021-10-18,,2021-10-18,2021-10-18,2021-10-18,2021-10-18,4.9
001198,2021-10-10,2021-10-10,,2021-10-10,2021-10-10,2021-10-10,2021-10-10,2.4
001201,2022-07-16,2022-07-16,,2022-07-16,2022-07-16,2022-07-16,2022-07-16,2.7
001205,NONE-05-21,NONE-05-21,,NONE-05-21,NONE-05-21,NONE-05-21,NONE-05-21,3.9
001208,2020-08-18,2020-08-18,,2020-08-18,2020-08-18,2020-08-18,2020-08-18,2.7
001211,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2021-07-03,2021-07-03,3.9
001214,2021-05-15,2021-05-15,,2021-05-15,2021-05-15,2021-05-15,2021-05-15,4.6
001218,2022-05-30,2022-05-30,,2022-05-30,2022-05-30,2022-05-30,2022-05-30,2.3
001221,2021-11-10,2021-11-10,,2021-11-10,2021-11-10,2021-11-10,2021-11-10,3.1
001224,2021-04-11,2021-04-11,,2021-04-11,2021-04-11,2021-04-11,2021-04-11,3.2
001227,2022-01-11,2022-01-11,2,2022-01-11,2022-01-11,2022-01-11,2022-01-11,4.0
001230,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.4
001233,2021-03-09,2021-03-09,,2021-03-09,2021-03-09,2021-03-09,2021-03-09,2.0
001238,NONE-01-31,NONE-01-31,,NONE-01-31,NONE-01-31,NONE-01-31,NONE-01-31,15.1
001241,2022-06-13,2022-06-01,,2022-06-13,2022-06-13,2022-06-13,2022-06-13,2.4
001245,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,2021-11-01,2021-11-01,1.5
001248,2021-07-15,2021-07-15,,2021-07-15,2021-07-15,2021-07-15,2021-07-15,16.0
001251,2021-04-11,2021-01-12,2,2021-04-11,2021-04-11,2021-04-11,2021-04-11,3.7
001254,2019-09-13,2019-09-13,,2019-09-13,2019-09-13,2019-09-13,2019-09-13,3.0
001257,2023-07-03,NONE,,NONE,NONE,NONE,NONE,8.8
001261,2021-03-25,NONE,,NONE,NONE,NONE,NONE,31.7
001264,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,2022-12-03,2022-12-03,3.6
001267,2022-09-05,2022-09-05,,2022-09-05,2022-09-05,2022-09-05,2022-09-05,4.9
001271,2023-07-08,2023-07-08,,2023-07-08,2023-07-08,2023-07-08,2023-07-08,1.8
001274,2022-06-17,2022-06-17,,2022-06-17,2022-06-17,2022-06-17,2022-06-17,4.7
001278,2022-01-03,2022-01-03,2,2022-01-03,2022-01-03,2022-01-03,2022-01-03,5.2
001281,2025-08-05,2025-08-05,,2025-08-05,2025-08-05,2025-08-05,2025-08-05,3.9
001284,2022-04-23,2022-04-23,,2022-04-23,2022-04-23,2022-04-23,2022-04-23,3.0
001290,2024-11-21,2024-01-21,,2024-11-21,2024-11-21,2024-11-21,2024-11-21,2.5
001294,2021-11-NONE,2021-11-NONE,,2021-11-NONE,2021-11-NONE,2021-11-NONE,2021-11-NONE,7.4
001297,2023-11-NONE,2023-11-NONE,,2023-11-NONE,2023-11-NONE,2023-11-NONE,2023-11-NONE,8.3
001301,2021-11-29,2021-11-29,2,2021-11-29,2021-11-29,2021-11-29,2021-11-29,5.6
001304,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2021-04-12,2021-04-12,1.7
001307,2022-11-06,2022-11-06,,2022-11-06,2022-11-06,2022-11-06,2022-11-06,1.9
001310,2021-04-20,2021-04-30,bt,2021-04-30,2021-04-30,2021-04-30,2021-04-30,3.8
001313,2022-01-15,NONE,,NONE,NONE,NONE,NONE,38.5
001316,2021-12-09,2021-12-09,,2021-12-09,2021-12-09,2021-12-09,2021-12-09,2.6
001320,2021-11-22,2028-12-07,,2028-12-07,2021-11-22,2028-12-07,2021-11-22,4.5
001324,2023-07-09,2023-07-09,2,2023-07-09,2023-07-09,2023-07-09,2023-07-09,4.3
001328,2021-06-26,2021-06-26,,2021-06-26,2021-06-26,2021-06-26,2021-06-26,2.5
001333,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2021-12-NONE,2021-12-NONE,2021-12-NONE,2.6
001336,2021-07-04,2021-07-04,,2021-07-04,2021-07-04,2021-07-04,2021-07-04,4.6
001340,2021-11-25,2021-11-25,2,2021-11-25,2021-11-25,2021-11-25,2021-11-25,5.4
001343,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,2021-09-10,2021-09-10,5.6
001347,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,2021-10-31,2021-10-31,1.9
001350,2021-08-21,2021-08-21,,2021-08-21,2023-03-07,2023-03-07,2023-03-07,2.4
001353,2022-06-27,2022-06-27,,2022-06-27,2022-06-27,2022-06-27,2022-06-27,1.6
001357,NONE-08-20,2022-08-NONE,,2022-08-NONE,2022-08-NONE,2022-08-NONE,2022-08-NONE,5.1
001361,2021-09-02,NONE-09-21,,NONE-09-21,NONE-09-21,NONE-09-21,NONE-09-21,13.9
001364,2021-02-NONE,2018-02-02,,2018-02-02,2018-02-02,2018-02-02,2018-02-02,10.3
001368,2021-08-19,NONE,,NONE,NONE,NONE,NONE,18.1
001371,2022-04-27,2022-04-27,,2022-04-27,2022-04-27,2022-04-27,2022-04-27,4.1
001374,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,5.6
001377,2021-12-02,NONE,,NONE,NONE,NONE,NONE,8.5
001380,2021-04-09,2021-04-09,,2021-04-09,2021-04-09,2021-04-09,2021-04-09,3.9
001383,2023-01-05,NONE,,NONE,NONE,NONE,NONE,15.1
001387,2021-07-17,2021-07-07,,2021-07-07,2021-07-07,2021-07-07,2021-07-07,5.2
001390,2021-06-20,2021-06-20,,2021-06-20,2021-06-20,2021-06-20,2021-06-20,2.1
001393,2022-07-14,2022-07-14,,2022-07-14,2022-07-14,2022-07-14,2022-07-14,3.8
001396,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2.6
001399,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,2021-07-23,2021-07-23,5.2
001402,2020-09-29,2020-09-29,,2020-09-29,2020-09-29,2020-09-29,2020-09-29,5.6
001405,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,3.6
001408,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,6.4
001412,2022-09-06,2022-09-06,,2022-09-06,2022-09-06,2022-09-06,2022-09-06,12.3
001415,2022-04-20,2022-04-20,,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2.6
001419,2021-07-18,2021-07-18,,2021-07-18,2021-07-18,2021-07-18,2021-07-18,2.1
001423,2021-11-NONE,2021-11-17,,2021-11-17,2021-11-17,2021-11-17,2021-11-17,4.2
001427,2020-08-12,2020-08-12,,2020-08-12,2020-08-12,2020-08-12,2020-08-12,2.8
001431,2021-08-19,2021-08-01,,2021-08-01,2021-08-01,2021-08-01,2021-08-01,8.4
001435,2021-10-04,2021-02-18,,2021-02-18,2021-02-14,2021-02-18,2021-02-14,11.2
001439,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,2021-09-03,2021-09-03,2.9
001442,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,4.0
001445,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.0
001449,2022-10-28,2022-10-28,,2022-10-28,2022-10-28,2022-10-28,2022-10-28,2.1
001452,2022-09-13,2021-08-07,,2021-08-07,2021-08-07,2021-08-07,2021-08-07,3.2
001455,2022-04-02,2022-01-02,,2022-04-02,2022-04-02,2022-04-02,2022-04-02,4.6
001458,2022-10-29,2022-10-29,,2022-10-29,2022-10-29,2022-10-29,2022-10-29,1.7
001461,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,2022-01-20,2022-01-20,3.8
001465,2022-11-18,NONE-11-18,,NONE-11-18,NONE-11-18,NONE-11-18,NONE-11-18,3.8
001468,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,2022-12-03,2022-12-03,3.4
001471,2021-12-29,2021-12-29,,2021-12-29,2021-12-29,2021-12-29,2021-12-29,4.9
001474,2022-07-10,2022-07-10,,2022-07-10,2022-07-10,2022-07-10,2022-07-10,1.8
001477,2022-05-10,NONE,2,NONE,NONE,NONE,NONE,13.9
001481,NONE-01-31,NONE,,NONE,NONE,NONE,NONE,22.0
001485,2022-09-28,2022-09-28,,2022-09-28,2022-09-28,2022-09-28,2022-09-28,3.9
001488,2021-07-12,2021-07-12,,2021-07-12,2021-07-12,2021-07-12,2021-07-12,2.1
001492,2023-07-08,2023-07-08,,2023-07-08,2023-07-08,2023-07-08,2023-07-08,2.9
001495,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,2021-11-22,2021-11-22,3.0
001499,2021-06-30,2021-06-30,,2021-06-30,2021-06-30,2021-06-30,2021-06-30,4.5
001503,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,2.0
001506,2021-02-19,2021-02-19,,2021-02-19,2021-02-19,2021-02-19,2021-02-19,5.0
001509,2021-10-19,2021-10-19,,2021-10-19,2021-10-19,2021-10-19,2021-10-19,4.7
001514,2022-08-16,2022-08-16,,2022-08-16,2022-08-16,2022-08-16,2022-08-16,1.8
001520,2021-07-08,2021-07-10,,2021-07-10,2021-07-10,2021-07-10,2021-07-10,11.5
001523,2021-06-14,2021-01-15,2,2021-01-15,2021-01-15,2021-01-15,2021-01-15,1.5
001526,2021-01-21,2021-01-21,,2021-01-21,2021-01-21,2021-01-21,2021-01-21,5.0
001529,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,2021-02-11,2021-02-11,2.3
001532,2022-06-21,2022-06-21,,2022-06-21,2022-06-21,2022-06-21,2022-06-21,3.3
001536,2021-02-19,2021-02-19,,2021-02-19,2021-02-19,2021-02-19,2021-02-19,6.1
001540,2021-06-13,2021-06-13,2,2021-06-13,2021-06-13,2021-06-13,2021-06-13,4.3
001543,2022-01-22,2022-01-22,,2022-01-22,2022-01-22,2022-01-22,2022-01-22,1.8
001546,2021-07-04,2021-07-04,,2021-07-04,2021-07-04,2021-07-04,2021-07-04,2.2
001549,2022-09-28,NONE,,NONE,NONE,NONE,NONE,8.6
001552,NONE-02-19,NONE-02-19,,NONE-02-19,NONE-02-19,NONE-02-19,NONE-02-19,2.6
001557,2022-03-16,2022-03-16,2,2022-03-16,2022-03-16,2022-03-16,2022-03-16,3.9
001561,2022-06-11,2022-06-11,,2022-06-11,2022-06-11,2022-06-11,2022-06-11,1.9
001564,2020-08-05,NONE,2,NONE,NONE,NONE,NONE,10.6
001567,2020-04-23,2020-01-15,,2020-01-15,2020-01-15,2020-01-15,2020-01-15,9.0
001572,2021-06-11,2021-06-11,,2021-06-11,2021-06-11,2021-06-11,2021-06-11,2.5
001576,2022-03-27,2022-03-27,,2022-03-27,2022-03-27,2022-03-27,2022-03-27,4.2
001579,2022-11-02,2022-11-02,,2022-11-02,2022-11-02,2022-11-02,2022-11-02,2.2
001583,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,2021-12-15,2021-12-15,1.7
001589,2023-01-09,2023-01-09,,2023-01-09,2023-01-09,2023-01-09,2023-01-09,2.4
001593,2022-01-05,2022-01-05,,2022-01-05,2022-01-05,2022-01-05,2022-01-05,2.0
001596,2021-02-25,2021-02-25,2,2021-02-25,2021-02-25,2021-02-25,2021-02-25,3.3
001599,2021-02-15,2021-02-15,,2021-02-15,2021-02-15,2021-02-15,2021-02-15,1.6
001602,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,2021-02-11,2021-02-11,1.9
001606,2021-04-03,2021-04-03,,2021-04-03,2021-04-03,2021-04-03,2021-04-03,2.2
001609,2021-06-29,2021-06-29,,2021-06-29,2021-06-29,2021-06-29,2021-06-29,1.9
001612,2022-02-25,2022-02-25,,2022-02-25,2022-02-25,2022-02-25,2022-02-25,1.3
001615,2020-09-03,2020-09-03,,2020-09-03,2020-09-03,2020-09-03,2020-09-03,2.5
001618,2023-10-06,2023-10-06,,2023-10-06,2023-10-06,2023-10-06,2023-10-06,1.9
001621,2022-07-19,2022-07-19,,2022-07-19,2022-07-19,2022-07-19,2022-07-19,1.5
001627,2021-07-03,2022-07-05,,2022-07-05,2022-07-05,2022-07-05,2022-07-05,3.4
001631,2022-10-21,2022-10-21,,2022-10-21,2022-10-21,2022-10-21,2022-10-21,2.3
001635,2021-12-22,2021-12-22,,2021-12-22,2021-12-22,2021-12-22,2021-12-22,2.8
001638,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2021-04-12,2021-04-12,1.9
001641,2023-01-24,2023-01-24,,2023-01-24,2023-01-24,2023-01-24,2023-01-24,4.3
001644,2021-10-16,2021-10-15,,2021-10-15,2021-10-15,2021-10-15,2021-10-15,1.8
001647,2021-12-14,2021-12-14,,2021-12-14,2021-12-14,2021-12-14,2021-12-14,1.9
001650,2019-08-18,2019-08-18,,2019-08-18,2019-08-18,2019-08-18,2019-08-18,1.8
001653,2019-08-19,2019-08-19,,2019-08-19,2019-08-19,2019-08-19,2019-08-19,2.2
001656,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,2021-01-16,2021-01-16,3.3
001661,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,2022-04-26,2022-04-26,1.7
001664,2020-08-29,2020-08-29,,2020-08-29,2020-08-29,2020-08-29,2020-08-29,3.4
001668,2021-09-14,2021-09-14,,2021-09-14,2021-09-14,2021-09-14,2021-09-14,3.3
001671,2021-10-23,2021-10-23,2,2021-10-23,2021-10-23,2021-10-23,2021-10-23,4.3
001674,2021-07-18,2021-07-18,,2021-07-18,2021-07-18,2021-07-18,2021-07-18,3.5
001677,2021-11-28,2021-11-28,,2021-11-28,2021-11-28,2021-11-28,2021-11-28,3.3
001682,2022-10-22,2022-10-22,,2022-10-22,2022-10-22,2022-10-22,2022-10-22,1.8
001685,2021-11-29,2021-11-29,2,2021-11-29,2021-11-29,2021-11-29,2021-11-29,3.3
001689,2021-06-22,NONE,,NONE,NONE,NONE,NONE,8.5
001692,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2021-07-03,2021-07-03,2.0
001696,2022-06-23,2022-06-23,,2022-06-23,2022-06-23,2022-06-23,2022-06-23,1.6
001700,2021-10-27,2021-10-27,,2021-10-27,2021-10-27,2021-10-27,2021-10-27,11.9
001703,2021-07-16,2021-07-16,,2021-07-16,2021-07-16,2021-07-16,2021-07-16,2.2
001707,2021-05-02,2021-05-02,,2021-05-02,2021-05-02,2021-05-02,2021-05-02,3.0
001710,2021-10-15,2021-10-15,2,2021-10-15,2021-10-15,2021-10-15,2021-10-15,5.5
001713,2021-09-08,2021-09-08,,2021-09-08,2021-09-08,2021-09-08,2021-09-08,11.9
001716,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2021-02-07,2021-02-07,2.4
001719,2021-03-11,2021-03-11,,2021-03-11,2021-03-11,2021-03-11,2021-03-11,2.4
001722,2021-07-06,2021-07-06,2,2021-07-06,2021-07-06,2021-07-06,2021-07-06,6.1
001725,2021-02-16,2021-02-16,,2021-02-16,2021-02-16,2021-02-16,2021-02-16,2.2
001729,2021-03-13,2021-03-13,,2021-03-13,2021-03-13,2021-03-13,2021-03-13,1.8
001732,2022-11-18,2022-11-18,,2022-11-18,2022-11-18,2022-11-18,2022-11-18,2.0
001736,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2021-02-08,2021-02-08,1.3
001741,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,2022-11-01,2022-11-01,1.7
001745,2022-01-28,2022-01-NONE,2,2022-01-NONE,2022-01-NONE,2022-01-NONE,2022-01-NONE,3.3
001749,2019-07-03,NONE,,NONE,NONE,NONE,NONE,9.1
001752,2022-01-10,2022-01-10,,2022-01-10,2022-01-10,2022-01-10,2022-01-10,1.8
001756,2021-12-30,2021-12-20,2,2021-12-20,2021-12-20,2021-12-20,2021-12-20,4.7
001759,2021-04-24,2021-04-24,,2021-04-24,2021-04-24,2021-04-24,2021-04-24,6.2
001763,2021-12-23,2021-12-23,,2021-12-23,2021-12-23,2021-12-23,2021-12-23,2.5
001766,2021-09-10,2021-09-10,,2021-09-10,2021-09-21,2021-09-21,2021-09-21,3.0
001769,2021-12-22,2021-12-02,,2021-12-02,2021-12-02,2021-12-02,2021-12-02,4.1
001773,2020-08-07,2020-08-07,,2020-08-07,2020-08-07,2020-08-07,2020-08-07,3.6
001778,2021-04-09,2021-04-09,,2021-04-09,2021-04-09,2021-04-09,2021-04-09,1.8
001781,2020-09-01,2020-09-01,2,2020-09-01,2020-09-01,2020-09-01,2020-09-01,9.1
001785,2021-09-19,2021-09-19,,2021-09-19,2021-09-19,2021-09-19,2021-09-19,1.9
001788,2020-12-NONE,NONE-12-20,,NONE-12-20,NONE-12-20,NONE-12-20,NONE-12-20,2.5
001791,2020-08-13,2020-08-01,,2020-08-01,2020-08-01,2020-08-01,2020-08-01,5.2
001794,2021-11-07,2021-11-07,,2021-11-07,2021-11-07,2021-11-07,2021-11-07,2.8
001797,2020-05-26,NONE,2,NONE,NONE,NONE,NONE,15.9
001800,2021-01-14,2021-01-14,,2021-01-14,2021-01-14,2021-01-14,2021-01-14,4.8
001803,2021-01-15,2021-01-15,,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2.5
001806,2020-11-09,NONE,2,NONE,NONE,NONE,NONE,9.5
001809,2020-08-13,2020-08-13,2,2020-08-13,2020-08-13,2020-08-13,2020-08-13,3.0
001812,2021-03-26,2021-03-26,2,2021-03-26,2021-03-26,2021-03-26,2021-03-26,1.9
001816,2021-04-14,2021-04-14,,2021-04-14,2021-04-14,2021-04-14,2021-04-14,9.9
001819,2022-01-18,2022-01-18,2,2022-01-18,2022-01-18,2022-01-18,2022-01-18,6.4
001822,2021-06-09,2021-06-09,,2021-06-09,2021-06-09,2021-06-09,2021-06-09,3.1
001826,2021-09-19,2021-09-19,,2021-09-19,2021-09-19,2021-09-19,2021-09-19,2.0
001829,2021-03-07,2021-03-07,,2021-03-07,2021-03-07,2021-03-07,2021-03-07,6.1
001832,2022-09-02,2020-09-02,2,2020-09-02,2020-09-09,2020-09-09,2020-09-09,4.2
001835,2022-07-12,NONE,,NONE,NONE,NONE,NONE,7.9
001838,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,2021-10-15,2021-10-15,3.2
001841,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2.4
001845,2021-11-23,2021-11-23,,2021-11-23,2021-11-23,2021-11-23,2021-11-23,1.8
001848,2021-11-18,2021-11-18,,2021-11-18,2021-11-18,2021-11-18,2021-11-18,2.3
001851,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,2.0
001854,2022-01-18,2022-12-10,,2022-12-10,2022-12-10,2022-12-10,2022-12-10,5.4
001857,2022-07-17,2022-07-17,,2022-07-17,2022-07-17,2022-07-17,2022-07-17,4.4
001861,2023-06-18,2023-06-18,,2023-06-18,2023-06-18,2023-06-18,2023-06-18,4.6
001864,2023-08-04,NONE,,NONE,NONE,NONE,NONE,14.4
001867,2022-07-NONE,2022-07-NONE,,2022-07-NONE,2022-07-NONE,2022-07-NONE,2022-07-NONE,2.9
001870,2021-09-26,2021-09-26,2,2021-09-26,2021-09-26,2021-09-26,2021-09-26,2.1
001874,2021-10-22,2022-10-21,d,2022-10-21,2022-10-21,2022-10-21,2022-10-21,3.0
001877,2021-11-03,2021-11-03,,2021-11-03,2021-11-03,2021-11-03,2021-11-03,3.6
001880,2024-09-01,NONE,,NONE,NONE,NONE,NONE,9.1
001883,2021-09-09,2021-09-09,,2021-09-09,2021-09-09,2021-09-09,2021-09-09,3.4
001886,2021-12-05,2021-12-05,2,2021-12-05,2021-12-05,2021-12-05,2021-12-05,4.5
001889,2021-08-31,2021-08-31,,2021-08-31,2021-08-31,2021-08-31,2021-08-31,3.3
001893,2021-03-19,2021-03-19,,2021-03-19,2021-03-19,2021-03-19,2021-03-19,2.5
001896,2021-03-17,2021-03-17,,2021-03-17,2021-03-17,2021-03-17,2021-03-17,2.0
001900,2021-11-29,NONE,,NONE,NONE,NONE,NONE,11.9
001903,2027-08-21,2027-08-21,2,2027-08-21,2027-08-21,2027-08-21,2027-08-21,4.6
001906,2021-09-03,2021-09-03,2,2021-09-03,2021-09-03,2021-09-03,2021-09-03,4.9
001909,2021-12-29,2021-12-29,,2021-12-29,2021-12-29,2021-12-29,2021-12-29,7.9
001912,2021-05-21,2021-05-21,,2021-05-21,2021-05-21,2021-05-21,2021-05-21,3.2
001915,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,2.8
001919,2023-12-20,2023-12-20,,2023-12-20,2023-12-20,2023-12-20,2023-12-20,3.2
001923,2022-06-14,2022-06-14,,2022-06-14,2022-06-01,2022-06-14,2022-06-01,4.9
001927,2021-04-27,2021-04-27,,2021-04-27,2021-04-27,2021-04-27,2021-04-27,2.7
001931,2022-01-01,2022-01-01,,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2.8
001934,2022-03-29,2022-03-29,,2022-03-29,2022-03-29,2022-03-29,2022-03-29,4.4
001937,2021-12-21,2021-12-21,,2021-12-21,2021-12-21,2021-12-21,2021-12-21,7.6
001940,2021-03-14,2021-03-14,b,2021-03-14,2021-03-14,2021-03-14,2021-03-14,6.0
001944,2023-09-29,NONE,t,NONE,NONE,NONE,NONE,8.7
001948,2022-08-10,2022-08-10,2,2022-08-10,2028-08-10,2028-08-10,2028-08-10,9.4
001951,2022-09-16,2022-09-16,,2022-09-16,2022-09-16,2022-09-16,2022-09-16,3.5
001954,2021-10-NONE,2027-10-NONE,,2021-07-04,2021-07-04,2021-07-04,2021-07-04,5.2
001957,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,10.7
001960,2022-06-15,2022-06-15,,2022-06-15,2022-06-15,2022-06-15,2022-06-15,3.8
001965,2023-10-12,2023-10-12,,2023-10-12,2023-10-12,2023-10-12,2023-10-12,1.8
001968,2022-08-24,2022-08-24,,2022-08-24,2022-08-24,2022-08-24,2022-08-24,1.5
001971,2021-06-18,2021-06-18,,2021-06-18,2021-06-18,2021-06-18,2021-06-18,2.0
001974,2021-09-NONE,2021-09-NONE,,2021-09-NONE,2021-09-NONE,2021-09-NONE,2021-09-NONE,5.9
001982,2021-10-20,2021-10-20,,2021-10-20,2021-10-20,2021-10-20,2021-10-20,1.9
001985,2022-01-19,2022-01-19,,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2.3
001988,2021-12-28,NONE,,NONE,NONE,NONE,NONE,12.0
001991,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2021-12-28,2021-12-28,3.8
001994,2021-10-29,2021-10-29,,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2.6
001997,2021-12-27,2021-12-27,,2021-12-27,2021-12-27,2021-12-27,2021-12-27,3.0
002000,2021-04-24,2021-04-24,,2021-04-24,2021-04-24,2021-04-24,2021-04-24,3.5
002003,2022-05-15,2022-05-15,,2022-05-15,2022-05-15,2022-05-15,2022-05-15,1.8
