image_id,label,old,base,keep,keep_sp,sec
002556,2021-11-17,2021-11-17,2021-11-17,2021-11-17,2021-11-17,1.4
002559,2022-04-01,2022-04-07,2022-04-07,2022-04-07,2022-04-07,6.6
002562,2021-08-29,2021-08-29,2021-08-29,2021-08-29,2021-08-29,2.1
002565,2021-09-25,2021-09-25,2021-09-25,2021-09-25,2021-09-25,1.9
002568,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,1.9
002573,2021-12-29,2021-12-29,2021-12-29,2021-12-29,2021-12-29,3.2
002576,2020-02-18,2020-02-18,2020-02-18,2020-02-18,2020-02-18,7.9
002579,2024-01-14,2024-01-14,2024-01-14,2024-01-14,2024-01-14,5.4
002582,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2.0
002585,2023-11-04,2023-11-04,2023-11-04,2023-11-04,2023-11-04,2.3
002590,2023-10-27,2023-10-27,2023-10-27,2023-10-27,2023-10-27,3.5
002593,2023-08-11,2023-08-11,2023-08-11,2023-08-11,2023-08-11,3.5
002596,2022-10-22,2022-10-22,2022-10-22,2022-10-22,2022-10-22,3.3
002599,2021-12-NONE,2021-12-NONE,2021-12-NONE,2021-12-NONE,2021-12-NONE,2.4
002602,2022-07-07,2022-07-07,2022-07-07,2022-07-07,2022-07-07,3.7
002605,2023-11-17,NONE,NONE,NONE,NONE,11.7
002608,2022-01-17,2022-01-17,2022-01-17,2022-01-17,2022-01-17,2.6
002612,2021-12-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,3.4
002615,2022-12-21,2022-12-21,2022-12-21,2022-12-21,2022-12-21,2.5
002618,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,10.3
002621,2023-12-21,2023-12-21,2023-12-21,2023-12-21,2023-12-21,1.8
002624,2022-12-19,2022-12-19,2022-12-19,2022-12-19,2022-12-19,2.0
002627,2021-12-08,2021-12-08,2021-12-08,2021-12-08,2021-12-08,1.5
002630,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,2.8
002633,2022-02-03,2022-02-03,2022-02-03,2022-02-03,2022-02-03,4.4
002636,2022-10-09,2022-10-09,2022-10-09,2022-10-09,2022-10-09,2.3
002639,2021-12-04,2021-12-04,2021-12-04,2021-12-04,2021-12-04,2.0
002642,2021-10-31,2021-10-31,2021-10-31,2021-10-31,2021-10-31,5.0
002645,2021-12-14,2021-12-14,2021-12-14,2021-12-14,2021-12-14,5.9
002648,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2.1
002651,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2.0
002654,2025-11-30,2025-11-30,2025-11-30,2025-11-30,2025-11-30,4.7
002657,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2.9
002660,2022-06-11,2022-06-11,2022-06-11,2022-06-11,2022-06-11,2.3
002667,2021-09-09,2021-09-09,2021-09-09,2021-09-09,2021-09-09,1.2
002670,2023-04-30,2023-04-30,2023-04-30,2023-04-30,2023-04-30,1.9
002673,2021-04-25,2021-04-25,2021-04-25,2021-04-25,2021-04-25,1.7
002676,2021-03-23,2021-03-23,2021-03-23,2021-03-23,2021-03-23,1.6
002679,2021-07-17,2021-07-17,2021-07-17,2021-07-17,2021-07-17,1.5
002682,2021-09-10,2021-09-10,2021-09-10,2021-09-10,2021-09-10,3.2
002685,2021-07-28,2021-07-28,2021-07-28,2021-07-28,2021-07-28,4.3
002688,2021-06-11,2021-06-11,2021-06-11,2021-06-11,2021-06-11,3.3
002691,2021-03-10,2021-03-10,2021-03-10,2021-03-10,2021-03-10,2.7
002694,2021-04-19,NONE,NONE,NONE,NONE,9.9
002697,2021-06-06,2021-06-06,2021-06-06,2021-06-06,2021-06-06,3.3
002700,2021-08-23,2020-04-23,2020-04-23,2021-08-23,2021-08-23,2.9
002703,2022-10-29,2022-10-29,2022-10-29,2022-10-29,2022-10-29,5.7
002706,2021-12-07,2021-12-07,2021-12-07,2021-12-07,2021-12-07,2.4
002709,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.2
002712,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2022-01-11,3.8
002715,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2021-12-15,3.1
002718,2022-02-23,2022-02-23,2022-02-23,2022-02-23,2022-02-23,2.0
002721,2022-12-30,2022-12-30,2022-12-30,2022-12-30,2022-12-30,3.8
002724,2019-12-20,NONE,NONE,NONE,NONE,9.0
002727,NONE,2017-03-22,2017-03-22,2017-03-22,2017-03-22,2.8
002730,2021-06-25,2021-06-25,2021-06-25,2021-06-25,2021-06-25,4.9
002733,2021-12-25,2021-12-25,2021-12-25,2021-12-25,2021-12-25,3.1
002736,2021-04-28,2021-04-28,2021-04-28,2021-04-28,2021-04-28,3.7
002740,2021-12-18,2021-12-18,2021-12-18,2021-12-18,2021-12-18,6.8
002743,2021-08-13,2021-08-13,2021-08-13,2021-08-13,2021-08-13,2.6
002747,2022-01-08,2022-01-08,2022-01-08,2022-01-08,2022-01-08,2.3
002750,2022-06-15,2022-06-15,2022-06-15,2022-06-15,2022-06-15,1.6
002754,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2021-05-29,3.5
002757,2022-09-10,2022-09-10,2022-09-10,2022-09-10,2022-09-10,2.2
002760,2021-05-12,2021-05-12,2021-05-12,2021-05-12,2021-05-12,1.8
002765,2021-03-16,2021-02-03,2021-02-03,2021-03-16,2021-03-16,1.7
002768,2021-12-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,2.0
002771,2021-10-10,2021-10-11,2021-10-11,2021-10-11,2021-10-11,13.5
002774,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2021-10-08,3.1
002777,2021-09-15,NONE-09-15,NONE-09-15,NONE-09-15,NONE-09-15,2.8
002780,2021-04-06,2021-04-06,2021-04-06,2021-04-06,2021-04-06,5.5
002783,2021-04-22,2021-04-22,2021-04-22,2021-04-22,2021-04-22,4.3
002788,2021-04-03,2021-04-03,2021-04-03,2021-04-03,2021-04-03,4.1
002791,2021-12-06,2021-12-06,2021-12-06,2021-12-06,2021-12-06,2.6
002794,2022-10-05,2022-10-05,2022-10-05,2022-10-05,2022-10-05,1.4
002797,2021-04-28,2021-04-29,2021-04-29,2021-04-29,2021-04-29,2.6
002802,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2.1
002805,2023-01-13,2023-01-19,2023-01-19,2023-01-19,2023-01-19,4.7
002808,2021-12-29,2021-12-22,2021-12-22,2021-12-22,2021-12-22,2.8
002811,2023-01-13,2023-01-13,2023-01-13,2023-01-13,2023-01-13,4.1
002814,2021-04-02,NONE-04-08,NONE-04-08,NONE-04-08,NONE-04-08,7.9
002819,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2.3
002822,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2.9
002825,2022-11-08,2022-11-08,2022-11-08,2022-11-08,2022-11-08,1.7
002828,2022-01-02,2022-01-02,2022-01-02,2022-01-02,2022-01-02,4.4
002831,2022-05-21,NONE-05-21,NONE-05-21,NONE-05-21,NONE-05-21,8.9
002834,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-06-30,1.9
002837,2022-08-02,2022-08-02,2022-08-02,2022-08-02,2022-08-02,1.3
002840,2021-05-24,2021-09-11,2021-09-11,2021-09-11,2021-09-11,1.8
002843,2023-06-NONE,2023-06-NONE,2023-06-NONE,2023-06-NONE,2023-06-NONE,2.4
002846,2020-03-09,2020-03-09,2020-03-09,2020-03-09,2020-03-09,3.9
002849,2021-08-15,2021-08-15,2021-08-15,2021-08-15,2021-08-15,4.8
002852,2021-08-02,2021-08-02,2021-08-02,2021-08-02,2021-08-02,4.6
002855,2022-09-13,2022-09-13,2022-09-13,2022-09-13,2022-09-13,4.2
002858,2023-06-02,2023-06-02,2023-06-02,2023-06-02,2023-06-02,3.3
002861,2021-03-25,2021-03-25,2021-03-25,2021-03-25,2021-03-25,3.3
002864,2023-03-02,2023-03-02,2023-03-02,2023-03-02,2023-03-02,2.9
002867,2022-02-28,NONE,NONE,NONE,NONE,10.2
002870,2021-02-25,2021-02-25,2021-02-25,2021-02-25,2021-02-25,2.1
002873,2021-04-07,2021-04-07,2021-04-07,2021-04-07,2021-04-07,3.0
002876,2022-12-04,2022-12-04,2022-12-04,2022-12-04,2022-12-04,2.5
002879,2021-06-21,2021-06-21,2021-06-21,2021-06-21,2021-06-21,1.5
002884,2022-07-20,2022-07-20,2022-07-20,2022-07-20,2022-07-20,2.3
002887,2022-01-04,2022-01-04,2022-01-04,2022-01-04,2022-01-04,1.4
002890,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2021-11-11,4.9
002893,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2.2
002896,2021-07-20,2021-07-20,2021-07-20,2021-07-20,2021-07-20,1.1
002899,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2021-11-09,1.5
002902,2020-07-22,2020-07-22,2020-07-22,2020-07-22,2020-07-22,2.2
002905,2021-05-19,2021-05-19,2021-05-19,2021-05-19,2021-05-19,1.4
002909,2021-07-21,2021-07-21,2021-07-21,2021-07-21,2021-07-21,0.9
002912,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-06-30,1.1
002915,2022-09-15,2022-09-15,2022-09-15,2022-09-15,2022-09-15,2.7
002918,2021-04-30,2030-04-02,2030-04-02,2030-04-02,2030-04-02,1.9
002921,2021-09-12,2021-09-12,2021-09-12,2021-09-12,2021-09-12,1.6
002924,2021-06-13,2021-06-13,2021-06-13,2021-06-13,2021-06-13,2.4
002927,NONE-04-08,NONE-04-05,NONE-04-05,NONE-04-05,NONE-04-05,3.9
002930,2022-09-27,2022-09-27,2022-09-27,2022-09-27,2022-09-27,1.5
002933,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2.4
002936,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2.4
002939,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,3.0
002942,2021-07-05,2021-07-05,2021-07-05,2021-07-05,2021-07-05,9.9
002945,2023-08-27,2023-08-27,2023-08-27,2023-08-27,2023-08-27,1.4
002948,2021-08-12,2021-08-12,2021-08-12,2021-08-12,2021-08-12,1.8
002951,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-04-30,3.0
002954,2021-02-28,2021-02-28,2021-02-28,2021-02-28,2021-02-28,2.5
002957,NONE,2021-01-02,2021-01-02,2021-01-02,2021-01-02,2.3
002960,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2021-10-08,12.7
002963,2020-11-06,2020-11-06,2020-11-06,2020-11-06,2020-11-06,2.1
002966,2021-09-03,2021-09-03,2021-09-03,2021-09-03,2021-09-03,7.7
002969,2021-07-07,2021-07-07,2021-07-07,2021-07-07,2021-07-07,2.7
002972,2022-03-20,2022-03-20,2022-03-20,2022-03-20,2022-03-20,4.3
002977,2020-05-12,2020-12-05,2020-12-05,2020-12-05,2020-12-05,3.1
002980,2021-12-17,2021-12-17,2021-12-17,2021-12-17,2021-12-17,2.7
002983,2021-09-14,2021-09-14,2021-09-14,2021-09-14,2021-09-14,2.0
002986,2022-04-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,0.9
002989,2021-07-20,2024-07-20,2024-07-20,2024-07-20,2024-07-20,3.1
002992,2021-02-21,2021-02-21,2021-02-21,2021-02-21,2021-02-21,3.0
002995,2022-07-13,2022-07-13,2022-07-13,2022-07-13,2022-07-13,2.2
002998,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2021-10-07,1.4
003001,2021-12-05,2021-12-05,2021-12-05,2021-12-05,2021-12-05,2.3
003004,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,26.0
003007,2021-11-30,2021-11-30,2021-11-30,2021-11-30,2021-11-30,2.7
003010,2021-12-11,2021-01-12,2021-01-12,2021-01-12,2021-01-12,16.8
003013,2024-01-29,2029-05-21,2029-05-21,2024-01-29,2024-01-29,2.7
003016,2022-07-01,2022-07-NONE,2022-07-NONE,2022-07-NONE,2022-07-NONE,3.3
003019,2021-11-13,2021-11-13,2021-11-13,2021-11-13,2021-11-13,2.4
003022,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2.1
003025,2021-09-13,2021-09-13,2021-09-13,2021-09-13,2021-09-13,2.4
003028,2021-09-28,2021-09-28,2021-09-28,2021-09-28,2021-09-28,3.2
003031,2020-07-14,2020-07-14,2020-07-14,2020-07-14,2020-07-14,1.4
003034,2022-11-21,2022-11-21,2022-11-21,2022-11-21,2022-11-21,1.5
003037,2021-02-18,2021-02-18,2021-02-18,2021-02-18,2021-02-18,1.9
003040,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,1.8
003043,2020-07-13,2020-07-13,2020-07-13,2020-07-13,2020-07-13,6.2
003046,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2.6
003049,2021-02-16,2021-02-16,2021-02-16,2021-02-16,2021-02-16,1.6
003052,2020-12-19,2020-12-19,2020-12-19,2020-12-19,2020-12-19,2.2
003055,2021-03-06,2021-03-06,2021-03-06,2021-03-06,2021-03-06,4.6
003058,2022-02-19,2022-02-19,2022-02-19,2022-02-19,2022-02-19,1.8
003063,2021-10-18,2021-10-18,2021-10-18,2021-10-18,2021-10-18,2.6
003066,2021-11-12,2021-01-11,2021-01-11,2021-11-12,2021-11-12,2.2
003071,2021-08-19,2021-08-19,2021-08-19,2021-08-19,2021-08-19,3.6
003074,2021-08-25,2021-08-25,2021-08-25,2021-08-25,2021-08-25,3.3
003077,2021-12-13,2021-12-13,2021-12-13,2021-12-13,2021-12-13,2.3
003080,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2.3
003085,2021-06-27,2021-06-27,2021-06-27,2021-06-27,2021-06-27,1.7
003088,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-06-30,1.8
003091,2021-09-17,2021-09-17,2021-09-17,2021-09-17,2021-09-17,5.6
003094,2023-01-03,2023-01-03,2023-01-03,2023-01-03,2023-01-03,2.3
003097,2021-04-12,2021-04-12,2021-04-12,2021-04-12,2021-04-12,1.6
003100,2022-11-21,2022-11-21,2022-11-21,2022-11-21,2022-11-21,5.5
003103,2022-03-29,2022-03-29,2022-03-29,2022-03-29,2022-03-29,1.9
003106,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,1.2
003109,2022-07-16,2022-07-16,2022-07-16,2022-07-16,2022-07-16,3.2
003112,2021-03-28,2021-03-28,2021-03-28,2021-03-28,2021-03-28,1.2
003116,2021-12-29,2021-12-29,2021-12-29,2021-12-29,2021-12-29,3.2
003119,2021-07-10,2021-07-10,2021-07-10,2021-07-10,2021-07-10,6.4
003122,2021-09-15,2021-05-15,2021-05-15,2021-09-15,2021-09-15,6.3
003126,2021-02-16,2021-02-16,2021-02-16,2021-02-16,2021-02-16,2.1
003129,2022-08-25,2022-08-25,2022-08-25,2022-08-25,2022-08-25,2.1
003132,2021-05-22,2021-05-22,2021-05-22,2021-05-22,2021-05-22,1.4
003135,2021-10-14,2021-10-14,2021-10-14,2021-10-14,2021-10-14,3.7
003138,2022-01-09,2022-01-09,2022-01-09,2022-01-09,2022-01-09,2.5
003145,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2022-01-11,1.6
003148,2022-01-14,2022-01-14,2022-01-14,2022-01-14,2022-01-14,2.1
003151,2021-12-10,2021-12-10,2021-12-10,2021-12-10,2021-12-10,2.4
003154,2021-07-11,2021-07-11,2021-07-11,2021-07-11,2021-07-11,1.8
003157,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2.0
003160,2021-06-13,2021-06-13,2021-06-13,2021-06-13,2021-06-13,2.7
003163,2021-02-16,2020-11-17,2020-11-17,2020-11-17,2020-11-17,4.6
003166,2021-07-NONE,2021-07-NONE,2021-07-NONE,2021-07-NONE,2021-07-NONE,4.0
003169,2018-04-21,2018-04-21,2018-04-21,2018-04-21,2018-04-21,4.6
003173,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,2.4
003176,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2.1
003179,2021-07-08,2021-07-08,2021-07-08,2021-07-08,2021-07-08,2.2
003182,2021-06-14,2021-06-14,2021-06-14,2021-06-14,2021-06-14,1.9
003185,2021-06-28,2020-06-28,2020-06-28,2020-06-28,2020-06-28,1.3
003189,2022-08-16,2022-08-16,2022-08-16,2022-08-16,2022-08-16,2.9
003194,2021-07-13,2021-07-13,2021-07-13,2021-07-13,2021-07-13,2.9
003197,2022-11-05,2022-11-05,2022-11-05,2022-11-05,2022-11-05,2.7
003200,2022-09-21,2022-09-21,2022-09-21,2022-09-21,2022-09-21,2.7
003203,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,2.5
003206,2021-04-13,2021-04-13,2021-04-13,2021-04-13,2021-04-13,1.2
003209,2022-12-02,NONE-12-02,NONE-12-02,NONE-12-02,NONE-12-02,12.2
003212,2022-08-25,2022-08-25,2022-08-25,2022-08-25,2022-08-25,8.2
003215,2022-10-13,2022-10-13,2022-10-13,2022-10-13,2022-10-13,2.7
003218,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2021-03-16,3.3
003222,2022-06-14,2022-06-14,2022-06-14,2022-06-14,2022-06-14,1.9
003226,2022-01-29,2022-01-29,2022-01-29,2022-01-29,2022-01-29,2.6
003230,2022-03-28,NONE,NONE,NONE,NONE,16.2
003233,2021-09-21,2021-09-21,2021-09-21,2021-09-21,2021-09-21,2.0
003236,2021-03-30,2021-03-30,2021-03-30,2021-03-30,2021-03-30,2.5
003241,2022-01-28,2022-01-28,2022-01-28,2022-01-28,2022-01-28,5.7
003246,2021-08-15,2021-08-15,2021-08-15,2021-08-15,2021-08-15,4.8
003249,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2.3
003252,2023-04-NONE,2023-04-NONE,2023-04-NONE,2023-04-NONE,2023-04-NONE,3.7
003255,2021-11-05,2021-11-05,2021-11-05,2021-11-05,2021-11-05,1.4
003258,2021-07-28,2021-07-28,2021-07-28,2021-07-28,2021-07-28,2.9
003261,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-07-29,1.4
003264,2021-09-13,2021-09-13,2021-09-13,2021-09-13,2021-09-13,1.7
003268,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,4.1
003271,2021-07-07,2021-07-07,2021-07-07,2021-07-07,2021-07-07,4.8
003274,2021-08-20,2021-08-20,2021-08-20,2021-08-20,2021-08-20,3.1
003277,NONE-04-05,NONE-04-05,NONE-04-05,NONE-04-05,NONE-04-05,2.8
003280,2023-07-31,2023-07-31,2023-07-31,2023-07-31,2023-07-31,4.1
003283,2021-09-10,2021-09-10,2021-09-10,2021-09-10,2021-09-10,28.3
003290,2022-12-22,2022-12-22,2022-12-22,2022-12-22,2022-12-22,2.7
003293,2022-12-02,2022-12-02,2022-12-02,2022-12-02,2022-12-02,3.1
003298,2021-10-21,2021-10-21,2021-10-21,2021-10-21,2021-10-21,1.9
003301,2023-04-21,2023-04-21,2023-04-21,2023-04-21,2023-04-21,1.7
003304,2025-03-NONE,2025-03-02,2025-03-02,2025-03-02,2025-03-02,3.2
003307,2020-09-01,2020-09-01,2020-09-01,2028-09-01,2028-09-01,3.0
003313,2021-07-05,2021-07-05,2021-07-05,2021-07-05,2021-07-05,10.5
003316,2022-02-07,2022-02-07,2022-02-07,2022-02-07,2022-02-07,3.8
003319,2021-10-20,NONE,NONE,NONE,NONE,6.8
003322,2021-09-01,2021-01-09,2021-01-09,2021-01-09,2021-01-09,1.9
003325,2021-06-01,NONE,NONE,NONE,NONE,13.9
003328,2021-12-26,2021-12-26,2021-12-26,2021-12-26,2021-12-26,1.7
003331,2021-11-03,2021-11-03,2021-11-03,2021-11-03,2021-11-03,2.9
003334,2021-10-30,2021-10-30,2021-10-30,2021-10-30,2021-10-30,1.2
003337,2021-06-01,NONE-06-01,NONE-06-01,NONE-06-01,NONE-06-01,4.8
003340,2022-09-29,2022-09-29,2022-09-29,2022-09-29,2022-09-29,10.8
003343,2023-12-30,2023-12-30,2023-12-30,2023-12-30,2023-12-30,5.9
003346,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2.6
000002,2025-12-11,2025-12-11,2025-12-11,2025-12-11,2025-12-11,3.5
000005,2026-07-02,2026-07-02,2026-07-02,2026-07-02,2026-07-02,1.7
000009,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,3.5
000012,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2.5
000016,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2026-01-22,2.4
000020,2025-10-09,2025-10-09,2025-10-09,2025-10-09,2025-10-09,2.4
000023,2025-10-10,2025-10-10,2025-10-10,2025-10-10,2025-10-10,1.7
000026,2025-11-13,2025-11-13,2025-11-13,2025-11-13,2025-11-13,2.1
000029,2026-08-02,2026-08-02,2026-08-02,2026-08-02,2026-08-02,2.1
000032,2026-03-22,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2.4
000035,2026-08-17,2026-08-17,2026-08-17,2026-08-17,2026-08-17,2.2
000038,2027-02-12,2027-02-12,2027-02-12,2027-02-12,2027-02-12,2.3
000041,2025-10-11,2025-10-11,2025-10-11,2025-10-11,2025-10-11,4.1
000044,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,6.7
000047,2027-04-14,2027-04-04,2027-04-04,2027-04-04,2027-04-04,2.1
000050,2025-09-30,2025-09-30,2025-09-30,2025-09-30,2025-09-30,10.4
000053,2025-12-20,2025-12-20,2025-12-20,2025-12-20,2025-12-20,3.8
000057,2026-06-24,2026-06-24,2026-06-24,2026-06-24,2026-06-24,2.7
000060,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,4.5
000064,2026-08-03,2025-08-03,2025-08-03,2025-08-03,2025-08-03,1.6
000067,2025-12-19,NONE,NONE,NONE,NONE,19.8
000070,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2.4
000074,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2.3
000077,2026-03-07,2026-03-07,2026-03-07,2026-03-07,2026-03-07,2.5
000082,2026-08-24,2026-08-24,2026-08-24,2026-08-24,2026-08-24,2.0
000089,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2.5
000092,2026-12-05,2026-12-05,2026-12-05,2026-12-05,2026-12-05,2.1
000095,2026-07-29,2026-07-29,2026-07-29,2026-07-29,2026-07-29,7.3
000098,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2026-03-11,4.1
000101,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,3.2
000104,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1.5
000107,2025-12-25,2025-12-25,2025-12-25,2025-12-25,2025-12-25,2.5
000110,2025-10-29,NONE,NONE,NONE,NONE,25.5
000113,2026-01-16,2026-01-16,2026-01-16,2026-01-16,2026-01-16,1.8
000116,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,3.7
000119,2026-08-24,2026-08-24,2026-08-24,2026-08-24,2026-08-24,2.7
000122,2027-04-28,2027-04-NONE,2027-04-NONE,2027-04-NONE,2027-04-NONE,4.6
000125,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2.5
000128,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,3.2
000131,2026-08-05,2026-08-05,2026-08-05,2026-08-05,2026-08-05,1.7
000134,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,3.1
000137,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,3.2
000140,2026-07-14,2026-07-14,2026-07-14,2026-07-14,2026-07-14,4.2
000143,2027-03-06,2027-03-06,2027-03-06,2027-03-06,2027-03-06,4.8
000146,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,6.9
000150,2026-08-12,2026-08-12,2026-08-12,2026-08-12,2026-08-12,3.1
000153,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2.6
000156,2026-07-29,2026-07-29,2026-07-29,2026-07-29,2026-07-29,2.8
000159,2027-01-08,2027-01-01,2027-01-01,2027-01-01,2027-01-01,6.3
000163,2026-11-20,2026-11-20,2026-11-20,2026-11-20,2026-11-20,1.8
000166,2027-08-18,2027-08-NONE,2027-08-NONE,2027-08-NONE,2027-08-NONE,7.4
000169,2026-03-18,2026-03-18,2026-03-18,2026-03-18,2026-03-18,1.6
000177,2026-08-18,2026-08-18,2026-08-18,2026-08-18,2026-08-18,3.8
000184,2027-11-19,2027-11-01,2027-11-01,2027-11-01,2027-11-01,2.6
000187,2028-02-05,2028-02-05,2028-02-05,2028-02-05,2028-02-05,2.9
000190,2022-11-26,2022-11-26,2022-11-26,2022-11-26,2022-11-26,30.3
000193,2026-03-06,2026-03-08,2026-03-08,2026-03-08,2026-03-08,15.7
000196,2027-02-27,2027-02-27,2027-02-27,2027-02-27,2027-02-27,1.8
000199,2027-09-07,2027-09-07,2027-09-07,2027-09-07,2027-09-07,2.0
000202,2027-02-06,2027-02-06,2027-02-06,2027-02-06,2027-02-06,2.5
000205,2027-05-18,2027-05-18,2027-05-18,2027-05-18,2027-05-18,2.3
000208,2026-04-13,NONE,NONE,NONE,NONE,28.7
000211,2026-02-12,2026-06-02,2026-06-02,2026-06-02,2026-06-02,11.6
000214,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2026-08-13,6.4
000217,2027-03-08,2027-03-08,2027-03-08,2027-03-08,2027-03-08,7.3
000220,2026-02-23,2026-02-23,2026-02-23,2026-02-23,2026-02-23,3.4
000223,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2.2
000226,2027-03-15,2027-03-15,2027-03-15,2027-03-15,2027-03-15,8.7
000229,2025-10-28,2022-10-11,2022-10-11,2022-10-11,2022-10-11,10.3
000232,2027-11-26,NONE,NONE,NONE,NONE,23.7
000236,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,4.1
000240,2027-05-20,2027-05-20,2027-05-20,2027-05-20,2027-05-20,3.4
000247,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2.3
000252,2026-07-09,2026-07-09,2026-07-09,2026-07-09,2026-07-09,3.4
000256,2027-01-02,2027-01-02,2027-01-02,2027-01-02,2027-01-02,2.4
000259,2025-11-09,2025-11-09,2025-11-09,2025-11-09,2025-11-09,4.9
000263,2028-01-22,NONE,NONE,NONE,NONE,18.0
000266,2025-12-04,NONE,NONE,NONE,NONE,19.2
000269,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,3.9
000272,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,1.8
000277,2026-07-15,2026-07-15,2026-07-15,2026-07-15,2026-07-15,4.9
000282,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,3.1
000285,2027-07-02,2027-07-02,2027-07-02,2027-07-02,2027-07-02,2.1
000288,2028-07-25,2028-07-25,2028-07-25,2028-07-25,2028-07-25,3.8
000291,2027-07-21,2027-07-21,2027-07-21,2027-07-21,2027-07-21,3.4
000295,2025-11-08,2025-11-08,2025-11-08,2025-11-08,2025-11-08,2.2
000298,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,5.6
000301,2027-04-09,2027-04-09,2027-04-09,2027-04-09,2027-04-09,2.0
