image_id,label,old,tags,kct,kct_tier,sec
001406,2021-07-31,2031-07-21,,2031-07-21,2031-07-21,1.8
001409,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,4.8
001413,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,4.1
001416,2021-11-05,2021-11-05,,2021-11-05,2021-11-05,2.1
001421,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,2.0
001425,2021-06-22,2021-06-22,2,2021-06-22,2021-06-22,4.0
001428,2020-08-12,2020-08-12,,2020-08-12,2020-08-12,4.0
001432,2021-09-29,2021-09-29,,2021-09-29,2021-09-29,1.5
001436,2021-09-20,2021-09-20,,2021-09-20,2021-09-20,1.9
001440,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,2.3
001443,2021-09-06,2021-09-06,,2021-09-06,2021-09-06,1.9
001446,2021-10-28,2021-10-NONE,,2021-10-NONE,2021-10-28,1.8
001450,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,4.1
001453,2022-09-13,2022-09-13,,2022-09-13,2022-09-13,3.4
001456,2022-06-28,2022-06-28,,2022-06-28,2022-06-28,6.7
001459,2022-10-29,2022-10-29,,2022-10-29,2022-10-29,1.4
001462,2021-11-17,2021-11-17,,2021-11-17,2021-11-17,2.0
001466,2020-11-03,2020-01-03,,2020-01-03,2020-01-03,15.2
001469,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,4.1
001472,2022-02-17,2022-02-17,,2022-02-17,2022-02-17,2.2
001475,2022-07-10,2022-07-10,,2022-07-10,2022-07-10,1.7
001478,2022-08-27,2022-08-27,,2022-08-27,2022-08-27,3.8
001483,2021-02-06,2021-02-06,,2021-02-06,2021-02-06,2.6
001486,2022-12-08,2022-12-08,,2022-12-08,2022-12-08,3.0
001490,2021-08-06,2021-08-06,2,2021-08-06,2021-08-06,4.1
001493,2023-08-17,2023-08-17,,2023-08-17,2023-08-17,26.0
001496,2022-09-18,2022-09-18,,2022-09-18,2022-09-18,3.3
001500,2021-09-23,2021-09-23,,2021-09-23,2021-09-23,1.3
001504,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2.5
001507,2021-02-19,2021-02-19,,2021-02-19,2021-02-19,3.8
001511,2023-12-01,NONE-03-22,,NONE-03-22,NONE-03-22,9.5
001516,2021-11-19,2021-11-19,,2021-11-19,2021-11-19,2.4
001521,2021-07-08,NONE,,NONE,NONE,12.8
001524,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,4.2
001527,2021-01-21,2021-01-21,,2021-01-21,2021-01-21,6.0
001530,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,1.9
001534,2022-07-11,2022-07-11,,2022-07-11,2022-07-11,2.1
001537,2021-02-19,2021-02-26,2,2021-02-26,2021-02-26,9.9
001541,2021-06-13,2020-12-14,2,2021-06-13,2021-06-13,2.8
001544,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,1.7
001547,2021-07-04,2021-07-04,,2021-07-04,2021-07-04,4.9
001550,2021-08-25,NONE,,NONE,NONE,18.9
001555,2020-06-03,2020-05-03,,2020-06-03,2020-06-03,1.8
001559,2024-12-21,2024-12-21,,2024-12-21,2024-12-21,6.3
001562,2022-06-11,2022-06-01,,2022-06-11,2022-06-11,2.1
001565,2022-01-17,2022-01-17,,2022-01-17,2022-01-17,4.4
001570,2021-11-30,2021-11-30,,2021-11-30,2021-11-30,2.1
001573,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,2.7
001577,2022-11-05,2022-11-05,,2022-11-05,2022-11-05,4.2
001580,2022-11-02,2022-11-02,,2022-11-02,2022-11-02,1.9
001585,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2.9
001590,2021-02-18,2021-02-18,,2021-02-18,2021-02-18,5.3
001594,2021-12-13,2021-12-13,,2021-12-13,2021-12-13,1.9
001597,2021-03-07,2021-03-07,2,2021-03-07,2021-03-07,2.3
001600,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2.2
001603,2021-02-24,2021-02-24,,2021-02-24,2021-02-24,2.8
001607,2021-04-03,2021-04-03,,2021-04-03,2021-04-03,1.9
001610,2021-02-12,2021-02-12,,2021-02-12,2021-02-12,3.7
001613,2022-02-25,2022-02-25,,2022-02-25,2022-02-25,1.9
001616,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,1.9
001619,2023-10-06,2023-10-06,,2023-10-06,2023-10-06,1.7
001624,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,1.3
001629,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,2.1
001632,2021-11-27,2021-11-27,,2021-11-27,2021-11-27,3.9
001636,2021-12-22,2023-02-12,2,2023-02-12,2023-02-12,2.4
001639,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2.3
001642,2022-03-19,2022-03-19,,2022-03-19,2022-03-19,1.3
001645,2021-10-12,2021-10-12,,2021-10-12,2021-10-12,1.4
001648,2021-12-14,2021-12-14,,2021-12-14,2021-12-14,1.6
001651,2021-03-09,2021-03-09,,2021-03-09,2021-03-09,2.0
001654,2019-08-19,2019-08-19,,2019-08-19,2019-08-19,1.5
001657,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,1.8
001662,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,1.8
001665,2021-01-28,2021-01-28,,2021-01-28,2021-01-28,1.7
001669,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,1.8
001672,2021-05-19,2021-05-19,,2021-05-19,2021-05-19,2.0
001675,2021-03-15,2021-03-15,,2021-03-15,2021-03-15,2.2
001679,2021-03-16,2021-03-16,2,2021-03-16,2021-03-16,2.7
001683,2021-11-14,2021-11-14,,2021-11-14,2021-11-14,2.2
001686,2020-11-27,2020-11-27,,2020-11-27,2020-11-27,2.7
001690,2020-08-16,2020-08-16,,2020-08-16,2020-08-16,4.3
001694,2022-07-01,2022-07-01,,2022-07-01,2022-07-01,3.7
001698,2021-12-22,2021-12-22,,2021-12-22,2021-12-22,3.1
001701,2021-10-27,2021-10-27,,2021-10-27,2021-10-27,3.4
001704,2021-07-16,2021-07-16,,2021-07-16,2021-07-16,2.1
001708,2021-05-02,2021-05-02,,2021-05-02,2021-05-02,2.0
001711,2021-10-15,2021-10-15,2,2021-10-15,2021-10-15,2.1
001714,2021-09-08,2021-09-08,d,2021-09-08,2021-09-08,4.6
001717,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,5.8
001720,2021-03-11,2021-03-11,,2021-03-11,2021-03-11,2.2
001723,2021-05-13,2021-05-13,,2021-05-13,2021-05-13,1.2
001726,2021-02-16,2021-02-06,,2021-02-06,2021-02-06,2.1
001730,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,1.4
001733,2022-11-18,2022-11-18,,2022-11-18,2022-11-18,2.0
001738,2022-01-05,2022-01-05,,2022-01-05,2022-01-05,1.3
001742,2021-10-26,2021-10-26,,2021-10-26,2021-10-26,2.3
001746,2021-10-12,2021-10-12,2,2021-10-12,2021-10-12,3.6
001750,2021-06-28,2021-06-28,,2021-06-28,2021-06-28,4.7
001753,2022-01-10,2022-01-10,,2022-01-10,2022-01-10,2.1
001757,2023-03-09,2023-03-09,,2023-03-09,2023-03-09,3.1
001761,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,2.4
001764,2021-12-23,2021-12-23,,2021-12-23,2021-12-23,2.6
001767,2021-06-29,2021-06-29,2,2021-06-29,2021-06-29,2.2
001770,2019-10-18,2019-04-19,2,2019-04-19,2019-04-19,1.9
001774,2021-04-02,2021-04-02,,2021-04-02,2021-04-02,1.5
001779,2021-04-09,2021-04-09,,2021-04-09,2021-04-09,1.7
001782,2022-10-01,2022-10-01,,2022-10-01,2022-10-01,2.5
001786,2021-09-19,2021-09-19,,2021-09-19,2021-09-19,1.7
001789,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,1.4
001792,2020-08-13,2020-08-13,,2020-08-13,2020-08-13,5.4
001795,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,1.4
001798,2021-10-10,2021-10-14,,2021-10-14,2021-10-14,1.8
001801,2021-03-05,2021-03-05,,2021-03-05,2021-03-05,3.2
001804,2021-01-15,2021-01-15,,2021-01-15,2021-01-15,1.5
001807,2021-02-25,2021-02-25,,2021-02-25,2021-02-25,2.4
001810,2023-10-22,2023-10-22,,2023-10-22,2023-10-22,1.2
001813,2021-03-26,2021-03-26,2,2021-03-26,2021-03-26,2.1
001817,2021-04-14,2021-01-16,2,2021-01-16,2021-01-16,14.9
001820,2020-09-01,2020-09-01,,2020-09-01,2020-09-01,3.9
001823,2021-06-09,2021-06-09,,2021-06-09,2021-06-09,2.3
001827,2021-11-28,2021-11-28,,2021-11-28,2021-11-28,1.7
001830,2020-12-NONE,2020-12-NONE,,2020-12-NONE,2020-12-NONE,2.1
001833,2022-09-02,NONE,,NONE,NONE,8.2
001836,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,2.1
001839,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,1.6
001843,2021-05-NONE,2021-05-NONE,,2021-05-NONE,2021-05-NONE,3.0
001846,2021-09-23,2023-12-09,,2023-12-09,2023-12-09,1.5
001849,2021-11-18,2021-11-18,,2021-11-18,2021-11-18,5.8
001852,2022-08-13,NONE,,NONE,NONE,16.3
001855,2023-10-28,2023-10-28,,2023-10-28,2023-10-28,10.6
001859,2022-07-08,2022-07-08,,2022-07-08,2022-07-08,2.1
001862,2023-06-18,2023-06-18,,2023-06-18,2023-06-18,3.1
001865,2021-09-17,2021-09-17,,2021-09-17,2021-09-17,1.4
001868,2022-07-NONE,NONE,,NONE,NONE,7.9
001871,2022-11-10,2020-11-10,2,2022-11-10,2022-11-10,2.9
001875,2022-10-21,2021-12-01,,2022-10-21,2022-10-21,2.1
001878,2021-11-03,2021-01-03,,2021-01-03,2021-01-03,2.0
001881,2021-06-20,2021-06-20,,2021-06-20,2021-06-20,1.4
001884,2021-09-09,2021-09-11,,2021-09-11,2021-09-11,2.6
001887,2023-08-22,2023-08-22,,2023-08-22,2023-08-22,1.6
001890,2021-08-31,2021-08-31,,2021-08-31,2021-08-31,2.2
001894,2021-03-19,2021-03-19,,2021-03-19,2021-03-19,1.5
001897,2021-05-29,2021-05-29,,2021-05-29,2021-05-29,1.5
001901,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,1.9
001904,2022-01-15,2022-01-15,,2022-01-15,2022-01-15,2.2
001907,2021-08-16,2021-08-16,,2021-08-16,2021-08-16,2.4
001910,2021-05-07,2021-05-07,2,2021-05-07,2021-05-07,5.4
001913,2021-09-14,2021-09-14,,2021-09-14,2021-09-14,2.9
001916,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,1.9
001920,2022-10-15,2022-10-15,,2022-10-15,2022-10-15,8.9
001924,2022-01-21,NONE,b,NONE,NONE,19.8
001928,2022-01-14,2022-01-14,,2022-01-14,2022-01-14,1.8
001932,2022-01-22,2022-01-22,,2022-01-22,2022-01-22,1.2
001935,2022-03-29,2022-03-29,,2022-03-29,2022-03-29,2.5
001938,2021-03-NONE,2021-03-NONE,,2021-03-NONE,2021-03-NONE,2.2
001941,2022-05-27,2022-05-27,,2022-05-27,2022-05-27,1.6
001945,2021-08-NONE,NONE,,NONE,NONE,21.2
001949,2023-07-16,2023-07-16,d,2023-07-16,2023-07-16,2.0
001952,2022-09-16,2022-09-16,,2022-09-16,2022-09-16,1.7
001955,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2021-10-NONE,4.1
001958,2020-11-13,2020-11-13,,2020-11-13,2020-11-13,3.7
001961,2027-03-21,2027-03-21,,2027-03-21,2027-03-21,1.8
001966,2023-10-12,2023-10-12,,2023-10-12,2023-10-12,1.9
001969,2021-08-NONE,2030-02-02,,2030-02-02,2030-02-02,7.9
001972,2023-03-15,2023-03-15,,2023-03-15,2023-03-15,2.7
001975,2021-02-26,2026-02-21,d,2026-02-21,2026-02-21,3.3
001983,2021-10-20,2021-10-20,,2021-10-20,2021-10-20,1.6
001986,2023-01-04,2023-01-04,,2023-01-04,2023-01-04,1.7
001989,2022-11-23,2022-11-23,,2022-11-23,2022-11-23,2.6
001992,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2.3
001995,2021-12-18,2021-12-18,,2021-12-18,2021-12-18,1.6
001998,2021-12-27,2021-12-27,,2021-12-27,2021-12-27,2.1
002001,2022-01-27,2022-02-01,,2022-02-01,2022-02-01,2.3
002004,2022-05-15,2022-05-15,,2022-05-15,2022-05-15,2.0
002008,2022-01-14,2029-12-NONE,,2029-12-NONE,2029-12-NONE,2.8
002013,2022-10-01,2022-10-01,,2022-10-01,2022-10-01,1.9
002016,2022-10-19,2022-10-19,,2022-10-19,2022-10-19,1.6
002022,2022-04-09,2022-04-09,,2022-04-09,2022-04-09,4.2
002025,2020-01-03,2020-01-03,,2020-01-03,2020-01-03,3.6
002028,2020-11-26,2020-11-26,,2020-11-26,2020-11-26,2.6
002032,2022-03-22,2022-03-22,,2022-03-22,2022-03-22,2.7
002038,2020-11-26,2020-11-26,,2020-11-26,2020-11-26,4.0
002042,2020-08-27,2020-08-27,,2020-08-27,2020-08-27,4.8
002045,2021-12-10,2021-12-10,,2021-12-10,2021-12-10,3.2
002048,2021-07-31,2021-07-31,,2021-07-31,2021-07-31,2.5
002051,NONE-04-14,NONE-04-14,,NONE-04-14,NONE-04-14,2.2
002054,2021-12-NONE,NONE,,NONE,NONE,41.0
002058,2022-06-22,2022-06-22,,2022-06-22,2022-06-22,3.7
002061,NONE-04-17,NONE,,NONE,NONE,10.2
002064,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,3.1
002067,2020-04-30,2020-04-30,2,2020-04-30,2020-04-30,3.6
002070,2022-03-24,2022-03-24,,2022-03-24,2022-03-24,2.5
002073,2024-12-21,2024-12-21,,2024-12-21,2024-12-21,2.3
002076,2022-03-04,2022-03-04,,2022-03-04,2022-03-04,3.0
002079,2021-01-03,2021-01-03,,2021-01-03,2021-01-03,2.0
002083,2020-11-06,2020-11-06,2,2020-11-06,2020-11-06,2.0
002086,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,5.0
002091,2021-09-21,2021-09-21,,2021-09-21,2021-09-21,2.2
002094,2021-04-28,2021-04-28,,2021-04-28,2021-04-28,1.3
002097,2022-06-16,2022-06-16,,2022-06-16,2022-06-16,2.1
002101,2021-09-17,2021-09-17,,2021-09-17,2021-09-17,1.7
002106,2022-01-03,2022-01-03,,2022-01-03,2022-01-03,2.1
002112,2022-08-25,2022-08-25,,2022-08-25,2022-08-25,1.4
002115,2020-12-01,2020-12-01,,2020-12-01,2020-12-01,2.7
002118,2021-01-03,2021-01-03,,2021-01-03,2021-01-03,3.5
002121,2020-07-20,2020-07-20,,2020-07-20,2020-07-20,1.5
002124,2020-11-02,2020-11-02,,2020-11-02,2020-11-02,2.8
002127,2021-11-04,2021-11-04,,2021-11-04,2021-11-04,2.8
002130,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,1.6
002133,2021-10-04,NONE-10-21,d,NONE-10-21,NONE-10-21,1.6
002136,2021-10-11,2021-10-11,,2021-10-11,2021-10-11,2.4
002139,2021-06-29,2021-06-29,,2021-06-29,2021-06-29,2.0
002142,2021-04-11,2021-04-11,,2021-04-11,2021-04-11,1.4
002146,2022-07-26,2022-07-26,,2022-07-26,2022-07-26,5.0
002149,2021-03-31,2021-03-31,,2021-03-31,2021-03-31,3.3
002153,2019-07-11,2019-07-18,2,2019-07-18,2019-07-18,1.7
002156,2021-12-25,2021-12-25,,2021-12-25,2021-12-25,1.6
002159,NONE-04-13,NONE-04-13,,NONE-04-13,NONE-04-13,2.6
002162,2023-06-18,2023-01-06,,2023-01-06,2023-01-06,4.5
002165,2021-01-29,2020-10-30,2,2020-10-30,2020-10-30,2.4
002168,2021-05-28,2021-05-28,,2021-05-28,2021-05-28,1.6
002171,2020-06-24,2020-06-24,,2020-06-24,2020-06-24,2.8
002175,2021-09-05,2021-09-05,,2021-09-05,2021-09-05,1.8
002179,2022-01-19,2022-01-19,,2022-01-19,2022-01-19,3.1
002183,2019-02-20,NONE,,NONE,NONE,16.9
002186,2020-06-10,2020-06-10,,2020-06-10,2020-06-10,3.1
002189,2022-02-04,2022-02-04,,2022-02-04,2022-02-04,3.5
002192,2020-10-20,2026-10-20,,2026-10-20,2026-10-20,6.3
002195,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,1.7
002198,2021-01-13,2021-01-13,,2021-01-13,2021-01-13,1.7
002202,2020-10-08,2020-05-02,,2020-05-02,2020-05-02,3.9
002207,2020-06-11,2020-06-11,,2020-06-11,2020-06-11,5.4
002210,2020-09-22,2020-09-22,2,2020-09-22,2020-09-22,3.6
002214,2020-10-16,2020-10-16,,2020-10-16,2020-10-16,3.0
002217,2023-05-NONE,2023-05-NONE,,2023-05-NONE,2023-05-NONE,1.8
002220,2019-09-30,2019-09-30,,2019-09-30,2019-09-30,2.1
002223,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,8.2
002226,2023-03-03,2023-03-03,,2023-03-03,2023-03-03,21.9
002229,2023-03-28,2023-03-28,,2023-03-28,2023-03-28,1.9
002232,2022-12-20,2022-12-20,,2022-12-20,2022-12-20,1.5
002235,2022-02-22,2022-02-22,,2022-02-22,2022-02-22,1.9
002238,2022-06-30,2022-06-30,,2022-06-30,2022-06-30,2.2
002242,2022-03-13,2022-03-13,,2022-03-13,2022-03-13,3.2
002246,2021-07-22,2021-07-22,,2021-07-22,2021-07-22,1.5
002249,2021-10-20,2021-10-20,,2021-10-20,2021-10-20,3.3
002252,2022-01-04,2022-01-04,,2022-01-04,2022-01-04,5.5
002255,2021-10-26,2021-10-26,2,2021-10-26,2021-10-26,5.0
002259,2022-12-15,2022-12-15,,2022-12-15,2022-12-15,2.3
002265,NONE-03-05,NONE-03-05,,NONE-03-05,NONE-03-05,1.7
002268,2022-09-NONE,2022-09-NONE,,2022-09-NONE,2022-09-NONE,2.4
002271,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,2.0
002274,2021-08-09,2021-08-09,,2021-08-09,2021-08-09,2.4
002277,2023-07-NONE,2025-07-NONE,,2025-07-NONE,2025-07-NONE,12.6
002285,2022-01-06,2021-01-07,,2021-01-07,2021-01-07,2.4
002289,2021-12-18,2021-12-18,,2021-12-18,2021-12-18,1.9
002292,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,3.5
002295,2022-09-22,2022-09-22,,2022-09-22,2022-09-22,2.4
002299,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,2.0
002303,2022-02-03,2022-02-03,,2022-02-03,2022-02-03,2.5
002306,2021-11-23,2021-11-23,,2021-11-23,2021-11-23,1.3
002309,NONE-03-13,NONE-03-13,2,NONE-03-13,NONE-03-13,8.4
002313,2021-10-17,2021-10-17,2,2021-10-17,2021-10-17,1.8
002318,2020-12-03,2020-12-03,,2020-12-03,2020-12-03,1.5
002321,2022-11-04,2022-11-04,,2022-11-04,2022-11-04,1.8
002324,2020-09-06,2020-09-06,,2020-09-06,2020-09-06,1.3
002327,2022-10-23,2022-10-23,,2022-10-23,2022-10-23,2.4
002330,2020-11-30,2020-11-30,,2020-11-30,2020-11-30,1.7
002335,2021-11-19,2021-11-19,,2021-11-19,2021-11-19,1.3
002338,2023-01-05,2023-01-05,,2023-01-05,2023-01-05,1.5
002342,2021-12-15,2021-12-15,2,2021-12-15,2021-12-15,1.5
002345,NONE-02-12,2020-05-12,,2020-05-12,2020-05-12,2.0
002351,2021-09-13,2021-09-13,,2021-09-13,2021-09-13,12.9
002354,2021-10-22,2021-10-22,,2021-10-22,2021-10-22,2.4
002357,2021-10-10,2021-10-10,,2021-10-10,2021-10-10,4.0
002360,2021-06-10,2021-06-10,,2021-06-10,2021-06-10,2.5
002363,2021-08-04,2021-08-04,,2021-08-04,2021-08-04,2.8
002366,2020-10-01,2020-10-01,,2020-10-01,2020-10-01,1.3
002369,2022-01-16,2022-01-16,,2022-01-16,2022-01-16,2.8
002372,2022-11-12,2022-11-12,,2022-11-12,2022-11-12,1.7
002375,2019-10-28,2019-10-28,,2019-10-28,2019-10-28,1.3
002378,2022-12-21,2022-12-21,,2022-12-21,2022-12-21,3.0
002382,2021-08-17,2021-08-17,,2021-08-17,2021-08-17,3.0
002385,2019-08-18,2019-08-18,2,2019-08-18,2019-08-18,3.1
002388,2021-01-14,2021-01-14,,2021-01-14,2021-01-14,1.8
002391,2021-03-18,2021-03-NONE,,2021-03-NONE,2021-03-NONE,2.3
002394,2020-07-01,NONE,,NONE,NONE,10.4
002397,2022-01-25,2022-01-25,,2022-01-25,2022-01-25,6.2
002400,2023-01-05,2023-01-05,,2023-01-05,2023-01-05,2.0
002403,2022-10-02,NONE,,NONE,NONE,19.0
002406,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,1.7
002409,2022-10-29,2019-10-29,2,2019-10-29,2019-10-29,1.7
002412,2023-01-18,2023-01-18,,2023-01-18,2023-01-18,2.7
002416,2021-12-25,2021-12-25,,2021-12-25,2021-12-25,1.3
002420,2020-10-23,2020-10-23,,2020-10-23,2020-10-23,0.9
002424,2022-06-09,2022-06-09,,2022-06-09,2022-06-09,1.1
002428,2020-12-23,2020-12-23,,2020-12-23,2020-12-23,2.3
002431,2021-06-11,2021-06-11,,2021-06-11,2021-06-11,4.8
002435,2021-06-03,2021-06-03,,2021-06-03,2021-06-03,2.7
002440,2022-01-26,NONE,,NONE,NONE,19.2
002443,2021-11-11,NONE-11-11,,NONE-11-11,NONE-11-11,2.3
002447,2021-02-04,2021-02-04,,2021-02-04,2021-02-04,1.7
002451,2021-08-14,2021-08-14,,2021-08-14,2021-08-14,1.1
002454,2023-02-NONE,2023-02-NONE,,2023-02-NONE,2023-02-NONE,3.9
002457,2024-09-15,2024-09-15,,2024-09-15,2024-09-15,2.6
002460,2021-11-30,2021-01-30,,2021-11-30,2021-11-30,2.6
002463,NONE,2020-12-02,,2020-12-26,2020-12-26,2.5
002466,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,2.8
002471,2021-03-18,2021-03-18,2,2021-03-18,2021-03-18,2.4
002474,2021-03-16,2021-03-16,2,2021-03-16,2021-03-16,2.7
002477,2023-03-15,2023-03-15,,2023-03-15,2023-03-15,1.7
002480,2022-07-NONE,2022-07-NONE,,2022-07-NONE,2022-07-NONE,1.7
002483,2021-05-05,2021-05-05,,2021-05-05,2021-05-05,12.1
002486,2022-08-03,2022-08-03,,2022-08-03,2022-08-03,2.0
002489,2021-04-18,2021-04-18,,2021-04-18,2021-04-18,1.5
002492,2022-09-08,2020-01-01,,2020-01-01,2020-01-01,7.1
002495,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,1.6
002499,2021-05-07,2021-05-07,,2021-05-07,2021-05-07,2.2
002502,2022-01-24,2022-01-24,,2022-01-24,2022-01-24,2.7
002505,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,1.7
002508,2021-11-09,2021-11-09,,2021-11-09,2021-11-09,2.4
002511,2022-03-09,2022-03-09,,2022-03-09,2022-03-09,8.9
002515,2022-02-16,2022-02-16,,2022-02-16,2022-02-16,2.2
002519,2023-01-25,2023-01-25,,2023-01-25,2023-01-25,1.9
002522,2022-09-14,2022-09-14,,2022-09-14,2022-09-14,1.6
002525,2023-01-25,2023-01-25,,2023-01-25,2023-01-25,1.5
002528,2021-10-19,2021-10-19,,2021-10-19,2021-10-19,2.6
002533,2022-06-30,2022-06-30,,2022-06-30,2022-06-30,1.4
002536,2021-09-22,2021-09-22,,2021-09-22,2021-09-22,14.8
002539,2021-08-05,2021-08-NONE,,2021-08-NONE,2021-08-05,11.4
002542,2021-10-17,2021-10-17,,2021-10-17,2021-10-17,1.8
002546,2022-04-NONE,2022-04-NONE,,2022-04-NONE,2022-04-NONE,3.9
002551,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2.1
002554,2021-11-18,2021-11-18,,2021-11-18,2021-11-18,3.4
002557,2021-11-17,2021-11-17,,2021-11-17,2021-11-17,2.2
002560,2022-10-21,2022-10-21,,2022-10-21,2022-10-21,3.7
002563,2021-08-29,2021-08-29,,2021-08-29,2021-08-29,2.7
002566,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,3.1
002569,2022-04-04,2022-04-04,,2022-04-04,2022-04-04,1.6
002572,2021-12-29,2021-12-29,,2021-12-29,2021-12-29,3.6
002576,2020-02-18,2020-02-18,,2020-02-18,2020-02-18,5.3
002580,2021-11-17,2021-11-17,,2021-11-17,2021-11-17,4.0
002583,2021-01-07,2021-01-07,,2021-01-07,2021-01-07,2.3
002586,NONE-12-22,NONE-12-22,,NONE-12-22,NONE-12-22,4.4
002592,2023-08-11,2023-08-11,,2023-08-11,2023-08-11,3.2
002598,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2021-12-NONE,2.6
002601,NONE,2020-10-21,m,2020-10-21,2020-10-21,1.7
002606,2022-04-02,2022-04-02,,2022-04-02,2022-04-02,2.5
002612,2021-12-01,2021-12-01,,2021-12-01,2021-12-01,1.8
002617,2022-05-04,2020-02-20,,2020-02-20,2020-02-20,6.9
002620,2022-03-31,2022-03-31,,2022-03-31,2022-03-31,1.9
002623,2022-12-19,2022-12-19,,2022-12-19,2022-12-19,1.5
002626,2021-06-22,2021-06-22,,2021-06-22,2021-06-22,2.8
002629,2023-05-NONE,2023-05-20,,2023-05-20,2023-05-20,6.6
002633,2022-02-03,2022-02-03,,2022-02-03,2022-02-03,4.4
002636,2022-10-09,2022-10-09,,2022-10-09,2022-10-09,2.8
002639,2021-12-04,2021-12-04,,2021-12-04,2021-12-04,2.5
002642,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,4.2
002647,2022-01-24,2022-01-24,,2022-01-24,2022-01-24,1.8
002650,2021-07-01,NONE,,NONE,NONE,8.2
002656,2021-03-25,2021-03-25,,2021-03-25,2021-03-25,1.7
002659,2022-06-11,2022-06-11,,2022-06-11,2022-06-11,3.7
002662,2022-01-11,2022-01-11,2,2022-01-11,2022-01-11,4.5
002667,2021-09-09,2021-09-09,,2021-09-09,2021-09-09,1.7
002670,2023-04-30,2023-04-30,,2023-04-30,2023-04-30,2.0
002674,2021-04-25,2021-04-25,,2021-04-25,2021-04-25,1.5
002677,2021-08-04,2021-08-04,,2021-08-04,2021-08-04,1.4
002680,2021-10-29,2021-10-29,,2021-10-29,2021-10-29,2.9
002683,2021-12-03,2021-12-03,,2021-12-03,2021-12-03,2.0
002686,2021-11-05,2021-11-05,,2021-11-05,2021-11-05,2.6
002689,2021-03-15,2021-03-15,,2021-03-15,2021-03-15,2.0
002693,2021-04-19,2021-04-19,,2021-04-19,2021-04-19,12.2
002696,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,2.7
002699,2021-08-23,2021-08-23,,2021-08-23,2021-08-23,3.3
002704,2022-10-29,2022-10-02,,2022-10-02,2022-10-02,4.5
002707,2022-01-20,NONE,d,NONE,NONE,21.5
002710,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2.6
002713,2021-10-22,2021-12-12,,2021-12-12,2021-12-12,2.4
002716,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,2.9
002720,2026-01-09,2026-01-09,,2026-01-09,2026-01-09,3.5
002724,2019-12-20,NONE,,NONE,NONE,9.1
002727,NONE,2017-03-22,,2017-03-22,2017-03-22,1.6
002730,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,2.8
002733,2021-12-25,2021-12-25,,2021-12-25,2021-12-25,3.6
002736,2021-04-28,2021-04-28,,2021-04-28,2021-04-28,4.3
002740,2021-12-18,2021-12-18,,2021-12-18,2021-12-18,6.3
002745,2024-04-06,2024-04-06,,2024-04-06,2024-04-06,2.2
002748,2022-11-12,2022-11-12,,2022-11-12,2022-11-12,3.5
