image_id,label,old,tags,base,ft_p2,ft_union,ft_fb,sec
001042,2021-09-13,2021-09-13,d,2021-09-13,2021-09-13,2021-09-13,2021-09-13,3.1
001045,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2.1
001049,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,2022-01-06,2022-01-06,3.1
001052,2022-12-20,2022-12-20,,2022-12-20,2022-12-20,2022-12-20,2022-12-20,4.4
001055,2022-08-10,2022-08-10,,2022-08-10,2022-08-10,2022-08-10,2022-08-10,2.6
001060,2022-06-23,2022-06-23,,2022-06-23,2022-06-23,2022-06-23,2022-06-23,3.0
001064,2022-01-04,2022-01-04,,2022-01-04,2022-01-04,2022-01-04,2022-01-04,4.1
001067,2021-12-06,2021-01-12,,2021-12-06,2021-12-06,2021-12-06,2021-12-06,2.9
001070,NONE-01-24,NONE-01-24,,NONE-01-24,NONE-01-24,NONE-01-24,NONE-01-24,2.8
001074,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2021-09-30,2021-09-30,15.6
001078,2023-09-24,2023-09-24,,2023-09-24,2023-09-24,2023-09-24,2023-09-24,3.9
001081,2021-06-17,2021-06-17,,2021-06-17,2021-06-17,2021-06-17,2021-06-17,2.9
001084,2021-07-09,2021-07-01,,2021-07-01,2021-07-11,2021-07-11,2021-07-11,2.8
001087,2022-06-14,2022-06-14,,2022-06-14,2022-06-14,2022-06-14,2022-06-14,1.3
001090,2021-04-16,2021-04-16,2,2021-04-16,2021-04-16,2021-04-16,2021-04-16,5.3
001094,2022-01-12,2022-01-12,2,2021-01-13,2022-01-12,2022-01-12,2022-01-12,2.1
001097,2021-06-11,2021-01-01,2,2021-11-06,2021-11-06,2021-11-06,2021-11-06,5.6
001101,2021-03-14,2021-01-14,2,2021-01-14,2021-03-14,2021-03-14,2021-03-14,3.3
001104,2021-08-26,2021-08-26,2,2021-08-26,2021-08-26,2021-08-26,2021-08-26,2.8
001107,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2021-02-28,2021-02-28,1.8
001110,2021-03-22,2021-03-02,,2021-03-22,2021-03-22,2021-03-22,2021-03-22,2.4
001113,2023-11-15,2023-11-15,,2023-11-15,2023-11-15,2023-11-15,2023-11-15,1.7
001116,2022-01-12,2022-01-12,,2028-12-01,2028-12-01,2028-12-01,2028-12-01,1.6
001120,2021-12-16,2021-12-01,,2021-12-01,2021-12-01,2021-12-01,2021-12-01,1.2
001123,2021-10-09,2021-10-09,,2021-10-09,2021-10-09,2021-10-09,2021-10-09,3.7
001126,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2021-12-28,2021-12-28,1.5
001129,NONE-02-07,NONE,,NONE,NONE,NONE,NONE,10.9
001132,2021-02-19,2020-12-12,2,2020-12-12,2020-12-12,2020-12-12,2020-12-12,2.1
001135,2022-09-24,2022-09-24,,2022-09-24,2022-09-24,2022-09-24,2022-09-24,2.0
001138,2021-10-23,2021-10-23,,2021-10-23,2021-10-23,2021-10-23,2021-10-23,1.7
001141,2022-03-14,2022-03-14,2,2022-03-14,2022-03-14,2022-03-14,2022-03-14,4.5
001145,2021-05-25,2021-05-25,,2021-05-25,2021-05-25,2021-05-25,2021-05-25,2.6
001148,2022-07-31,2022-07-31,,2022-07-31,2022-07-31,2022-07-31,2022-07-31,3.2
001151,2021-09-18,2021-09-18,,2021-09-18,2021-09-18,2021-09-18,2021-09-18,3.4
001155,2021-09-21,2021-09-21,,2021-09-21,2021-09-21,2021-09-21,2021-09-21,15.4
001158,2021-08-10,2021-08-10,,2021-08-10,2021-08-10,2021-08-10,2021-08-10,3.8
001161,2021-04-23,2021-04-23,,2021-04-23,2021-04-23,2021-04-23,2021-04-23,2.3
001164,2021-03-01,2021-03-01,,2021-03-01,2021-03-01,2021-03-01,2021-03-01,4.7
001169,2021-08-31,2021-08-31,,2021-08-31,2021-08-31,2021-08-31,2021-08-31,3.6
001172,2021-09-NONE,2021-09-NONE,,2021-09-NONE,2021-09-NONE,2021-09-NONE,2021-09-NONE,4.8
001175,2021-09-07,2021-09-07,d,2021-09-07,2021-09-07,2021-09-07,2021-09-07,4.2
001178,2021-12-01,NONE,,NONE,NONE,NONE,NONE,8.6
001182,2022-04-14,2022-04-14,,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2.4
001185,2021-09-28,2021-09-26,2,2021-09-26,2021-09-28,2021-09-28,2021-09-28,6.1
001190,2019-06-28,2019-06-28,2,2019-06-28,2019-06-22,2019-06-28,2019-06-22,3.3
001193,2021-02-11,2021-02-11,2,2021-02-11,2021-02-11,2021-02-11,2021-02-11,6.2
001197,2021-10-10,2021-10-10,,2021-10-10,2021-10-10,2021-10-10,2021-10-10,2.0
001200,2021-10-20,2020-10-21,2,2020-10-21,2021-10-21,2021-10-21,2021-10-21,3.2
001204,2023-02-28,2023-02-28,,2023-02-28,2023-02-28,2023-02-28,2023-02-28,3.0
001207,2020-08-18,2020-08-18,,2020-08-18,2020-08-18,2020-08-18,2020-08-18,4.1
001210,2021-08-03,2021-08-03,,2021-08-03,2021-08-03,2021-08-03,2021-08-03,2.4
001213,2021-05-15,2021-05-15,,2021-05-15,2021-05-15,2021-05-15,2021-05-15,5.8
001217,2022-05-30,2022-05-30,,2022-05-30,2022-05-30,2022-05-30,2022-05-30,1.6
001220,2021-01-14,2021-01-14,,2021-01-14,2021-01-14,2021-01-14,2021-01-14,1.7
001223,2021-04-11,2021-04-11,,2021-04-11,2021-04-11,2021-04-11,2021-04-11,4.0
001226,2022-06-27,2020-12-28,2,2022-06-27,2022-06-27,2022-06-27,2022-06-27,7.3
001229,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,3.4
001232,2021-05-05,2021-05-05,,2021-05-05,2021-05-05,2021-05-05,2021-05-05,5.2
001236,NONE-01-28,NONE-01-28,,NONE-01-28,NONE-01-28,NONE-01-28,NONE-01-28,2.1
001240,2020-12-19,2020-12-19,,2020-12-19,2020-12-19,2020-12-19,2020-12-19,2.5
001244,2023-12-31,2023-12-31,,2023-12-31,2023-12-31,2023-12-31,2023-12-31,2.4
001247,2022-01-19,2022-01-19,2,2022-01-19,2022-01-01,2022-01-19,2022-01-01,7.7
001250,2021-04-11,2021-01-12,2,2021-04-11,2021-04-11,2021-04-11,2021-04-11,5.9
001253,2021-08-19,2021-06-19,,2021-08-11,2021-08-19,2021-08-19,2021-08-19,1.5
001256,2023-07-03,2023-07-03,,2023-07-03,2023-07-03,2023-07-03,2023-07-03,2.3
001259,2021-08-30,2021-08-30,,2021-08-30,2021-08-30,2021-08-30,2021-08-30,12.2
001263,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,2022-12-03,2022-12-03,3.9
001266,2022-06-NONE,2022-06-NONE,,2022-06-NONE,2022-06-NONE,2022-06-NONE,2022-06-NONE,2.2
001270,2021-10-11,2021-10-11,,2021-10-11,2021-10-11,2021-10-11,2021-10-11,3.0
001273,2022-06-17,2022-06-17,,2022-06-17,2022-06-17,2022-06-17,2022-06-17,6.1
001277,2021-11-04,2021-11-04,,2021-11-04,2021-11-04,2021-11-04,2021-11-04,2.0
001280,2022-10-09,2022-10-09,,2022-10-09,2022-10-09,2022-10-09,2022-10-09,2.0
001283,2022-04-23,2022-04-23,,2022-04-23,2022-04-23,2022-04-23,2022-04-23,1.0
001289,2024-11-21,2024-11-21,,2024-11-21,2024-11-21,2024-11-21,2024-11-21,1.7
001293,2020-09-21,2020-09-NONE,,2020-09-NONE,2020-09-NONE,2020-09-NONE,2020-09-NONE,4.6
001296,2023-11-NONE,2023-11-NONE,,2023-11-NONE,2023-11-NONE,2023-11-NONE,2023-11-NONE,10.6
001299,2021-07-28,2021-07-28,,2021-07-28,2021-07-28,2021-07-28,2021-07-28,3.8
001303,2021-09-14,2021-09-14,2,2021-09-14,2021-09-14,2021-09-14,2021-09-14,4.4
001306,2021-07-19,2021-07-19,,2021-07-19,2021-07-19,2021-07-19,2021-07-19,5.4
001309,2021-04-30,2021-04-30,t,2021-04-30,2021-04-30,2021-04-30,2021-04-30,5.6
001312,2022-10-20,2022-10-20,,2022-10-20,2022-10-20,2022-10-20,2022-10-20,2.5
001315,2021-12-09,2021-12-09,,2021-12-09,2021-12-09,2021-12-09,2021-12-09,2.2
001318,2022-12-07,2020-12-07,2,2020-12-07,2022-12-07,2022-12-07,2022-12-07,2.4
001323,2023-07-09,2023-07-09,2,2023-07-09,2023-07-09,2023-07-09,2023-07-09,4.3
001327,2021-07-19,2021-07-19,,2021-07-19,2021-07-19,2021-07-19,2021-07-19,3.8
001332,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2021-12-NONE,2021-12-NONE,2021-12-NONE,1.5
001335,2021-10-26,2021-10-26,,2021-10-26,2021-10-26,2021-10-26,2021-10-26,4.5
001339,2021-06-08,2021-06-08,,2021-06-08,2021-06-08,2021-06-08,2021-06-08,4.7
001342,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,2021-09-10,2021-09-10,6.3
001345,2021-08-27,2021-08-27,,2021-08-27,2021-08-27,2021-08-27,2021-08-27,8.3
001349,2021-08-21,2021-08-21,,2021-08-21,2021-08-21,2021-08-21,2021-08-21,2.2
001352,2022-06-27,2022-06-27,,2022-06-27,2022-06-27,2022-06-27,2022-06-27,3.5
001355,2021-07-22,2021-07-22,,2021-07-22,2021-07-22,2021-07-22,2021-07-22,5.0
001360,2021-09-02,NONE-09-21,,NONE-09-21,2021-09-02,2021-09-02,2021-09-02,5.6
001363,2021-04-NONE,2021-10-13,,2021-10-13,2021-10-13,2021-10-13,2021-10-13,17.0
001367,2021-09-29,2021-09-22,2,2021-09-22,2021-09-29,2021-09-29,2021-09-29,4.3
001370,2021-12-03,2021-12-03,,2021-12-03,2021-12-03,2021-12-03,2021-12-03,1.7
001373,2022-03-07,2022-03-07,,2022-03-07,2022-03-07,2022-03-07,2022-03-07,1.8
001376,2021-12-02,2021-12-02,,2021-12-02,2021-12-02,2021-12-02,2021-12-02,2.0
001379,NONE,2021-01-22,,2021-01-22,2021-01-22,2021-01-22,2021-01-22,2.2
001382,2023-01-05,2023-01-05,,2023-01-05,2023-01-05,2023-01-05,2023-01-05,3.4
001385,2018-09-NONE,NONE,,NONE,NONE,NONE,NONE,12.5
001389,2021-06-20,2021-06-20,,2021-06-20,2021-06-20,2021-06-20,2021-06-20,3.3
001392,2021-02-25,2021-02-25,,2021-02-25,2021-02-25,2021-02-25,2021-02-25,3.2
001395,2021-09-01,NONE,,NONE,NONE,NONE,NONE,18.4
001398,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,2021-07-23,2021-07-23,5.3
001401,2022-01-29,2022-08-NONE,,2022-08-NONE,2022-08-NONE,2022-08-NONE,2022-08-NONE,18.1
001404,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,10.1
001407,2021-07-31,2031-07-21,,2031-07-21,2031-07-21,2031-07-21,2031-07-21,1.7
001410,2021-05-25,2021-05-05,,2021-05-05,2021-05-NONE,2021-05-05,2021-05-NONE,21.1
001414,2021-07-23,2021-07-24,2,2021-07-24,2021-07-24,2021-07-24,2021-07-24,4.9
001418,2021-07-18,2021-07-18,,2021-07-18,2021-07-18,2021-07-18,2021-07-18,4.5
001422,2021-11-NONE,2021-11-NONE,,2021-11-NONE,2021-11-NONE,2021-11-NONE,2021-11-NONE,4.0
001426,2020-04-17,2020-04-17,,2020-04-17,2020-04-17,2020-04-17,2020-04-17,6.7
001430,2021-01-23,2021-01-01,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,5.0
001433,2021-09-29,2021-09-29,,2021-09-29,2021-09-29,2021-09-29,2021-09-29,1.9
001437,2021-08-29,2021-08-29,,2021-08-29,2021-08-29,2021-08-29,2021-08-29,2.4
001441,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,4.6
001444,2021-09-06,2021-09-06,,2021-09-06,2021-09-06,2021-09-06,2021-09-06,2.8
001448,2022-07-22,2022-07-22,,2022-07-22,2022-07-22,2022-07-22,2022-07-22,4.8
001451,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,2022-04-26,2022-04-26,3.3
001454,2022-04-02,2022-04-02,,2022-04-02,2022-04-02,2022-04-02,2022-04-02,5.7
001457,2022-06-28,2022-06-28,,2022-06-28,2022-06-28,2022-06-28,2022-06-28,5.7
001460,2022-11-18,2022-11-18,,2022-11-18,2022-11-18,2022-11-18,2022-11-18,4.3
001464,2022-11-18,2022-11-18,,2022-11-18,2022-11-18,2022-11-18,2022-11-18,7.2
001467,2020-11-03,2031-01-16,,2031-01-16,2031-01-16,2031-01-16,2031-01-16,21.1
001470,2021-12-29,2021-12-29,,2021-12-29,2021-12-29,2021-12-29,2021-12-29,4.3
001473,2022-02-17,2022-02-17,,2022-02-17,2022-02-17,2022-02-17,2022-02-17,2.5
001476,2022-05-10,2020-11-01,2,2020-11-01,2022-05-01,2022-05-01,2022-05-01,10.6
001480,NONE,2020-12-18,m,2020-12-18,2020-12-18,2020-12-18,2020-12-18,5.1
001484,2022-09-28,2022-09-28,,2022-09-28,2022-09-28,2022-09-28,2022-09-28,3.4
001487,2022-12-08,2022-01-08,,2022-01-08,2022-01-08,2022-01-08,2022-01-08,3.3
001491,2023-07-08,2023-07-08,d,2023-07-08,2023-07-08,2023-07-08,2023-07-08,10.0
001494,2023-08-17,NONE,,NONE,NONE,NONE,NONE,17.6
001498,2021-06-30,2021-06-30,,2021-06-30,2021-06-30,2021-06-30,2021-06-30,11.9
001502,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2021-06-24,2021-06-24,3.5
001505,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,4.0
001508,2021-10-19,2021-10-19,,2021-10-19,2021-10-19,2021-10-19,2021-10-19,3.0
001513,2018-05-16,2018-05-16,,2018-05-16,2018-05-16,2018-05-16,2018-05-16,2.5
001518,2022-12-07,2022-12-07,,2022-12-07,2022-12-07,2022-12-07,2022-12-07,2.8
001522,2021-06-14,2021-06-14,2,2021-06-14,2021-06-14,2021-06-14,2021-06-14,8.6
001525,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,2021-06-25,2021-06-25,5.7
001528,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,2021-06-25,2021-06-25,2.0
001531,2022-06-06,2022-06-06,,2022-06-06,2022-06-06,2022-06-06,2022-06-06,2.4
001535,2022-07-11,2022-07-11,,2022-07-11,2022-07-11,2022-07-11,2022-07-11,3.0
001539,2022-01-18,2022-01-18,,2022-01-18,2022-01-18,2022-01-18,2022-01-18,3.7
001542,2022-01-22,2022-01-22,,2022-01-22,2022-01-22,2022-01-22,2022-01-22,1.6
001545,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,2021-08-02,2021-08-02,2.3
001548,2022-09-28,NONE,2,NONE,NONE,NONE,NONE,19.0
001551,2021-10-09,2021-10-09,,2021-10-09,2021-10-09,2021-10-09,2021-10-09,3.2
001556,2022-03-16,2022-03-16,2,2022-03-16,2022-03-16,2022-03-16,2022-03-16,6.5
001560,2020-11-25,2020-11-25,,2020-11-25,2020-11-25,2020-11-25,2020-11-25,5.3
001563,2020-08-05,NONE,2,NONE,NONE,NONE,NONE,20.5
001566,2020-04-23,2020-04-23,,2020-04-23,2020-04-23,2020-04-23,2020-04-23,4.0
001571,2021-06-11,2021-06-11,,2021-06-11,2021-06-11,2021-06-11,2021-06-11,2.7
001575,2022-03-27,2022-03-22,,2022-03-22,2022-03-27,2022-03-27,2022-03-27,2.4
001578,2022-11-05,2022-11-05,,2022-11-05,2022-11-05,2022-11-05,2022-11-05,3.8
001582,2021-11-05,2021-11-05,,2021-11-05,2021-11-05,2021-11-05,2021-11-05,1.8
001586,2021-04-20,2021-04-20,,2021-04-20,2021-04-20,2021-04-20,2021-04-20,1.5
001592,2022-01-05,2022-01-05,,2022-01-05,2022-01-05,2022-01-05,2022-01-05,3.5
001595,2021-12-13,2021-12-13,,2021-12-13,2021-12-13,2021-12-13,2021-12-13,2.1
001598,2021-03-07,2018-02-NONE,2,2018-02-NONE,2018-02-NONE,2018-02-NONE,2018-02-NONE,2.8
001601,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,2021-02-11,2021-02-11,2.0
001605,2021-03-06,2021-03-06,,2021-03-06,2021-03-06,2021-03-06,2021-03-06,4.2
001608,2021-06-29,2021-06-29,,2021-06-29,2021-06-29,2021-06-29,2021-06-29,1.9
001611,2021-02-12,2021-02-12,,2021-02-12,2021-02-12,2021-02-12,2021-02-12,2.4
001614,2020-09-03,2020-09-03,,2020-09-03,2020-09-03,2020-09-03,2020-09-03,3.9
001617,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2.3
001620,2022-07-19,2022-07-19,,2022-07-19,2022-07-19,2022-07-19,2022-07-19,1.9
001626,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2021-07-03,2021-07-03,1.9
001630,2022-10-21,2022-10-21,,2022-10-21,2022-10-21,2022-10-21,2022-10-21,2.7
001633,2021-05-12,2021-05-12,,2021-05-12,2021-05-12,2021-05-12,2021-05-12,5.3
001637,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2021-04-12,2021-04-12,2.0
001640,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2021-02-28,2021-02-28,10.1
001643,2021-10-16,2021-10-16,,2021-10-16,2021-10-16,2021-10-16,2021-10-16,5.9
001646,2021-10-12,NONE,,NONE,NONE,NONE,NONE,6.8
001649,2019-08-18,2021-01-21,,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2.9
001652,2021-03-09,2021-03-09,,2021-03-09,2021-03-09,2021-03-09,2021-03-09,2.6
001655,2019-09-12,2019-09-12,,2019-09-12,2019-09-12,2019-09-12,2019-09-12,5.0
001659,2022-10-05,2022-10-05,,2022-10-05,2022-10-05,2022-10-05,2022-10-05,3.2
001663,2020-08-29,2020-08-29,,2020-08-29,2020-08-29,2020-08-29,2020-08-29,4.8
001667,2021-09-14,2021-09-14,,2021-09-14,2021-09-14,2021-09-14,2021-09-14,4.4
001670,2021-10-23,2021-10-23,2,2021-10-23,2021-10-23,2021-10-23,2021-10-23,7.6
001673,2021-05-19,2021-05-19,,2021-05-19,2021-05-19,2021-05-19,2021-05-19,8.4
001676,2021-03-15,2021-03-15,,2021-03-15,2021-03-15,2021-03-15,2021-03-15,3.0
001681,2022-10-22,2022-10-22,,2022-10-22,2022-10-22,2022-10-22,2022-10-22,2.3
001684,2021-11-14,2021-11-14,,2021-11-14,2021-11-14,2021-11-14,2021-11-14,2.1
001687,2020-11-27,2020-11-27,,2020-11-27,2020-11-27,2020-11-27,2020-11-27,2.5
001691,2020-08-16,2020-08-16,,2020-08-16,2020-08-16,2020-08-16,2020-08-16,4.7
001695,2022-07-01,2022-07-01,,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2.3
001699,2021-12-22,2021-12-22,,2021-12-22,2021-12-22,2021-12-22,2021-12-22,3.2
001702,2021-05-17,2021-05-17,,2021-05-17,2021-05-17,2021-05-17,2021-05-17,3.4
001705,2021-06-04,2021-06-04,,2021-06-04,2021-06-04,2021-06-04,2021-06-04,3.4
001709,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2021-04-12,2021-04-12,2.1
001712,2021-07-18,2021-07-18,2,2021-07-18,2021-07-18,2021-07-18,2021-07-18,4.6
001715,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2021-02-07,2021-02-07,1.8
001718,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2021-02-08,2021-02-08,1.9
001721,2021-07-06,2021-07-06,2,2021-07-06,2021-07-06,2021-07-06,2021-07-06,9.1
001724,2021-05-13,2021-05-13,,2021-05-13,2021-05-13,2021-05-13,2021-05-13,2.4
001728,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,2021-02-08,2021-02-08,2.0
001731,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,2021-10-02,2021-10-02,2.6
001735,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,2022-01-20,2022-01-20,3.3
001740,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2.3
001744,2022-01-28,2022-01-28,2,2022-01-28,2022-01-28,2022-01-28,2022-01-28,5.4
001748,2019-07-03,2030-12-14,2,2030-12-14,2030-12-14,2030-12-14,2030-12-14,19.8
001751,2021-06-28,2021-06-28,,2021-06-28,2021-06-28,2021-06-28,2021-06-28,3.0
001754,2021-12-05,2021-12-05,,2021-12-05,2021-12-05,2021-12-05,2021-12-05,2.3
001758,2023-03-09,2023-03-09,,2023-03-09,2023-03-09,2023-03-09,2023-03-09,4.6
001762,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,2021-11-22,2021-11-22,4.0
001765,2021-09-10,2021-09-21,,2021-09-21,2021-09-21,2021-09-21,2021-09-21,4.7
001768,2021-06-29,2020-12-30,2,2021-06-29,2021-06-29,2021-06-29,2021-06-29,3.2
001772,2020-08-07,2020-08-07,,2020-08-07,2020-08-07,2020-08-07,2020-08-07,4.1
001775,2021-04-02,2021-04-02,,2021-04-02,2021-04-02,2021-04-02,2021-04-02,2.3
001780,2020-09-01,2020-09-01,2,2020-09-01,2020-09-01,2020-09-01,2020-09-01,12.7
001783,2021-06-13,2021-06-13,,2021-06-13,2021-06-13,2021-06-13,2021-06-13,1.7
001787,2020-12-NONE,NONE-12-20,,NONE-12-20,NONE-12-20,NONE-12-20,NONE-12-20,3.4
001790,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,2021-01-16,2021-01-16,2.2
001793,2021-11-07,2021-11-07,,2021-11-07,2021-11-07,2021-11-07,2021-11-07,3.0
001796,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,3.0
001799,2021-10-14,2021-10-14,,2021-10-14,2021-10-14,2021-10-14,2021-10-14,2.8
001802,2021-05-03,2021-08-05,,2021-08-05,2021-03-05,2021-08-05,2021-03-05,2.8
001805,2020-11-09,2020-11-09,2,2020-02-10,2020-11-09,2020-11-09,2020-11-09,6.2
001808,2020-08-13,2020-08-13,2,2020-08-13,2020-08-13,2020-08-13,2020-08-13,2.7
001811,2023-10-22,2023-10-02,,2023-10-02,2023-10-02,2023-10-02,2023-10-02,5.1
001814,2022-06-07,2022-06-07,,2022-06-07,2022-06-07,2022-06-07,2022-06-07,3.6
001818,2022-01-18,2021-01-19,,2022-01-18,2022-01-18,2022-01-18,2022-01-18,13.7
001821,2020-09-01,2020-09-01,,2020-09-01,2024-01-20,2024-01-20,2024-01-20,7.8
001824,2021-09-07,2021-09-07,,2021-09-07,2021-09-07,2021-09-07,2021-09-07,5.3
001828,2021-11-28,2021-11-28,,2021-11-28,2021-11-28,2021-11-28,2021-11-28,3.0
001831,2020-12-NONE,2020-12-NONE,,2020-12-NONE,2020-12-19,2020-12-19,2020-12-19,1.7
001834,2022-07-12,2022-07-12,,2022-07-12,2022-07-12,2022-07-12,2022-07-12,3.3
001837,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,2021-10-02,2021-10-02,1.8
001840,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2.1
001844,2021-11-23,2021-11-23,,2021-11-23,2021-11-23,2021-11-23,2021-11-23,2.1
001847,2021-09-23,2021-09-23,,2021-09-23,2021-09-23,2021-09-23,2021-09-23,2.6
001850,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,3.0
001853,2022-08-13,NONE,,NONE,NONE,NONE,NONE,7.3
001856,2023-10-28,2023-10-28,,2023-10-28,2023-10-28,2023-10-28,2023-10-28,3.9
001860,2022-07-06,2030-10-05,,2030-10-05,2030-10-05,2030-10-05,2030-10-05,11.8
001863,2023-08-04,2023-08-04,,2023-08-04,2023-08-04,2023-08-04,2023-08-04,5.3
001866,2021-09-17,2021-09-17,,2021-09-17,2021-09-17,2021-09-17,2021-09-17,1.7
001869,2021-09-26,2021-09-26,2,2021-09-26,2021-09-26,2021-09-26,2021-09-26,7.0
001872,2022-10-14,2022-10-14,,2022-10-14,2022-10-14,2022-10-14,2022-10-14,5.2
001876,2021-09-30,2021-09-30,d,2021-09-30,2021-09-30,2021-09-30,2021-09-30,8.3
001879,2021-09-01,2021-09-01,,2021-09-01,2021-09-01,2021-09-01,2021-09-01,9.9
001882,2021-06-20,2021-06-20,,2021-06-20,2021-06-20,2021-06-20,2021-06-20,2.2
001885,2021-12-05,2021-12-05,2,2021-12-05,2021-12-05,2021-12-05,2021-12-05,7.0
001888,2023-08-22,2023-08-22,,2023-08-22,2023-08-22,2023-08-22,2023-08-22,2.2
001891,2022-05-22,2022-05-22,,2022-05-22,2022-05-22,2022-05-22,2022-05-22,4.0
001895,2021-03-17,2021-03-17,,2021-03-17,2021-03-17,2021-03-17,2021-03-17,4.5
001898,2021-05-29,2021-05-29,t,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2.4
001902,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,3.4
001905,2022-01-15,2022-01-15,,2022-01-15,2022-01-15,2022-01-15,2022-01-15,4.5
001908,2021-08-16,2021-08-16,,2021-08-16,2021-08-16,2021-08-16,2021-08-16,2.2
001911,2021-05-21,2021-05-21,,2021-05-21,2021-05-21,2021-05-21,2021-05-21,4.9
001914,2021-09-14,2021-09-14,,2021-09-14,2021-09-14,2021-09-14,2021-09-14,3.6
001917,2021-05-25,2021-05-25,,2021-05-25,2021-05-25,2021-05-25,2021-05-25,3.0
001922,2022-06-14,2022-06-14,,2022-06-14,2022-06-14,2022-06-14,2022-06-14,6.6
001926,2021-04-27,2021-04-27,,2021-04-27,2021-04-27,2021-04-27,2021-04-27,3.5
001930,2022-01-01,2022-01-01,,2022-01-01,2022-01-01,2022-01-01,2022-01-01,6.0
001933,2022-01-22,2022-01-22,,2022-01-22,2022-01-22,2022-01-22,2022-01-22,2.4
001936,2021-12-21,2021-12-21,,2021-12-21,2021-12-21,2021-12-21,2021-12-21,3.0
001939,2021-03-14,2021-03-14,,2021-03-14,2021-03-14,2021-03-14,2021-03-14,2.3
001943,2023-09-29,2023-09-29,,2023-09-29,2023-09-29,2023-09-29,2023-09-29,2.6
001947,2022-08-10,2020-08-10,2,2020-08-10,2020-08-10,2020-08-10,2020-08-10,4.4
001950,2023-07-16,2023-07-16,,2023-07-16,2023-07-16,2023-07-16,2023-07-16,5.6
001953,2021-10-NONE,2021-10-NONE,,2021-01-04,2021-10-05,2021-10-05,2021-10-05,44.1
001956,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,5.6
001959,2020-11-13,2020-11-13,,2020-11-13,2020-11-13,2020-11-13,2020-11-13,4.9
001963,2021-10-09,2021-10-09,2,2021-10-09,2021-10-09,2021-10-09,2021-10-09,3.6
001967,2022-08-24,2022-08-24,,2022-08-24,2022-08-24,2022-08-24,2022-08-24,2.7
001970,2021-06-18,2021-06-18,,2021-06-18,2021-06-18,2021-06-18,2021-06-18,3.5
001973,2023-03-15,2023-03-15,,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2.7
001978,2020-11-04,2020-11-04,,2020-11-04,2020-11-04,2020-11-04,2020-11-04,2.4
001984,2022-01-19,2022-01-19,,2022-01-19,2022-01-19,2022-01-19,2022-01-19,4.7
001987,2021-12-28,NONE,,NONE,NONE,NONE,NONE,36.7
001990,2022-11-23,2022-11-23,,2022-11-23,2022-11-23,2022-11-23,2022-11-23,3.8
001993,2021-10-29,2021-10-29,,2021-10-29,2021-10-29,2021-10-29,2021-10-29,3.8
