image_id,label,base,tags,all4,sec
001733,2022-11-18,2022-11-18,,2022-11-18,2.1
001738,2022-01-05,2022-01-05,,2022-01-05,1.1
001742,2021-10-26,2021-10-26,,2021-10-26,2.2
001746,2021-10-12,2021-10-12,2,2021-10-12,4.2
001750,2021-06-28,2021-06-28,,2021-06-28,4.4
001753,2022-01-10,2022-01-10,,2022-01-10,1.8
001757,2023-03-09,2023-03-09,,2023-03-09,3.2
001761,2021-11-22,2021-11-22,,2021-11-22,2.4
001764,2021-12-23,2021-12-23,,2021-12-23,2.6
001767,2021-06-29,2021-06-29,2,2021-06-29,1.6
001770,2019-10-18,2019-04-19,2,2019-04-19,1.6
001774,2021-04-02,2021-04-02,,2021-04-02,1.6
001779,2021-04-09,2021-04-09,,2021-04-09,2.1
001782,2022-10-01,2022-10-01,,2022-10-01,2.6
001786,2021-09-19,2021-09-19,,2021-09-19,1.3
001789,2021-01-16,2021-01-16,,2021-01-16,1.5
001792,2020-08-13,2020-08-13,,2020-08-13,4.7
001795,2021-01-27,2021-01-27,,2021-01-27,1.3
001798,2021-10-10,2021-10-14,,2021-10-14,1.9
001801,2021-03-05,2021-03-05,,2021-03-05,3.2
001804,2021-01-15,2021-01-15,,2021-01-15,1.7
001807,2021-02-25,2021-02-25,,2021-02-25,2.7
001810,2023-10-22,2023-10-22,,2023-10-22,1.3
001813,2021-03-26,2021-03-26,2,2021-03-26,1.9
001817,2021-04-14,2021-01-16,2,2021-01-16,13.1
001820,2020-09-01,2020-09-01,,2020-09-01,3.9
001823,2021-06-09,2021-06-09,,2021-06-09,2.5
001827,2021-11-28,2021-11-28,,2021-11-28,1.7
001830,2020-12-NONE,2020-12-NONE,,2020-12-NONE,2.2
001833,2022-09-02,NONE,,NONE,7.9
001836,2021-10-02,2021-10-02,,2021-10-02,2.0
001839,2021-10-15,2021-10-15,,2021-10-15,1.7
001843,2021-05-NONE,2021-05-NONE,,2021-05-NONE,2.7
001846,2021-09-23,2023-12-09,,2023-12-09,1.5
001849,2021-11-18,2021-11-18,,2021-11-18,5.8
001852,2022-08-13,NONE,,NONE,16.5
001855,2023-10-28,2023-10-28,,2023-10-28,9.3
001859,2022-07-08,2022-07-08,,2022-07-08,2.3
001862,2023-06-18,2023-06-18,,2023-06-18,3.4
001865,2021-09-17,2021-09-17,,2021-09-17,1.4
001868,2022-07-NONE,NONE,,NONE,7.9
001871,2022-11-10,2020-11-10,2,2022-11-10,2.7
001875,2022-10-21,2021-12-01,,2022-10-21,1.9
001878,2021-11-03,2021-01-03,,2021-01-03,2.4
001881,2021-06-20,2021-06-20,,2021-06-20,1.8
001884,2021-09-09,2021-09-11,,2021-09-11,2.5
001887,2023-08-22,2023-08-22,,2023-08-22,1.4
001890,2021-08-31,2021-08-31,,2021-08-31,2.4
001894,2021-03-19,2021-03-19,,2021-03-19,1.9
001897,2021-05-29,2021-05-29,,2021-05-29,1.7
001901,2021-10-28,2021-10-28,,2021-10-28,1.6
001904,2022-01-15,2022-01-15,,2022-01-15,2.5
001907,2021-08-16,2021-08-16,,2021-08-16,2.2
001910,2021-05-07,2021-05-07,2,2021-05-07,5.1
001913,2021-09-14,2021-09-14,,2021-09-14,2.3
001916,2021-06-24,2021-06-24,,2021-06-24,1.9
001920,2022-10-15,2022-10-15,,2022-10-15,9.0
001924,2022-01-21,NONE,b,NONE,18.6
001928,2022-01-14,2022-01-14,,2022-01-14,1.9
001932,2022-01-22,2022-01-22,,2022-01-22,1.3
001935,2022-03-29,2022-03-29,,2022-03-29,2.5
001938,2021-03-NONE,2021-03-NONE,,2021-03-NONE,2.4
001941,2022-05-27,2022-05-27,,2022-05-27,2.1
001945,2021-08-NONE,NONE,,NONE,21.2
001949,2023-07-16,2023-07-16,d,2023-07-16,2.2
001952,2022-09-16,2022-09-16,,2022-09-16,1.8
001955,2021-10-NONE,2021-10-NONE,,2021-10-NONE,4.3
001958,2020-11-13,2020-11-13,,2020-11-13,3.9
001961,2027-03-21,2027-03-21,,2027-03-21,1.8
001966,2023-10-12,2023-10-12,,2023-10-12,1.7
001969,2021-08-NONE,2030-02-02,,2030-02-02,7.7
001972,2023-03-15,2023-03-15,,2023-03-15,2.6
001975,2021-02-26,2026-02-21,d,2026-02-21,4.2
001983,2021-10-20,2021-10-20,,2021-10-20,2.0
001986,2023-01-04,2023-01-04,,2023-01-04,1.9
001989,2022-11-23,2022-11-23,,2022-11-23,2.9
001992,2021-12-28,2021-12-28,,2021-12-28,2.8
001995,2021-12-18,2021-12-18,,2021-12-18,1.5
001998,2021-12-27,2021-12-27,,2021-12-27,1.8
002001,2022-01-27,2022-02-01,,2022-02-01,2.3
002004,2022-05-15,2022-05-15,,2022-05-15,2.1
002008,2022-01-14,2029-12-NONE,,2029-12-NONE,2.8
002013,2022-10-01,2022-10-01,,2022-10-01,1.8
002016,2022-10-19,2022-10-19,,2022-10-19,1.0
002022,2022-04-09,2022-04-09,,2022-04-09,2.8
002025,2020-01-03,2020-01-03,,2020-01-03,3.6
002028,2020-11-26,2020-11-26,,2020-11-26,2.7
002032,2022-03-22,2022-03-22,,2022-03-22,2.6
002038,2020-11-26,2020-11-26,,2020-11-26,3.9
002042,2020-08-27,2020-08-27,,2020-08-27,4.6
002045,2021-12-10,2021-12-10,,2021-12-10,2.6
002048,2021-07-31,2021-07-31,,2021-07-31,2.6
002051,NONE-04-14,NONE-04-14,,NONE-04-14,2.0
002054,2021-12-NONE,NONE,,NONE,43.5
002058,2022-06-22,2022-06-22,,2022-06-22,4.2
002061,NONE-04-17,NONE,,NONE,9.6
002064,2021-09-03,2021-09-03,,2021-09-03,2.0
002067,2020-04-30,2020-04-30,2,2020-04-30,3.1
002070,2022-03-24,2022-03-24,,2022-03-24,2.3
002073,2024-12-21,2024-12-21,,2024-12-21,2.1
002076,2022-03-04,2022-03-04,,2022-03-04,3.6
002079,2021-01-03,2021-01-03,,2021-01-03,1.5
002083,2020-11-06,2020-11-06,2,2020-11-06,2.7
002086,2021-11-22,2021-11-22,,2021-11-22,5.1
002091,2021-09-21,2021-09-21,,2021-09-21,2.2
002094,2021-04-28,2021-04-28,,2021-04-28,1.1
002097,2022-06-16,2022-06-16,,2022-06-16,2.7
002101,2021-09-17,2021-09-17,,2021-09-17,1.5
002106,2022-01-03,2022-01-03,,2022-01-03,2.1
002112,2022-08-25,2022-08-25,,2022-08-25,1.3
002115,2020-12-01,2020-12-01,,2020-12-01,2.9
002118,2021-01-03,2021-01-03,,2021-01-03,2.9
002121,2020-07-20,2020-07-20,,2020-07-20,1.9
002124,2020-11-02,2020-11-02,,2020-11-02,2.6
002127,2021-11-04,2021-11-04,,2021-11-04,2.2
002130,2021-11-01,2021-11-01,,2021-11-01,1.8
002133,2021-10-04,NONE-10-21,d,NONE-10-21,1.7
002136,2021-10-11,2021-10-11,,2021-10-11,2.4
002139,2021-06-29,2021-06-29,,2021-06-29,2.2
002142,2021-04-11,2021-04-11,,2021-04-11,1.5
002146,2022-07-26,2022-07-26,,2022-07-26,4.5
002149,2021-03-31,2021-03-31,,2021-03-31,3.1
002153,2019-07-11,2019-07-18,2,2019-07-18,1.8
002156,2021-12-25,2021-12-25,,2021-12-25,2.1
002159,NONE-04-13,NONE-04-13,,NONE-04-13,3.3
002162,2023-06-18,2023-01-06,,2023-01-06,6.8
002165,2021-01-29,2020-10-30,2,2020-10-30,2.6
002168,2021-05-28,2021-05-28,,2021-05-28,1.3
002171,2020-06-24,2020-06-24,,2020-06-24,2.4
002175,2021-09-05,2021-09-05,,2021-09-05,1.8
002179,2022-01-19,2022-01-19,,2022-01-19,2.9
002183,2019-02-20,NONE,,NONE,15.7
002186,2020-06-10,2020-06-10,,2020-06-10,3.2
002189,2022-02-04,2022-02-04,,2022-02-04,4.0
002192,2020-10-20,2026-10-20,,2026-10-20,5.1
002195,2021-10-28,2021-10-28,,2021-10-28,1.9
002198,2021-01-13,2021-01-13,,2021-01-13,2.1
002202,2020-10-08,2020-05-02,,2020-05-02,3.4
002207,2020-06-11,2020-06-11,,2020-06-11,5.0
002210,2020-09-22,2020-09-22,2,2020-09-22,3.3
002214,2020-10-16,2020-10-16,,2020-10-16,3.0
002217,2023-05-NONE,2023-05-NONE,,2023-05-NONE,1.4
002220,2019-09-30,2019-09-30,,2019-09-30,2.2
002223,2021-02-07,2021-02-07,,2021-02-07,8.3
002226,2023-03-03,2023-03-03,,2023-03-03,22.0
002229,2023-03-28,2023-03-28,,2023-03-28,2.0
002232,2022-12-20,2022-12-20,,2022-12-20,1.9
002235,2022-02-22,2022-02-22,,2022-02-22,2.3
002238,2022-06-30,2022-06-30,,2022-06-30,2.2
002242,2022-03-13,2022-03-13,,2022-03-13,3.0
002246,2021-07-22,2021-07-22,,2021-07-22,1.4
002249,2021-10-20,2021-10-20,,2021-10-20,3.0
002252,2022-01-04,2022-01-04,,2022-01-04,5.1
002255,2021-10-26,2021-10-26,2,2021-10-26,4.6
002259,2022-12-15,2022-12-15,,2022-12-15,2.3
002265,NONE-03-05,NONE-03-05,,NONE-03-05,1.8
002268,2022-09-NONE,2022-09-NONE,,2022-09-NONE,1.9
002271,2021-08-02,2021-08-02,,2021-08-02,2.2
002274,2021-08-09,2021-08-09,,2021-08-09,2.4
002277,2023-07-NONE,2025-07-NONE,,2025-07-NONE,12.3
002285,2022-01-06,2021-01-07,,2021-01-07,2.7
002289,2021-12-18,2021-12-18,,2021-12-18,1.9
002292,2021-07-03,2021-07-03,,2021-07-03,3.4
002295,2022-09-22,2022-09-22,,2022-09-22,1.8
002299,2021-10-15,2021-10-15,,2021-10-15,2.1
002303,2022-02-03,2022-02-03,,2022-02-03,2.1
002306,2021-11-23,2021-11-23,,2021-11-23,1.2
002309,NONE-03-13,NONE-03-13,2,NONE-03-13,6.9
002313,2021-10-17,2021-10-17,2,2021-10-17,2.0
002318,2020-12-03,2020-12-03,,2020-12-03,1.9
002321,2022-11-04,2022-11-04,,2022-11-04,1.6
002324,2020-09-06,2020-09-06,,2020-09-06,1.5
002327,2022-10-23,2022-10-23,,2022-10-23,2.6
002330,2020-11-30,2020-11-30,,2020-11-30,1.8
002335,2021-11-19,2021-11-19,,2021-11-19,1.3
002338,2023-01-05,2023-01-05,,2023-01-05,1.6
002342,2021-12-15,2021-12-15,2,2021-12-15,1.6
002345,NONE-02-12,2020-05-12,,2020-05-12,1.7
002351,2021-09-13,2021-09-13,,2021-09-13,11.9
002354,2021-10-22,2021-10-22,,2021-10-22,1.5
002357,2021-10-10,2021-10-10,,2021-10-10,1.7
002360,2021-06-10,2021-06-10,,2021-06-10,2.3
002363,2021-08-04,2021-08-04,,2021-08-04,3.5
002366,2020-10-01,2020-10-01,,2020-10-01,1.2
002369,2022-01-16,2022-01-16,,2022-01-16,3.2
002372,2022-11-12,2022-11-12,,2022-11-12,1.7
002375,2019-10-28,2019-10-28,,2019-10-28,1.7
002378,2022-12-21,2022-12-21,,2022-12-21,3.6
002382,2021-08-17,2021-08-17,,2021-08-17,2.9
002385,2019-08-18,2019-08-18,2,2019-08-18,2.8
002388,2021-01-14,2021-01-14,,2021-01-14,1.8
002391,2021-03-18,2021-03-NONE,,2021-03-NONE,2.1
002394,2020-07-01,NONE,,NONE,10.1
002397,2022-01-25,2022-01-25,,2022-01-25,6.5
002400,2023-01-05,2023-01-05,,2023-01-05,1.8
002403,2022-10-02,NONE,,NONE,18.7
002406,2021-11-01,2021-11-01,,2021-11-01,1.4
002409,2022-10-29,2019-10-29,2,2019-10-29,1.7
002412,2023-01-18,2023-01-18,,2023-01-18,2.1
002416,2021-12-25,2021-12-25,,2021-12-25,1.4
002420,2020-10-23,2020-10-23,,2020-10-23,1.2
002424,2022-06-09,2022-06-09,,2022-06-09,1.0
002428,2020-12-23,2020-12-23,,2020-12-23,2.2
002431,2021-06-11,2021-06-11,,2021-06-11,5.7
002435,2021-06-03,2021-06-03,,2021-06-03,3.3
002440,2022-01-26,NONE,,NONE,19.4
002443,2021-11-11,NONE-11-11,,NONE-11-11,2.4
002447,2021-02-04,2021-02-04,,2021-02-04,1.8
002451,2021-08-14,2021-08-14,,2021-08-14,1.4
002454,2023-02-NONE,2023-02-NONE,,2023-02-NONE,3.8
002457,2024-09-15,2024-09-15,,2024-09-15,2.6
002460,2021-11-30,2021-01-30,,2021-11-30,2.9
002463,NONE,2020-12-02,,2020-12-26,3.2
002466,2022-01-20,2022-01-20,,2022-01-20,2.6
002471,2021-03-18,2021-03-18,2,2021-03-18,2.6
002474,2021-03-16,2021-03-16,2,2021-03-16,2.9
002477,2023-03-15,2023-03-15,,2023-03-15,2.1
002480,2022-07-NONE,2022-07-NONE,,2022-07-NONE,1.9
002483,2021-05-05,2021-05-05,,2021-05-05,12.9
002486,2022-08-03,2022-08-03,,2022-08-03,2.0
002489,2021-04-18,2021-04-18,,2021-04-18,2.0
002492,2022-09-08,2020-01-01,,2020-01-01,6.2
002495,2021-01-27,2021-01-27,,2021-01-27,2.4
002499,2021-05-07,2021-05-07,,2021-05-07,2.4
002502,2022-01-24,2022-01-24,,2022-01-24,2.6
002505,2022-01-06,2022-01-06,,2022-01-06,1.3
002508,2021-11-09,2021-11-09,,2021-11-09,2.3
002511,2022-03-09,2022-03-09,,2022-03-09,9.1
002515,2022-02-16,2022-02-16,,2022-02-16,2.2
002519,2023-01-25,2023-01-25,,2023-01-25,2.0
002522,2022-09-14,2022-09-14,,2022-09-14,1.9
002525,2023-01-25,2023-01-25,,2023-01-25,1.7
002528,2021-10-19,2021-10-19,,2021-10-19,2.3
002533,2022-06-30,2022-06-30,,2022-06-30,1.6
002536,2021-09-22,2021-09-22,,2021-09-22,14.6
002539,2021-08-05,2021-08-NONE,,2021-08-NONE,10.9
002542,2021-10-17,2021-10-17,,2021-10-17,1.7
002546,2022-04-NONE,2022-04-NONE,,2022-04-NONE,4.2
002551,2021-09-30,2021-09-30,,2021-09-30,2.1
002554,2021-11-18,2021-11-18,,2021-11-18,2.8
002557,2021-11-17,2021-11-17,,2021-11-17,2.3
002560,2022-10-21,2022-10-21,,2022-10-21,2.6
002563,2021-08-29,2021-08-29,,2021-08-29,2.5
002566,2021-10-15,2021-10-15,,2021-10-15,3.1
002569,2022-04-04,2022-04-04,,2022-04-04,1.6
002572,2021-12-29,2021-12-29,,2021-12-29,3.3
002576,2020-02-18,2020-02-18,,2020-02-18,5.0
002580,2021-11-17,2021-11-17,,2021-11-17,4.0
002583,2021-01-07,2021-01-07,,2021-01-07,2.1
002586,NONE-12-22,NONE-12-22,,NONE-12-22,5.7
002592,2023-08-11,2023-08-11,,2023-08-11,3.0
002598,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2.8
002601,NONE,2020-10-21,m,2020-10-21,1.4
002606,2022-04-02,2022-04-02,,2022-04-02,2.6
002612,2021-12-01,2021-12-01,,2021-12-01,2.0
002617,2022-05-04,2020-02-20,,2020-02-20,6.6
002620,2022-03-31,2022-03-31,,2022-03-31,1.7
002623,2022-12-19,2022-12-19,,2022-12-19,1.7
002626,2021-06-22,2021-06-22,,2021-06-22,2.2
002629,2023-05-NONE,2023-05-20,,2023-02-20,4.6
002633,2022-02-03,2022-02-03,,2022-02-03,4.5
002636,2022-10-09,2022-10-09,,2022-10-09,3.0
002639,2021-12-04,2021-12-04,,2021-12-04,2.0
002642,2021-10-31,2021-10-31,,2021-10-31,6.0
002647,2022-01-24,2022-01-24,,2022-01-24,2.7
002650,2021-07-01,NONE,,NONE,9.1
002656,2021-03-25,2021-03-25,,2021-03-25,1.6
002659,2022-06-11,2022-06-11,,2022-06-11,3.7
002662,2022-01-11,2022-01-11,2,2022-01-11,4.1
002667,2021-09-09,2021-09-09,,2021-09-09,1.8
002670,2023-04-30,2023-04-30,,2023-04-30,2.1
002674,2021-04-25,2021-04-25,,2021-04-25,1.5
002677,2021-08-04,2021-08-04,,2021-08-04,1.6
002680,2021-10-29,2021-10-29,,2021-10-29,2.9
002683,2021-12-03,2021-12-03,,2021-12-03,2.2
002686,2021-11-05,2021-11-05,,2021-11-05,3.0
002689,2021-03-15,2021-03-15,,2021-03-15,1.8
002693,2021-04-19,2021-04-19,,2021-04-19,12.6
002696,2021-07-23,2021-07-23,,2021-07-23,2.4
002699,2021-08-23,2021-08-23,,2021-08-23,2.7
002704,2022-10-29,2022-10-02,,2022-10-02,4.3
002707,2022-01-20,NONE,d,NONE,22.1
002710,2021-10-28,2021-10-28,,2021-10-28,2.8
002713,2021-10-22,2021-12-12,,2021-12-12,2.4
002716,2021-12-15,2021-12-15,,2021-12-15,2.3
002720,2026-01-09,2026-01-09,,2026-01-09,3.1
002724,2019-12-20,NONE,,NONE,9.0
002727,NONE,2017-03-22,,2017-03-22,2.0
002730,2021-06-25,2021-06-25,,2021-06-25,2.7
002733,2021-12-25,2021-12-25,,2021-12-25,3.2
002736,2021-04-28,2021-04-28,,2021-04-28,5.2
002740,2021-12-18,2021-12-18,,2021-12-18,6.3
002745,2024-04-06,2024-04-06,,2024-04-06,2.5
002748,2022-11-12,2022-11-12,,2022-11-12,3.3
002751,2022-02-20,2022-02-20,2,2022-02-20,2.9
002754,2021-05-29,2021-05-29,,2021-05-29,4.5
002757,2022-09-10,2022-09-10,,2022-09-10,3.3
002760,2021-05-12,2021-05-12,,2021-05-12,2.0
002764,2021-11-06,2021-11-06,,2021-11-06,2.7
002767,2021-12-01,2021-12-01,,2021-12-01,2.0
002770,2021-10-11,2021-10-11,,2021-10-11,2.7
002773,2024-05-NONE,2024-05-20,,2024-05-20,2.6
002776,2021-09-15,2021-09-15,,2021-09-15,2.4
002779,2021-10-02,2021-10-02,,2021-10-02,2.3
002782,2021-04-22,2021-04-22,,2021-04-22,10.6
002786,2022-06-22,2022-06-22,2,2022-06-22,7.9
002790,2021-12-06,2021-12-06,,2021-12-06,1.9
002793,2022-10-05,2022-10-05,,2022-10-05,1.7
002796,2021-03-18,2021-03-18,,2021-03-18,1.5
002799,2021-12-27,2021-12-27,2,2021-12-27,4.4
002804,2021-04-19,2021-04-19,,2021-04-19,1.8
002808,2021-12-29,2021-12-22,,2021-12-22,1.8
002811,2023-01-13,2023-01-13,,2023-01-13,4.3
002816,2021-06-28,2020-02-10,2,2020-02-10,7.4
002819,2022-12-01,2022-12-01,,2022-12-01,2.2
002822,2021-10-07,2021-10-07,,2021-10-07,3.5
002827,2021-07-03,NONE,,NONE,8.4
002830,2022-05-21,2022-05-21,,2022-05-21,4.2
002833,2021-08-30,2021-08-30,,2021-08-30,1.7
002837,2022-08-02,2022-08-02,,2022-08-02,1.9
002842,2023-09-22,2023-09-22,,2023-09-22,1.8
002845,2020-03-09,2020-03-09,,2020-03-09,4.1
002848,2021-12-30,NONE,,NONE,13.8
002851,2021-08-02,2021-08-02,,2021-08-02,3.5
002854,2021-08-11,2021-08-11,,2021-08-11,8.2
002857,2023-06-02,2023-06-02,,2023-06-02,6.3
002861,2021-03-25,2021-03-25,,2021-03-25,2.6
002864,2023-03-02,2023-03-02,,2023-03-02,2.0
002869,2021-08-04,2021-08-04,,2021-08-04,6.0
002872,2021-04-07,2021-04-07,,2021-04-07,2.1
002877,2022-12-04,2022-12-04,,2022-12-04,2.4
002881,2021-04-13,2021-04-13,2,2021-04-13,2.3
002884,2022-07-20,2022-07-20,,2022-07-20,1.8
002888,2021-07-15,2021-07-15,,2021-07-15,1.6
002891,2021-11-11,2021-11-11,,2021-11-11,2.2
002895,2024-02-13,2024-02-13,,2024-02-13,1.7
002898,2021-11-09,2021-11-09,,2021-11-09,2.3
002901,2022-08-03,2022-08-03,,2022-08-03,1.5
002904,2023-03-NONE,NONE,,NONE,18.6
002907,2021-10-30,2021-10-30,2,2021-10-30,7.2
002910,2021-07-21,2021-07-21,,2021-07-21,1.8
002913,2020-11-18,2020-11-18,,2020-11-18,2.7
002917,2021-04-30,2021-04-30,,2021-04-30,4.7
002920,2021-09-11,2021-09-11,,2021-09-11,2.0
002924,2021-06-13,2021-06-13,,2021-06-13,2.4
002929,2022-09-27,2022-09-27,,2022-09-27,2.0
002934,2022-02-02,2022-02-02,,2022-02-02,4.0
002937,2021-11-11,2021-11-11,,2021-11-11,5.1
002940,2022-07-29,2029-07-02,,2029-07-02,3.0
002943,2020-06-23,2020-06-23,,2020-06-23,1.1
002946,2021-09-25,2021-09-25,,2021-09-25,2.0
002950,2021-04-30,2021-04-30,,2021-04-30,2.0
002953,2020-05-28,2020-05-28,,2020-05-28,2.0
002958,2022-07-27,2022-07-27,,2022-07-27,1.8
002961,2021-11-21,2021-11-21,,2021-11-21,6.5
002965,2022-09-03,2022-09-03,,2022-09-03,4.0
002968,2021-05-28,2021-05-28,,2021-05-28,3.3
002972,2022-03-20,2022-03-20,,2022-03-20,4.2
002975,2022-03-15,2022-03-15,2,2022-03-15,1.9
002978,2020-07-20,2020-07-20,,2020-07-20,4.5
002981,2021-12-17,2021-12-17,,2021-12-17,2.5
002984,2021-05-01,2021-05-01,,2021-05-01,2.1
002987,2022-04-01,2022-04-01,,2022-04-01,2.4
002990,2021-03-20,2021-09-05,,2021-09-05,2.3
002994,2022-07-13,2022-07-13,,2022-07-13,3.0
002998,2021-10-07,2021-10-07,,2021-10-07,1.5
003001,2021-12-05,2021-12-05,,2021-12-05,2.4
003004,2023-05-NONE,2023-05-NONE,,2023-05-NONE,27.9
003007,2021-11-30,2021-11-30,,2021-11-30,2.3
003010,2021-12-11,2021-01-12,,2021-01-12,15.5
003014,2021-06-12,NONE,,NONE,14.0
003017,2022-02-23,2022-02-23,,2022-02-23,2.5
003021,2021-03-23,2021-03-02,,2021-03-02,4.1
003025,2021-09-13,2021-09-13,,2021-09-13,2.2
003028,2021-09-28,2021-09-28,,2021-09-28,2.7
003031,2020-07-14,2020-07-14,,2020-07-14,1.2
003034,2022-11-21,2022-11-21,,2022-11-21,1.8
003038,2021-02-18,2021-02-18,,2021-02-18,2.3
003041,2022-01-17,2022-01-17,,2022-01-17,2.6
003045,2022-05-02,2022-05-02,,2022-05-02,2.1
003048,2021-04-07,2021-04-07,,2021-04-07,1.9
003052,2020-12-19,2020-12-19,,2020-12-19,2.0
003055,2021-03-06,2021-03-06,,2021-03-06,3.6
003058,2022-02-19,2022-02-19,,2022-02-19,1.6
003061,2022-03-05,2022-03-05,2,2022-03-05,2.3
003065,NONE,2021-11-12,,2021-11-12,2.2
003068,2021-06-15,2021-06-15,,2021-06-15,1.6
003073,2021-08-25,2021-08-25,,2021-08-25,2.2
003076,2021-01-16,2021-01-16,,2021-01-16,2.8
003080,2021-11-01,2021-11-01,,2021-11-01,2.0
003083,2021-12-02,2021-12-02,,2021-12-02,2.5
003086,2021-06-27,2021-06-27,,2021-06-27,1.5
003090,2021-09-15,2021-09-15,,2021-09-15,2.7
003093,2023-01-03,2023-01-03,,2023-01-03,1.8
003096,2022-10-12,2022-10-12,,2022-10-12,2.4
003099,2022-08-07,2022-08-07,,2022-08-07,2.1
003102,2022-03-29,2022-03-29,,2022-03-29,6.6
003105,2023-12-06,2023-12-06,,2023-12-06,1.9
003108,2022-07-16,2022-07-16,,2022-07-16,2.3
003111,2021-06-09,NONE,,NONE,9.0
003114,2021-09-25,2021-09-25,,2021-09-25,3.2
003118,2021-07-10,2021-07-10,,2021-07-10,2.1
003121,2021-09-30,2021-09-30,,2021-09-30,1.9
003125,2021-03-07,2021-03-07,,2021-03-07,1.4
003128,2022-08-25,2022-08-25,,2022-08-25,1.4
003131,2022-03-30,2022-03-30,,2022-03-30,4.1
003134,2021-10-14,2021-10-14,,2021-10-14,3.3
003137,2022-11-09,2022-11-09,,2022-11-09,2.5
003141,2021-07-12,2021-01-13,2,2021-07-12,2.2
003144,2022-01-11,2022-01-11,,2022-01-11,1.8
003147,2021-04-22,2021-04-22,,2021-04-22,2.0
003151,2021-12-10,2021-12-10,,2021-12-10,2.1
003154,2021-07-11,2021-07-11,,2021-07-11,1.6
003157,2021-10-26,2021-10-26,,2021-10-26,2.0
003160,2021-06-13,2021-06-13,,2021-06-13,2.2
003163,2021-02-16,2020-11-17,,2020-11-17,2.7
003166,2021-07-NONE,2021-07-NONE,,2021-07-NONE,3.8
003169,2018-04-21,2018-04-21,,2018-04-21,5.6
003173,2022-05-NONE,2022-05-NONE,,2022-05-NONE,3.8
003177,2021-03-25,2021-03-25,,2021-03-25,2.5
003180,2021-07-08,2021-07-08,,2021-07-08,2.1
003184,2021-06-28,2020-06-28,,2021-06-28,2.1
003187,2022-01-17,2022-01-17,,2022-01-17,2.4
003191,2021-11-19,2021-11-19,2,2021-11-19,2.4
003194,2021-07-13,2021-07-13,,2021-07-13,3.8
003198,2025-10-12,2025-10-12,,2025-10-12,3.5
003201,2022-09-21,2022-09-21,,2022-09-21,3.0
003205,2023-06-26,2023-06-26,,2023-06-26,1.4
003208,2021-07-20,2021-07-20,,2021-07-20,2.3
003211,2021-08-11,2021-08-11,,2021-08-11,2.6
003214,2024-01-12,NONE,,NONE,9.8
003217,2022-01-15,2022-01-15,,2022-01-15,2.9
003220,2021-09-13,2021-09-13,,2021-09-13,1.6
003223,2022-06-14,2022-06-14,,2022-06-14,2.3
003227,2022-01-29,2022-01-29,,2022-01-29,1.9
003230,2022-03-28,NONE,,NONE,14.8
003233,2021-09-21,2021-09-21,,2021-09-21,1.7
003237,2021-03-30,2021-03-30,,2021-03-30,1.6
003241,2022-01-28,2022-01-28,,2022-01-28,3.0
003244,2021-07-NONE,NONE-07-21,,NONE-07-21,14.8
003249,2023-02-01,2023-02-01,,2023-02-01,1.7
003252,2023-04-NONE,2023-04-NONE,,2023-04-NONE,2.7
003256,2022-04-01,2022-04-01,,2022-04-01,3.6
003259,2022-02-10,NONE,,NONE,20.2
003262,2021-06-10,2021-06-10,,2021-06-10,2.4
003265,2021-10-06,2021-10-06,,2021-10-06,1.4
003269,2022-01-28,2022-01-28,,2022-01-28,3.5
003272,2021-05-03,2021-05-03,,2021-05-03,2.9
003275,2021-10-10,2021-10-10,,2021-10-10,3.0
003278,2023-10-02,2023-10-02,,2023-10-02,2.7
003281,2021-10-15,2021-10-15,,2021-10-15,1.6
003284,2021-09-10,2021-09-10,,2021-09-10,2.8
003288,2021-09-25,2021-09-25,2,2021-09-25,2.4
003291,2022-12-22,2022-12-22,,2022-12-22,1.5
003297,2021-10-21,2021-10-21,,2021-10-21,1.8
003300,2023-06-11,2023-06-11,,2023-06-11,2.0
003303,NONE,NONE,,NONE,12.9
003310,2020-08-29,2020-10-04,,2020-10-04,2.0
003316,2022-02-07,2022-02-07,,2022-02-07,4.2
003321,2021-09-01,2021-09-01,,2021-09-01,2.7
003325,2021-06-01,NONE,,NONE,16.4
003328,2021-12-26,2021-12-26,,2021-12-26,1.7
003331,2021-11-03,2021-11-03,t,2021-11-03,2.7
003335,2021-07-02,2021-07-02,,2021-07-02,1.8
003338,2021-06-01,NONE-06-01,,NONE-06-01,11.0
003341,2022-09-29,2022-09-29,,2022-09-29,10.5
003344,2026-09-11,2026-09-11,,2026-09-11,1.8
003349,2025-12-10,2025-01-10,2,2025-01-10,16.8
