image_id,final_date,conf,kind,src,n_cands,sec,bbox,img_wh,cands
000893,2022-02-07,0.647,D_MON_Y,p2,1,3.57,"150,368,318,406",640x640,2022-2-7:D_MON_Y:p2:0.65
000894,2021-06-02,0.986,YYYY,p1@640,1,1.09,"518,277,724,330",1266x949,2021-6-2:YYYY:p1@640:0.99
000895,2021-06-02,0.804,YYYY,p2,1,1.11,"274,182,382,221",640x640,2021-6-2:YYYY:p2:0.80
000897,2025-05-19,0.781,YYYY,p2,2,11.38,"258,669,397,693",1099x1466,2025-5-19:YYYY:p2:0.78|2020-5-1:YY:p1keep/erode2/p1@640:0.81
000898,2025-05-19,0.389,YYYY,dilate2/p1@640,1,11.97,"121,2,411,592",640x640,2025-5-19:YYYY:dilate2/p1@640:0.39
000899,2022-09-02,0.453,YYYY,p2,1,6.49,"129,791,782,820",1007x1343,2022-9-2:YYYY:p2:0.45
000900,2022-09-02,0.996,YYYY,p2,1,2.93,"346,392,492,408",640x640,2022-9-2:YYYY:p2:1.00
000902,2021-11-01,0.678,DMY4,p2,1,2.58,"311,428,394,460",640x640,2021-11-1:DMY4:p2:0.68
000903,2021-08-31,0.99,DMY4,p2,1,1.61,"494,394,650,421",924x1231,2021-8-31:DMY4:p2:0.99
000904,2021-08-22,0.791,DMY4,p2,1,1.61,"141,221,471,307",640x640,2021-8-22:DMY4:p2:0.79
000905,2022-01-NONE,0.306,MMYYYY,p2,1,2.49,"61,405,1343,776",1343x1007,2022-1-None:MMYYYY:p2:0.31
000906,2022-10-15,0.273,CMP6_DMY,p2,2,1.9,"294,305,640,555",640x640,2022-10-15:CMP6_DMY:p2:0.27|2022-1-None:MMYYYY:p1keep/p1@640:0.36
000907,2022-01-NONE,0.99,MMYYYY,p2,1,2.12,"506,500,719,539",1333x1000,2022-1-None:MMYYYY:p2:0.99
000909,2021-09-20,1.0,DMY4,p2,1,0.76,"280,638,407,663",669x895,2021-9-20:DMY4:p2:1.00
000910,2021-09-20,0.993,DMY4,p2,1,0.94,"304,421,426,465",640x640,2021-9-20:DMY4:p2:0.99
000911,2022-05-05,0.874,YYYY,p2,1,2.67,"246,764,408,785",722x964,2022-5-5:YYYY:p2:0.87
000912,2022-05-05,0.335,YYYY,p2,1,2.32,"137,388,522,543",640x640,2022-5-5:YYYY:p2:0.33
000913,2021-10-19,0.723,YYYY,p1@640,1,2.52,"113,654,567,690",756x1008,2021-10-19:YYYY:p1@640:0.72
000914,2021-07-21,0.822,YYYY,p2,1,2.57,"0,359,540,381",711x949,2021-7-21:YYYY:p2:0.82
000915,2021-07-21,0.836,YYYY,p2,1,2.54,"0,226,471,240",640x640,2021-7-21:YYYY:p2:0.84
000916,2026-08-14,0.819,DDMMYY,ft/erode3/p1@1024,1,42.34,"62,397,612,697",678x905,2026-8-14:DDMMYY:ft/erode3/p1@1024:0.82
000918,2020-04-20,0.452,SP_DMY,p1@1024,1,5.38,"72,179,629,224",678x902,2020-4-20:SP_DMY:p1@1024:0.45
000919,2022-03-11,0.999,YYYY,p2,1,2.42,"256,744,383,771",711x962,2022-3-11:YYYY:p2:1.00
000920,2022-03-11,0.998,YYYY,p2,1,2.96,"219,481,332,498",640x640,2022-3-11:YYYY:p2:1.00
000921,2022-02-26,0.863,YYYY,p2,1,1.32,"0,0,665,627",664x888,2022-2-26:YYYY:p2:0.86
000923,2020-01-02,0.984,DDMMYY,p2,1,1.95,"214,233,443,260",654x876,2020-1-2:DDMMYY:p2:0.98
000924,2018-02-02,0.938,DDMMYY,p2,1,1.86,"211,304,463,337",756x1008,2018-2-2:DDMMYY:p2:0.94
000925,NONE-02-02,0.614,MMDD,p2,1,2.33,"152,204,400,246",640x640,None-2-2:MMDD:p2:0.61
000926,2021-06-10,0.971,YYYY,p2,1,1.05,"247,483,367,506",654x873,2021-6-10:YYYY:p2:0.97
000927,2021-08-23,0.77,YYYY,p1keep/p1@640,3,2.59,"203,639,450,666",756x1008,2023-4-8:CMP6_DMY:p1@640:0.56|2021-1-8:YYYY:p2:0.81|2021-8-23:YYYY:p1keep/p1@640:0.77
000928,2022-03-13,0.981,DDMMYY,p2,1,3.76,"217,725,427,745",702x939,2022-3-13:DDMMYY:p2:0.98
000929,2022-03-13,0.957,DDMMYY,p1@640,1,2.65,"154,460,347,506",640x640,2022-3-13:DDMMYY:p1@640:0.96
000930,2021-07-29,0.913,YYYY,p2,1,1.5,"238,485,463,515",756x1008,2021-7-29:YYYY:p2:0.91
000931,2021-07-29,0.796,YYYY,p2,1,2.37,"214,314,403,349",640x640,2021-7-29:YYYY:p2:0.80
000932,2021-05-26,0.948,YYYY,p2,1,2.21,"300,410,448,439",659x879,2021-5-26:YYYY:p2:0.95
000933,NONE,,,,0,12.48,,,
000934,2021-01-25,0.556,YY,p1@640,1,1.99,"121,650,387,730",794x1059,2021-1-25:YY:p1@640:0.56
000936,2021-10-19,0.867,YYYY,p2,2,1.47,"291,414,438,445",788x1051,2021-1-20:YYYY:p2:1.00|2021-10-19:YYYY:p2:0.87
000937,2022-06-11,0.97,YYYY,p2,1,1.86,"253,653,466,682",769x1025,2022-6-11:YYYY:p2:0.97
000938,2022-06-11,0.965,YYYY,p2,1,2.69,"243,405,419,425",640x640,2022-6-11:YYYY:p2:0.96
000940,NONE,,,,0,14.25,,,
000941,2021-07-02,0.854,CMP,p2,1,1.6,"422,400,539,433",834x1112,2021-7-2:CMP:p2:0.85
000942,2021-05-29,0.725,DMY4,p2,2,4.39,"268,336,428,369",794x1058,2020-8-29:DMY4:p2:0.93|2021-5-29:DMY4:p2:0.72
000944,2021-07-03,0.867,DMY4,p2,3,2.98,"165,741,393,766",818x1090,2020-2-4:DMY4:p2:0.98|2021-7-3:DMY4:p2:0.87|2020-4-3:DMY4:p1keep/p1@640:0.99
000946,2021-09-30,0.995,YYYY,p2,1,1.03,"385,298,520,325",722x962,2021-9-30:YYYY:p2:1.00
000947,2021-09-30,0.954,YYYY,p2,1,1.38,"353,200,471,220",640x640,2021-9-30:YYYY:p2:0.95
000948,2021-10-24,0.616,DMY4,p1@640,2,3.71,"0,835,607,923",934x1246,2020-7-24:DMY4:p2:0.80|2021-10-24:DMY4:p1@640:0.62
000949,2021-10-24,0.918,DMY4,blur1/p1@640,2,5.66,"270,428,374,462",640x640,2021-7-20:YYYY:blur1/p1@640:0.92|2021-10-24:DMY4:blur1/p1@640:0.92
000950,2022-09-16,0.89,YYYY,p2,1,2.65,"148,359,567,387",756x1008,2022-9-16:YYYY:p2:0.89
000951,2021-04-05,0.977,YYYY,p2,1,1.48,"369,463,496,495",756x1008,2021-4-5:YYYY:p2:0.98
000952,2021-04-05,0.79,YYYY,p2,1,1.45,"291,271,398,299",640x640,2021-4-5:YYYY:p2:0.79
000953,2021-02-07,0.585,YY,p1@640,1,1.17,"268,868,532,977",953x1271,2021-2-7:YY:p1@640:0.58
000954,2021-02-05,0.549,YY,p1@640,1,1.24,"172,421,331,501",640x640,2021-2-5:YY:p1@640:0.55
000955,2022-01-03,0.694,YY,p2,1,1.1,"268,522,531,558",829x1106,2022-1-3:YY:p2:0.69
000957,2021-01-29,0.526,YY,p2,1,2.51,"150,724,433,784",846x1127,2021-1-29:YY:p2:0.53
000958,2021-02-22,0.64,YY,p1@640,1,1.19,"150,389,301,450",640x640,2021-2-22:YY:p1@640:0.64
000959,2022-07-19,0.407,YYYY,p2,1,5.94,"242,340,548,914",892x1189,2022-7-19:YYYY:p2:0.41
000960,2022-07-19,0.873,YYYY,p2,1,1.69,"209,461,328,505",640x640,2022-7-19:YYYY:p2:0.87
000961,2023-10-21,0.69,YYYY,p2,1,1.54,"363,340,567,417",948x1264,2023-10-21:YYYY:p2:0.69
000963,2023-11-14,0.96,YYYY,p2,1,1.81,"212,337,357,366",813x1084,2023-11-14:YYYY:p2:0.96
000964,2023-11-14,0.947,YYYY,p2,1,1.62,"140,214,259,245",640x640,2023-11-14:YYYY:p2:0.95
000965,2023-07-20,0.526,YY,p1keep/blur1/p1@1024,2,26.33,"157,633,398,711",985x1313,2023-3-20:YY:p2:0.40|2023-7-20:YY:p1keep/blur1/p1@1024:0.53
000966,2021-08-10,0.968,DMY4,p2,1,2.82,"268,461,740,500",1039x1385,2021-8-10:DMY4:p2:0.97
000967,2022-10-17,0.593,YYYY,p2,1,2.16,"261,932,589,977",1010x1347,2022-10-17:YYYY:p2:0.59
000968,2022-10-NONE,0.791,YYYYMM,p2,1,2.22,"195,417,388,499",640x640,2022-10-None:YYYYMM:p2:0.79
000969,2022-06-30,0.812,YYYY,p2,1,3.41,"57,783,991,910",1019x1358,2022-6-30:YYYY:p2:0.81
000970,2022-06-30,0.999,YYYY,p2,1,3.41,"276,410,382,432",640x640,2022-6-30:YYYY:p2:1.00
000972,2021-06-25,0.87,YYYY,p2,1,1.15,"257,617,500,651",909x1211,2021-6-25:YYYY:p2:0.87
000973,NONE,,,,0,25.58,,,
000975,2023-08-03,0.999,YYYY,p2,1,2.22,"229,796,396,824",979x1306,2023-8-3:YYYY:p2:1.00
000976,2023-08-03,0.956,YYYY,p2,1,2.26,"166,375,278,411",640x640,2023-8-3:YYYY:p2:0.96
000977,2020-11-03,0.96,SP_DMY,p1@640,1,4.36,"544,359,710,398",974x1299,2020-11-3:SP_DMY:p1@640:0.96
000978,2022-02-29,0.735,SP_DMY,dilate2/p1@640,1,11.16,"349,198,472,257",640x640,2022-2-29:SP_DMY:dilate2/p1@640:0.74
000979,2021-06-14,0.583,YYYY,p1@640,2,3.17,"324,658,775,715",1042x1390,2020-12-15:YYYY:p1@640:0.72|2021-6-14:YYYY:p1@640:0.58
000981,2021-08-08,0.982,YYYY,p1@640,1,1.5,"222,406,359,439",813x1084,2021-8-8:YYYY:p1@640:0.98
000982,NONE,,,,0,24.09,,,
000983,2021-08-20,0.879,YYYY,p2,1,6.18,"147,891,499,939",1045x1393,2021-8-20:YYYY:p2:0.88
000984,2021-08-20,0.358,YYYY,p2,1,3.14,"82,52,539,417",640x640,2021-8-20:YYYY:p2:0.36
000985,2021-12-28,0.96,MON_DY,p2,1,1.63,"135,838,379,873",1029x1372,2021-12-28:MON_DY:p2:0.96
000988,2021-12-28,0.991,MON_DY,p2,1,1.89,"109,434,271,449",640x640,2021-12-28:MON_DY:p2:0.99
000989,2020-07-21,0.898,YY,ft/p2,1,28.55,"241,629,751,664",980x1307,2020-7-21:YY:ft/p2:0.90
000990,NONE,,,,0,18.72,,,
000991,NONE,,,,0,41.16,,,
000992,2021-03-04,0.88,MON_DY,erode2/p1@640,1,4.42,"54,384,379,448",640x640,2021-3-4:MON_DY:erode2/p1@640:0.88
000993,NONE-02-18,0.327,MMDD,ft/p2,1,15.95,"270,622,572,727",889x1186,None-2-18:MMDD:ft/p2:0.33
000994,NONE-02-13,0.881,MMDD,ft/p2,1,12.67,"392,488,680,597",1023x1364,None-2-13:MMDD:ft/p2:0.88
000995,NONE-02-12,0.67,MMDD,ft/erode2/p1@640,1,8.81,"241,235,416,310",640x640,None-2-12:MMDD:ft/erode2/p1@640:0.67
000996,NONE-12-10,0.687,MMDD,ft/erode2/p1@640,1,16.73,"352,416,558,490",947x1263,None-12-10:MMDD:ft/erode2/p1@640:0.69
000997,NONE,,,,0,15.3,,,
000998,2021-11-11,0.838,DMY4,p2,2,3.85,"97,754,667,792",953x1270,2020-8-11:DMY4:p2:0.97|2021-11-11:DMY4:p2:0.84
000999,2021-11-11,0.747,DMY4,p2,2,2.8,"292,389,478,409",640x640,2020-8-11:DMY4:p2:0.89|2021-11-11:DMY4:p2:0.75
001000,2021-09-07,0.832,D_MON_Y,p2,1,3.42,"213,658,402,683",822x1098,2021-9-7:D_MON_Y:p2:0.83
001002,2022-08-NONE,0.975,YYYYMM,erode2/p1@640,1,4.57,"284,341,467,372",761x1014,2022-8-None:YYYYMM:erode2/p1@640:0.98
001004,2022-09-02,0.651,YY,ft/dilate2/p1@1024,1,35.4,"0,0,405,289",612x832,2022-9-2:YY:ft/dilate2/p1@1024:0.65
001005,2020-08-10,0.559,YMD_GLUED,blur1/p1@640,1,7.59,"201,307,396,369",640x640,2020-8-10:YMD_GLUED:blur1/p1@640:0.56
001006,2020-12-30,0.816,YYYY,p2,2,1.92,"282,518,471,548",1008x756,2022-6-None:YYYYMM:p1@640:0.92|2020-12-30:YYYY:p2:0.82
001007,2022-06-29,0.624,YYYY,p2,2,2.54,"191,463,365,488",640x640,2020-12-30:YYYY:p2:0.87|2022-6-29:YYYY:p2:0.62
001008,2022-11-24,0.989,YYYY,p2,1,1.61,"230,649,400,680",678x905,2022-11-24:YYYY:p2:0.99
001010,2021-08-09,0.343,DMY4,p2,1,2.11,"47,383,741,564",935x703,2021-8-9:DMY4:p2:0.34
001012,2021-11-10,0.654,YYYY,p2,2,2.28,"402,512,653,538",939x704,2020-11-11:YYYY:p2:0.64|2021-11-10:YYYY:p2:0.65
001013,2021-11-10,0.701,YY,p2,2,2.26,"222,472,443,498",640x640,2020-11-11:YYYY:p2:0.47|2021-11-10:YY:p2:0.70
001014,2022-01-11,0.999,YYYY,p2,1,1.68,"203,479,381,504",581x774,2022-1-11:YYYY:p2:1.00
001015,2022-01-11,0.982,YYYY,p2,1,2.27,"246,407,439,434",640x640,2022-1-11:YYYY:p2:0.98
001016,2021-02-21,0.285,MON_DY,p1@640,1,1.81,"328,132,743,650",1008x756,2021-2-21:MON_DY:p1@640:0.29
001017,2021-02-21,0.18,MON_DY,erode3/p1@640,1,5.17,"219,114,472,557",640x640,2021-2-21:MON_DY:erode3/p1@640:0.18
001018,NONE,,,,0,21.25,,,
001019,2021-05-15,0.626,CMP,ft/erode2/p1@640,1,7.95,"272,270,410,320",640x640,2021-5-15:CMP:ft/erode2/p1@640:0.63
001020,2020-02-27,0.654,YYYY,p2,1,2.05,"52,79,786,181",818x727,2020-2-27:YYYY:p2:0.65
001022,2021-01-10,0.819,YYYY,ft/p2,1,13.47,"232,105,366,165",640x640,2021-1-10:YYYY:ft/p2:0.82
001023,2021-07-13,0.966,DMY4,p2,1,1.37,"307,463,674,490",1008x756,2021-7-13:DMY4:p2:0.97
001024,2021-07-13,0.998,DMY4,p2,1,1.35,"213,401,447,432",640x640,2021-7-13:DMY4:p2:1.00
001025,2020-12-09,0.206,YYYY,p2,1,17.52,"48,218,810,678",900x685,2020-12-9:YYYY:p2:0.21
001026,2020-12-09,0.547,YYYY,p2,1,2.66,"109,216,549,277",640x640,2020-12-9:YYYY:p2:0.55
001027,2020-09-08,0.987,YYYY,p2,1,1.62,"78,133,285,159",741x572,2020-9-8:YYYY:p2:0.99
001028,2021-08-01,0.513,DMY4,p2,9,1.97,"291,452,780,597",1008x756,2021-1-8:YYYY:p2:0.51|2021-7-7:YYYY:p2:0.51|2021-8-1:DMY4:p2:0.51|2021-1-8:YYYY:p2:0.51|2021-7-7:YYYY:p2:0.51|2021-8-1:DMY4:p2:0.51|2021-1-8:YYYY:p2:0.51|2021-7-7:YYYY:p2:0.51|2021-8-1:DMY4:p2:0.51
001029,2021-07-07,0.853,YYYY,p2,2,1.86,"216,453,361,485",640x640,2021-1-8:YYYY:p1@640:0.99|2021-7-7:YYYY:p2:0.85
001031,2022-10-01,0.846,DMY4,p2,1,3.84,"0,206,434,242",640x640,2022-10-1:DMY4:p2:0.85
001032,2019-07-16,0.912,YYYY,p2,1,1.77,"120,845,280,884",941x1255,2019-7-16:YYYY:p2:0.91
001034,2021-06-28,0.905,YYYY,p2,1,2.31,"327,618,522,646",717x957,2021-6-28:YYYY:p2:0.90
001035,2020-07-07,0.759,DMY4,p2,1,11.39,"128,506,999,551",1008x756,2020-7-7:DMY4:p2:0.76
001036,2021-10-07,0.433,DMY4,p2,4,9.57,"56,411,640,625",640x640,2020-7-7:DMY4:p2:0.43|2021-10-7:DMY4:p2:0.43|2020-7-7:DMY4:p2:0.43|2021-10-7:DMY4:p2:0.43
001037,2021-03-18,0.717,YYYY,p2,1,1.78,"65,129,511,215",564x948,2021-3-18:YYYY:p2:0.72
001038,2021-12-28,0.982,YYYY,p2,1,1.06,"203,655,536,682",756x1008,2021-12-28:YYYY:p2:0.98
001039,2021-12-28,0.781,YYYY,p1@640,1,1.05,"152,404,436,468",640x640,2021-12-28:YYYY:p1@640:0.78
001040,2022-04-15,0.94,YYYY,p2,1,1.04,"302,474,598,506",1008x756,2022-4-15:YYYY:p2:0.94
001041,2022-04-15,0.802,YMD_GLUED,p2,1,1.0,"167,372,357,410",640x640,2022-4-15:YMD_GLUED:p2:0.80
001042,2021-09-13,0.5,DDMMYY,p2,1,1.16,"582,1373,1072,1472",1535x2048,2021-9-13:DDMMYY:p2:0.50
001043,2021-09-13,0.721,DDMMYY,p2,1,1.14,"273,424,388,472",640x640,2021-9-13:DDMMYY:p2:0.72
001044,2021-04-30,1.0,DMY4,p2,1,1.22,"225,579,362,612",676x902,2021-4-30:DMY4:p2:1.00
001045,2021-04-30,1.0,DMY4,p2,1,1.36,"186,409,314,432",640x640,2021-4-30:DMY4:p2:1.00
001046,2021-10-07,1.0,DMY4,p2,1,2.05,"409,785,535,813",712x951,2021-10-7:DMY4:p2:1.00
001047,2021-05-12,0.942,YYYY,p2,1,0.93,"111,538,243,569",702x936,2021-5-12:YYYY:p2:0.94
001049,2022-01-06,0.562,YYYY,p2,1,1.22,"54,575,602,794",737x981,2022-1-6:YYYY:p2:0.56
001050,2022-01-06,0.425,YYYY,p2,1,1.88,"81,375,546,544",640x640,2022-1-6:YYYY:p2:0.43
001051,2022-12-20,0.765,YYYY,p2,1,2.88,"160,670,385,715",683x912,2022-12-20:YYYY:p2:0.77
001052,2022-12-20,0.382,YYYY,p2,1,2.94,"143,224,450,524",640x640,2022-12-20:YYYY:p2:0.38
001053,2022-09-01,0.359,YYYY,p1@1024,1,5.48,"144,5,579,818",705x942,2022-9-1:YYYY:p1@1024:0.36
001054,2022-09-01,0.296,YYYY,p2,1,3.11,"130,2,553,558",640x640,2022-9-1:YYYY:p2:0.30
001055,2022-08-10,0.759,YYYY,p2,1,1.56,"313,438,740,471",1008x756,2022-8-10:YYYY:p2:0.76
001056,2022-05-27,0.809,YYYY,p2,1,2.43,"181,391,478,423",668x890,2022-5-27:YYYY:p2:0.81
001058,2021-10-14,0.899,YYYY,p2,1,1.04,"236,539,466,594",756x1008,2021-10-14:YYYY:p2:0.90
001060,2022-06-23,0.541,YYYY,p2,1,1.51,"0,222,592,512",756x1008,2022-6-23:YYYY:p2:0.54
001061,2022-07-04,0.416,YYYY,p1@640,3,3.51,"306,345,676,551",1008x756,2021-1-5:YYYY:p2:0.75|2022-7-4:YYYY:p1@640:0.42|2022-4-4:DMY4:p1@640:0.42
001063,2022-01-04,0.699,YYYY,p2,4,2.29,"332,324,660,383",1008x756,2021-1-5:YYYY:p2:0.70|2022-1-4:YYYY:p2:0.70|2021-1-5:YYYY:p2:0.70|2022-1-4:YYYY:p2:0.70
001064,2022-01-04,0.364,YYYY,p2,4,2.34,"203,253,420,401",640x640,2022-1-4:YYYY:p2:0.36|2021-1-5:YYYY:p2:0.36|2022-1-4:YYYY:p2:0.36|2021-1-5:YYYY:p2:0.36
001065,2022-05-04,0.279,YYYY,p2,2,3.65,"185,116,568,797",712x954,2022-5-4:YYYY:p2:0.28|2022-1-8:DMY4:p2:0.28
001066,2022-05-04,0.41,YYYY,p2,1,4.77,"117,58,505,517",640x640,2022-5-4:YYYY:p2:0.41
001067,2021-12-06,0.963,YYYY,p1keep/p1@640,2,1.55,"316,332,449,348",717x957,2021-1-12:YYYY:p2:0.98|2021-12-6:YYYY:p1keep/p1@640:0.96
001068,2021-03-15,0.955,YYYY,p2,1,0.98,"255,461,387,496",756x1008,2021-3-15:YYYY:p2:0.95
001069,2021-03-10,0.842,YYYY,p2,1,1.13,"238,279,352,315",640x640,2021-3-10:YYYY:p2:0.84
001070,NONE-01-24,0.461,MMDD,p2,1,2.07,"47,425,421,468",756x1008,None-1-24:MMDD:p2:0.46
001071,NONE-01-24,0.939,MMDD,p2,1,1.37,"278,257,367,282",640x640,None-1-24:MMDD:p2:0.94
001073,2023-09-18,0.421,YYYY,p2,1,1.77,"31,109,639,496",640x640,2023-9-18:YYYY:p2:0.42
001074,2021-09-30,0.998,DMY4,p2,1,9.83,"161,722,429,750",729x973,2021-9-30:DMY4:p2:1.00
001075,2021-09-30,0.988,DMY4,p2,1,3.52,"161,454,392,482",640x640,2021-9-30:DMY4:p2:0.99
001076,2031-07-21,0.8,DDMMYY,p2,2,2.09,"228,682,389,724",952x1269,2031-7-21:DDMMYY:p2:0.80|2021-7-31:YYYY:p1keep/p1@640:0.99
001078,2023-09-24,0.85,YYYY,p2,1,2.76,"227,549,554,598",762x1106,2023-9-24:YYYY:p2:0.85
001079,2023-09-24,0.767,YYYY,p2,1,1.06,"192,291,457,340",640x640,2023-9-24:YYYY:p2:0.77
001080,2021-10-13,0.302,YY,p2,1,4.69,"0,495,682,532",795x1060,2021-10-13:YY:p2:0.30
001081,2021-06-17,0.969,YYYY,p2,1,2.31,"243,480,434,510",785x998,2021-6-17:YYYY:p2:0.97
001082,2021-06-17,0.725,YYYY,p2,1,2.22,"188,296,344,337",640x640,2021-6-17:YYYY:p2:0.72
001083,2021-07-09,0.845,YYYY,p1@640,1,1.96,"273,673,529,731",787x1051,2021-7-9:YYYY:p1@640:0.84
001084,2021-07-01,0.715,YYYY,p2,1,1.82,"197,391,407,439",640x640,2021-7-1:YYYY:p2:0.72
001085,2023-10-09,0.991,YYYY,p2,1,3.12,"282,780,529,813",765x1093,2023-10-9:YYYY:p2:0.99
001086,2023-10-09,0.865,YYYY,p2,1,1.65,"232,448,440,510",640x640,2023-10-9:YYYY:p2:0.86
001087,2022-06-14,0.92,YYYY,p2,1,0.82,"256,327,450,368",724x964,2022-6-14:YYYY:p2:0.92
001088,2022-06-14,0.942,YYYY,p2,1,0.94,"223,182,396,243",640x640,2022-6-14:YYYY:p2:0.94
001089,2023-08-05,0.622,DMY4,p2,1,3.21,"143,630,519,690",768x977,2023-8-5:DMY4:p2:0.62
001090,2021-04-16,0.925,YYYY,p2,4,3.02,"199,314,553,400",778x1037,2021-4-16:YYYY:p2:0.92|2020-7-17:YYYY:p2:0.92|2020-7-17:YYYY:p2:0.92|2021-4-16:YYYY:p2:0.92
001092,2021-03-19,0.701,YYYY,p2,4,3.53,"27,687,543,759",810x1080,2021-1-20:YYYY:p2:0.70|2021-3-19:YYYY:p2:0.70|2021-3-19:YYYY:p2:0.70|2021-1-20:YYYY:p2:0.70
001093,2021-05-25,0.81,YYYY,p2,1,2.52,"415,630,632,702",974x1299,2021-5-25:YYYY:p2:0.81
001094,2021-01-13,0.934,YY,p1keep/p1@640,4,2.06,"301,731,534,776",946x1261,2021-1-13:YYMM_DAYLA:p2:0.85|2021-1-None:YYMM:p2:0.85|2022-1-12:SP_YMD:p1@640:0.86|2021-1-13:YY:p1keep/p1@640:0.93
001095,2021-01-13,0.836,YY,p1keep/p1@640,2,1.18,"216,366,370,427",640x640,2022-1-None:YYMM:p2:0.64|2021-1-13:YY:p1keep/p1@640:0.84
001096,2021-11-06,0.623,DMY4,p2,9,4.33,"101,510,660,806",743x992,2021-6-11:YYYY:p2:0.62|2021-1-12:YYYY:p2:0.62|2021-11-6:DMY4:p2:0.62|2021-6-11:YYYY:p2:0.62|2021-1-12:YYYY:p2:0.62|2021-11-6:DMY4:p2:0.62|2021-6-11:YYYY:p2:0.62|2021-1-12:YYYY:p2:0.62|2021-11-6:DMY4:p2:0.62
001097,2021-11-06,0.604,DMY4,p1keep/p1@640,5,3.9,"70,305,553,500",640x640,2021-1-1:YYYY:p2:0.58|2021-1-1:YYYY:p2:0.58|2021-1-1:YYYY:p2:0.58|2021-6-11:YYYY:p1keep/p1@640:0.60|2021-11-6:DMY4:p1keep/p1@640:0.60
001098,2021-03-18,0.627,YYYY,p2,4,2.82,"381,487,743,580",967x1289,2021-1-18:YYYY:p2:0.63|2021-3-18:YYYY:p2:0.63|2021-3-18:YYYY:p2:0.63|2021-1-18:YYYY:p2:0.63
001100,2021-03-14,0.836,YYYY,p2,2,3.04,"405,271,539,300",775x1033,2021-1-14:YYYY:p2:0.95|2021-3-14:YYYY:p2:0.84
001101,2021-01-14,0.783,YYYY,p1@640,1,1.94,"301,106,418,165",640x640,2021-1-14:YYYY:p1@640:0.78
001102,2021-03-14,0.956,YYYY,p1@1024,1,2.97,"299,751,497,813",900x1200,2021-3-14:YYYY:p1@1024:0.96
001103,2021-03-14,0.76,YYYY,blur1/p1@640,1,5.02,"226,374,374,421",640x640,2021-3-14:YYYY:blur1/p1@640:0.76
001104,2021-08-26,0.958,YYYY,p2,2,1.91,"280,500,448,528",800x1066,2020-11-27:YYYY:p2:0.98|2021-8-26:YYYY:p2:0.96
001105,2021-08-26,0.921,YYYY,p2,7,1.78,"234,294,371,334",640x640,2020-8-26:YYYY:p2:0.64|2020-11-27:YYYY:p2:0.92|2021-8-26:YYYY:p2:0.92|2021-11-27:MDY4:p2:0.92|2020-11-27:YYYY:p2:0.92|2021-8-26:YYYY:p2:0.92|2021-11-27:MDY4:p2:0.92
001106,2021-03-27,0.888,YYYY,p2,1,1.93,"251,454,605,497",1023x1364,2021-3-27:YYYY:p2:0.89
001107,2021-02-28,0.853,YY,p2,1,1.65,"358,374,559,411",877x1169,2021-2-28:YY:p2:0.85
001108,2021-02-28,0.869,YY,p2,1,1.53,"261,213,406,260",640x640,2021-2-28:YY:p2:0.87
001109,2021-03-22,0.465,YY,p2,1,1.77,"271,512,585,558",924x1231,2021-3-22:YY:p2:0.46
001110,2021-03-22,0.838,EXTEND_R,p2,1,1.9,"268,263,410,346",640x640,2021-3-22:EXTEND_R:p2:0.84
001111,2022-07-12,0.471,YYYY,p2,1,2.48,"250,434,437,747",795x1060,2022-7-12:YYYY:p2:0.47
001112,2022-07-12,0.811,YYYY,p2,1,1.4,"213,397,342,424",640x640,2022-7-12:YYYY:p2:0.81
001113,2023-11-15,0.999,YYYY,p2,1,1.64,"336,660,504,695",926x1235,2023-11-15:YYYY:p2:1.00
001114,2023-11-15,0.283,YYYY,p2,1,1.86,"237,296,373,497",640x640,2023-11-15:YYYY:p2:0.28
001115,2022-01-12,0.512,YYYY,p2,1,1.07,"215,667,464,813",841x1121,2022-1-12:YYYY:p2:0.51
001116,2028-12-01,0.742,DMY4,p1keep/p1@640,3,1.15,"245,422,386,476",640x640,2022-1-12:YYYY:p2:0.76|2022-1-12:YYYY:p2:0.76|2028-12-1:DMY4:p1keep/p1@640:0.74
001117,2022-01-20,0.965,YYYY,p2,1,1.01,"341,757,530,794",879x1173,2022-1-20:YYYY:p2:0.96
001119,2021-12-16,0.971,YYYY,p2,1,1.03,"229,321,355,355",771x1027,2021-12-16:YYYY:p2:0.97
001120,2021-12-01,0.928,YYYY,p2,1,1.31,"173,214,274,239",640x640,2021-12-1:YYYY:p2:0.93
001121,2023-01-10,0.497,YYYY,p1@640,1,3.17,"237,570,591,932",999x1331,2023-1-10:YYYY:p1@640:0.50
001122,2023-01-10,0.84,YYYY,p1@640,1,3.76,"158,402,348,427",640x640,2023-1-10:YYYY:p1@640:0.84
001123,2021-10-09,0.986,DMY4,p2,1,3.42,"231,802,516,839",908x1210,2021-10-9:DMY4:p2:0.99
001124,2021-10-09,0.946,DMY4,p2,1,2.97,"135,408,340,448",640x640,2021-10-9:DMY4:p2:0.95
001125,2021-12-21,0.439,YY_LEAD0,p2,1,1.04,"205,797,493,849",947x1263,2021-12-21:YY_LEAD0:p2:0.44
001126,2021-12-28,0.34,YYYY,p1@640,1,1.25,"140,82,366,427",640x640,2021-12-28:YYYY:p1@640:0.34
001127,2021-06-10,0.696,YY,p2,1,2.97,"306,777,561,811",897x1196,2021-6-10:YY:p2:0.70
