image_id,label,old,tags,kct,kct_tier,sec
001408,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,5.1
001412,2022-09-06,2022-09-06,,2022-09-06,2022-09-06,11.6
001415,2022-04-20,2022-04-20,,2022-04-20,2022-04-20,1.9
001419,2021-07-18,2021-07-18,,2021-07-18,2021-07-18,2.2
001423,2021-11-NONE,2021-11-17,,2021-11-17,2021-11-17,3.9
001427,2020-08-12,2020-08-12,,2020-08-12,2020-08-12,2.8
001431,2021-08-19,2021-08-01,,2021-08-01,2021-08-01,8.1
001435,2021-10-04,2021-02-18,,2021-02-18,2021-02-18,10.5
001439,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,2.9
001442,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,3.7
001445,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,1.9
001449,2022-10-28,2022-10-28,,2022-10-28,2022-10-28,1.6
001452,2022-09-13,2021-08-07,,2021-08-07,2021-08-07,2.9
001455,2022-04-02,2022-01-02,,2022-04-02,2022-04-02,4.5
001458,2022-10-29,2022-10-29,,2022-10-29,2022-10-29,1.7
001461,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,3.0
001465,2022-11-18,NONE-11-18,,NONE-11-18,NONE-11-18,3.3
001468,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,2.8
001471,2021-12-29,2021-12-29,,2021-12-29,2021-12-29,3.9
001474,2022-07-10,2022-07-10,,2022-07-10,2022-07-10,1.7
001477,2022-05-10,NONE,2,NONE,NONE,13.4
001481,NONE-01-31,NONE,,NONE,NONE,21.4
001485,2022-09-28,2022-09-28,,2022-09-28,2022-09-28,4.3
001488,2021-07-12,2021-07-12,,2021-07-12,2021-07-12,1.5
001492,2023-07-08,2023-07-08,,2023-07-08,2023-07-08,2.9
001495,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,2.4
001499,2021-06-30,2021-06-30,,2021-06-30,2021-06-30,3.7
001503,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,1.4
001506,2021-02-19,2021-02-19,,2021-02-19,2021-02-19,3.1
001509,2021-10-19,2021-10-19,,2021-10-19,2021-10-19,4.9
001514,2022-08-16,2022-08-16,,2022-08-16,2022-08-16,1.9
001520,2021-07-08,2021-07-10,,2021-07-10,2021-07-10,11.5
001523,2021-06-14,2021-01-15,2,2021-01-15,2021-01-15,1.8
001526,2021-01-21,2021-01-21,,2021-01-21,2021-01-21,5.2
001529,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,2.1
001532,2022-06-21,2022-06-21,,2022-06-21,2022-06-21,2.9
001536,2021-02-19,2021-02-19,,2021-02-19,2021-02-19,3.5
001540,2021-06-13,2021-06-13,2,2021-06-13,2021-06-13,3.0
001543,2022-01-22,2022-01-22,,2022-01-22,2022-01-22,2.0
001546,2021-07-04,2021-07-04,,2021-07-04,2021-07-04,2.3
001549,2022-09-28,NONE,,NONE,NONE,9.1
001552,NONE-02-19,NONE-02-19,,NONE-02-19,NONE-02-19,2.1
001557,2022-03-16,2022-03-16,2,2022-03-16,2022-03-16,2.7
001561,2022-06-11,2022-06-11,,2022-06-11,2022-06-11,1.6
001564,2020-08-05,NONE,2,NONE,NONE,10.7
001567,2020-04-23,2020-01-15,,2020-01-15,2020-01-15,6.7
001572,2021-06-11,2021-06-11,,2021-06-11,2021-06-11,1.7
001576,2022-03-27,2022-03-27,,2022-03-27,2022-03-27,2.7
001579,2022-11-02,2022-11-02,,2022-11-02,2022-11-02,1.8
001583,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,1.2
001589,2023-01-09,2023-01-09,,2023-01-09,2023-01-09,2.0
001593,2022-01-05,2022-01-05,,2022-01-05,2022-01-05,2.0
001596,2021-02-25,2021-02-25,2,2021-02-25,2021-02-25,2.5
001599,2021-02-15,2021-02-15,,2021-02-15,2021-02-15,1.5
001602,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,1.8
001606,2021-04-03,2021-04-03,,2021-04-03,2021-04-03,2.1
001609,2021-06-29,2021-06-29,,2021-06-29,2021-06-29,1.3
001612,2022-02-25,2022-02-25,,2022-02-25,2022-02-25,1.2
001615,2020-09-03,2020-09-03,,2020-09-03,2020-09-03,2.2
001618,2023-10-06,2023-10-06,,2023-10-06,2023-10-06,1.9
001621,2022-07-19,2022-07-19,,2022-07-19,2022-07-19,1.4
001627,2021-07-03,2022-07-05,,2022-07-05,2022-07-05,3.1
001631,2022-10-21,2022-10-21,,2022-10-21,2022-10-21,2.3
001635,2021-12-22,2021-12-22,,2021-12-22,2021-12-22,2.0
001638,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2.0
001641,2023-01-24,2023-01-24,,2023-01-24,2023-01-24,3.0
001644,2021-10-16,2021-10-15,,2021-10-15,2021-10-15,1.9
001647,2021-12-14,2021-12-14,,2021-12-14,2021-12-14,1.7
001650,2019-08-18,2019-08-18,,2019-08-18,2019-08-18,1.7
001653,2019-08-19,2019-08-19,,2019-08-19,2019-08-19,1.4
001656,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,2.9
001661,2022-04-26,2022-04-26,,2022-04-26,2022-04-26,2.0
001664,2020-08-29,2020-08-29,,2020-08-29,2020-08-29,3.1
001668,2021-09-14,2021-09-14,,2021-09-14,2021-09-14,3.2
001671,2021-10-23,2021-10-23,2,2021-10-23,2021-10-23,2.7
001674,2021-07-18,2021-07-18,,2021-07-18,2021-07-18,2.1
001677,2021-11-28,2021-11-28,,2021-11-28,2021-11-28,2.5
001682,2022-10-22,2022-10-22,,2022-10-22,2022-10-22,1.9
001685,2021-11-29,2021-11-29,2,2021-11-29,2021-11-29,2.8
001689,2021-06-22,NONE,,NONE,NONE,8.2
001692,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2.0
001696,2022-06-23,2022-06-23,,2022-06-23,2022-06-23,1.8
001700,2021-10-27,2021-10-27,,2021-10-27,2021-10-27,14.1
001703,2021-07-16,2021-07-16,,2021-07-16,2021-07-16,2.2
001707,2021-05-02,2021-05-02,,2021-05-02,2021-05-02,1.6
001710,2021-10-15,2021-10-15,2,2021-10-15,2021-10-15,2.8
001713,2021-09-08,2021-09-08,,2021-09-08,2021-09-08,8.9
001716,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2.0
001719,2021-03-11,2021-03-11,,2021-03-11,2021-03-11,2.4
001722,2021-07-06,2021-07-06,2,2021-07-06,2021-07-06,4.1
001725,2021-02-16,2021-02-16,,2021-02-16,2021-02-16,2.0
001729,2021-03-13,2021-03-13,,2021-03-13,2021-03-13,1.4
001732,2022-11-18,2022-11-18,,2022-11-18,2022-11-18,1.5
001736,2021-02-08,2021-02-08,,2021-02-08,2021-02-08,1.3
001741,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,1.6
001745,2022-01-28,2022-01-NONE,2,2022-01-NONE,2022-01-NONE,3.2
001749,2019-07-03,NONE,,NONE,NONE,10.0
001752,2022-01-10,2022-01-10,,2022-01-10,2022-01-10,1.5
001756,2021-12-30,2021-12-20,2,2021-12-20,2021-12-20,3.5
001759,2021-04-24,2021-04-24,,2021-04-24,2021-04-24,4.4
001763,2021-12-23,2021-12-23,,2021-12-23,2021-12-23,2.5
001766,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,2.4
001769,2021-12-22,2021-12-02,,2021-12-02,2021-12-02,3.0
001773,2020-08-07,2020-08-07,,2020-08-07,2020-08-07,3.0
001778,2021-04-09,2021-04-09,,2021-04-09,2021-04-09,1.6
001781,2020-09-01,2020-09-01,2,2020-09-01,2020-09-01,7.1
001785,2021-09-19,2021-09-19,,2021-09-19,2021-09-19,1.7
001788,2020-12-NONE,NONE-12-20,,NONE-12-20,NONE-12-20,2.4
001791,2020-08-13,2020-08-01,,2020-08-01,2020-08-01,3.9
001794,2021-11-07,2021-11-07,,2021-11-07,2021-11-07,2.8
001797,2020-05-26,NONE,2,NONE,NONE,16.0
001800,2021-01-14,2021-01-14,,2021-01-14,2021-01-14,3.6
001803,2021-01-15,2021-01-15,,2021-01-15,2021-01-15,2.1
001806,2020-11-09,NONE,2,NONE,NONE,10.1
001809,2020-08-13,2020-08-13,2,2020-08-13,2020-08-13,2.2
001812,2021-03-26,2021-03-26,2,2021-03-26,2021-03-26,1.9
001816,2021-04-14,2021-04-14,,2021-04-14,2021-04-14,5.6
001819,2022-01-18,2022-01-18,2,2022-01-18,2022-01-18,4.2
001822,2021-06-09,2021-06-09,,2021-06-09,2021-06-09,2.7
001826,2021-09-19,2021-09-19,,2021-09-19,2021-09-19,1.5
001829,2021-03-07,2021-03-07,,2021-03-07,2021-03-07,5.8
001832,2022-09-02,2020-09-02,2,2020-09-02,2020-09-02,3.7
001835,2022-07-12,NONE,,NONE,NONE,6.6
001838,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,2.8
001841,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2.0
001845,2021-11-23,2021-11-23,,2021-11-23,2021-11-23,1.4
001848,2021-11-18,2021-11-18,,2021-11-18,2021-11-18,1.8
001851,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,1.8
001854,2022-01-18,2022-12-10,,2022-12-10,2022-12-10,3.7
001857,2022-07-17,2022-07-17,,2022-07-17,2022-07-17,2.8
001861,2023-06-18,2023-06-18,,2023-06-18,2023-06-18,3.6
001864,2023-08-04,NONE,,NONE,NONE,15.2
001867,2022-07-NONE,2022-07-NONE,,2022-07-NONE,2022-07-NONE,2.3
001870,2021-09-26,2021-09-26,2,2021-09-26,2021-09-26,2.0
001874,2021-10-22,2022-10-21,d,2022-10-21,2022-10-21,2.4
001877,2021-11-03,2021-11-03,,2021-11-03,2021-11-03,2.9
001880,2024-09-01,NONE,,NONE,NONE,8.6
001883,2021-09-09,2021-09-09,,2021-09-09,2021-09-09,3.1
001886,2021-12-05,2021-12-05,2,2021-12-05,2021-12-05,3.2
001889,2021-08-31,2021-08-31,,2021-08-31,2021-08-31,2.9
001893,2021-03-19,2021-03-19,,2021-03-19,2021-03-19,1.9
001896,2021-03-17,2021-03-17,,2021-03-17,2021-03-17,2.2
001900,2021-11-29,NONE,,NONE,NONE,13.1
001903,2027-08-21,2027-08-21,2,2027-08-21,2027-08-21,2.8
001906,2021-09-03,2021-09-03,2,2021-09-03,2021-09-03,2.5
001909,2021-12-29,2021-12-29,,2021-12-29,2021-12-29,5.7
001912,2021-05-21,2021-05-21,,2021-05-21,2021-05-21,3.0
001915,2021-06-24,2021-06-24,,2021-06-24,2021-06-24,2.7
001919,2023-12-20,2023-12-20,,2023-12-20,2023-12-20,3.0
001923,2022-06-14,2022-06-14,,2022-06-14,2022-06-14,3.5
001927,2021-04-27,2021-04-27,,2021-04-27,2021-04-27,2.3
001931,2022-01-01,2022-01-01,,2022-01-01,2022-01-01,2.0
001934,2022-03-29,2022-03-29,,2022-03-29,2022-03-29,3.2
001937,2021-12-21,2021-12-21,,2021-12-21,2021-12-21,6.6
001940,2021-03-14,2021-03-14,b,2021-03-14,2021-03-14,5.5
001944,2023-09-29,NONE,t,NONE,NONE,8.2
001948,2022-08-10,2022-08-10,2,2022-08-10,2022-08-10,11.0
001951,2022-09-16,2022-09-16,,2022-09-16,2022-09-16,3.3
001954,2021-10-NONE,2027-10-NONE,,2021-07-04,2021-07-04,3.9
001957,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2021-10-NONE,6.4
001960,2022-06-15,2022-06-15,,2022-06-15,2022-06-15,3.5
001965,2023-10-12,2023-10-12,,2023-10-12,2023-10-12,1.8
001968,2022-08-24,2022-08-24,,2022-08-24,2022-08-24,2.0
001971,2021-06-18,2021-06-18,,2021-06-18,2021-06-18,2.3
001974,2021-09-NONE,2021-09-NONE,,2021-09-NONE,2021-09-NONE,4.7
001982,2021-10-20,2021-10-20,,2021-10-20,2021-10-20,1.6
001985,2022-01-19,2022-01-19,,2022-01-19,2022-01-19,1.8
001988,2021-12-28,NONE,,NONE,NONE,10.8
001991,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2.9
001994,2021-10-29,2021-10-29,,2021-10-29,2021-10-29,2.3
001997,2021-12-27,2021-12-27,,2021-12-27,2021-12-27,2.8
002000,2021-04-24,2021-04-24,,2021-04-24,2021-04-24,3.0
002003,2022-05-15,2022-05-15,,2022-05-15,2022-05-15,1.5
002007,2022-01-14,2022-01-14,,2022-01-14,2022-01-14,4.5
002011,2020-06-30,NONE,,NONE,NONE,15.2
002015,2023-06-28,2023-08-28,,2023-08-28,2023-08-28,2.4
002019,2022-03-09,2022-03-09,,2022-03-09,2022-03-09,9.1
002024,2020-11-10,2020-11-10,,2020-11-10,2020-11-10,1.9
002027,2020-11-26,2020-11-26,,2020-11-26,2020-11-26,3.2
002030,2019-11-18,2019-11-18,,2019-11-18,2019-11-18,2.1
002037,2020-08-22,2020-08-22,,2020-08-22,2020-08-22,1.8
002040,2021-12-03,2021-12-03,,2021-12-03,2021-12-03,2.1
002044,2019-12-20,2019-12-20,,2019-12-20,2019-12-20,2.1
002047,2021-07-31,2021-07-31,,2021-07-31,2021-07-31,2.2
002050,2021-03-25,2021-03-25,,2021-03-25,2021-03-25,4.8
002053,2020-08-11,2020-08-11,,2020-08-11,2020-08-11,3.8
002056,2021-12-17,2021-12-17,,2021-12-17,2021-12-17,1.7
002060,NONE-04-17,NONE-04-17,,NONE-04-17,NONE-04-17,5.9
002063,2023-02-NONE,2023-02-NONE,,2023-02-NONE,2023-02-NONE,2.7
002066,2020-04-30,2020-04-30,2,2020-04-30,2020-04-30,2.5
002069,2022-12-11,2022-12-11,,2022-12-11,2022-12-11,2.1
002072,2024-12-21,2024-12-21,,2024-12-21,2024-12-21,2.3
002075,2020-05-28,2020-05-28,,2020-05-28,2020-05-28,2.0
002078,2020-10-21,2020-10-21,,2020-10-21,2020-10-21,1.6
002082,2019-07-09,2019-07-09,,2019-07-09,2019-07-09,1.6
002085,2021-11-22,2021-11-22,,2021-11-22,2021-11-22,1.6
002090,2021-11-09,2021-11-09,,2021-11-09,2021-11-09,2.6
002093,2021-11-17,2021-11-17,,2021-11-17,2021-11-17,3.4
002096,2022-06-16,2022-06-16,,2022-06-16,2022-06-16,1.2
002099,2021-05-25,2021-05-25,,2021-05-25,2021-05-25,2.1
002103,2021-12-25,2021-12-19,,2021-12-19,2021-12-19,1.9
002111,2022-08-25,2022-08-25,,2022-08-25,2022-08-25,1.0
002114,2020-12-01,2020-12-01,,2020-12-01,2020-12-01,2.0
002117,2020-07-05,2020-07-05,,2020-07-05,2020-07-05,3.4
002120,2020-07-20,2020-07-20,,2020-07-20,2020-07-20,1.5
002123,2020-11-02,2020-11-02,,2020-11-02,2020-11-02,3.0
002126,2021-04-21,2021-04-02,,2021-04-02,2021-04-02,2.0
002129,2021-08-12,2021-08-12,,2021-08-12,2021-08-12,1.6
002132,2021-10-04,2021-10-04,,2021-10-04,2021-10-04,1.8
002135,2022-11-02,2022-11-02,,2022-11-02,2022-11-02,3.8
002138,2021-06-29,2021-06-29,,2021-06-29,2021-06-29,2.2
002141,2021-04-11,2021-04-11,,2021-04-11,2021-04-11,1.6
002145,2021-07-13,2021-07-13,,2021-07-13,2021-07-13,2.7
002148,2022-01-03,2022-01-01,,2022-01-01,2022-01-01,7.9
002152,2019-07-11,2019-07-18,2,2019-07-18,2019-07-18,1.4
002155,2021-05-21,2021-05-21,,2021-05-21,2021-05-21,1.9
002158,NONE-04-13,NONE-04-13,,NONE-04-13,NONE-04-13,2.8
002161,2021-04-08,2021-04-08,,2021-04-08,2021-04-08,18.3
002164,2021-01-29,2020-10-30,2,2020-10-30,2020-10-30,2.8
002167,2021-05-28,2021-05-02,,2021-05-28,2021-05-28,2.2
002170,2020-01-15,2020-01-15,,2020-01-15,2020-01-15,2.1
002174,2021-09-05,2021-09-05,,2021-09-05,2021-09-05,2.0
002178,2022-05-19,2022-05-19,,2022-05-19,2022-05-19,2.2
002181,2018-12-04,2018-12-04,,2018-12-04,2018-12-04,3.7
002185,2020-09-25,2020-09-25,,2020-09-25,2020-09-25,2.1
002188,2020-08-07,2020-08-07,,2020-08-07,2020-08-07,2.3
002191,2020-10-20,2020-10-20,,2020-10-20,2020-10-20,1.1
002194,2020-06-10,2020-06-01,,2020-06-01,2020-06-01,1.7
002197,2021-01-13,2021-01-13,,2021-01-13,2021-01-13,1.6
002201,2020-10-08,2020-10-08,,2020-10-08,2020-10-08,2.3
002205,2021-03-05,2021-03-05,,2021-03-05,2021-03-05,1.4
002209,2022-05-31,2022-05-31,,2022-05-31,2022-05-31,2.3
002213,2020-10-30,2020-10-30,,2020-10-30,2020-10-30,10.6
002216,2023-06-NONE,2023-06-NONE,,2023-06-NONE,2023-06-NONE,2.1
002219,2022-02-01,2022-02-01,,2022-02-01,2022-02-01,2.4
002222,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2.6
002225,2022-09-14,2022-09-14,,2022-09-14,2022-09-14,2.3
002228,2023-03-28,2023-03-28,,2023-03-28,2023-03-28,2.1
002231,2022-07-21,2022-07-21,,2022-07-21,2022-07-21,1.2
002234,2023-01-21,2023-01-21,,2023-01-21,2023-01-21,1.9
002237,2021-06-08,2021-06-08,,2021-06-08,2021-06-08,2.4
002241,2021-05-26,NONE,,NONE,NONE,9.5
002245,2021-05-21,2021-05-21,2,2021-05-21,2021-05-21,4.8
002248,2021-09-07,2021-09-07,,2021-09-07,2021-09-07,2.2
002251,2021-05-09,2021-05-09,,2021-05-09,2021-05-09,2.9
002254,2021-10-26,2021-10-26,2,2021-10-26,2021-10-26,10.3
002257,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,2.0
002263,2021-12-01,2021-12-NONE,,2021-12-NONE,2021-12-01,1.8
002267,2022-09-NONE,2022-09-NONE,,2022-09-NONE,2022-09-NONE,2.1
002270,2021-03-16,2021-03-16,,2021-03-16,2021-03-16,1.7
002273,2021-08-09,2021-08-09,,2021-08-09,2021-08-09,2.0
002276,2023-12-22,2023-12-02,2,2023-12-02,2023-12-02,1.6
002283,2022-01-20,2022-01-20,2,2022-01-20,2022-01-20,3.1
002288,2024-12-18,2021-12-18,,2021-12-18,2021-12-18,1.4
002291,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,1.9
002294,2022-09-22,2022-09-22,,2022-09-22,2022-09-22,2.5
002298,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,1.3
002302,2022-02-03,2022-02-03,,2022-02-03,2022-02-03,1.4
002305,2022-07-31,2022-07-31,,2022-07-31,2022-07-31,1.6
002308,2021-11-15,2021-11-15,,2021-11-15,2021-11-15,10.2
002312,2020-08-17,2020-08-17,,2020-08-17,2020-08-17,1.9
002316,2022-06-15,2022-06-15,,2022-06-15,2022-06-15,7.4
002320,2020-10-29,2020-10-29,,2020-10-29,2020-10-29,1.6
002323,NONE-04-15,NONE-04-15,,NONE-04-15,NONE-04-15,4.6
002326,2022-10-23,2022-10-23,,2022-10-23,2022-10-23,1.7
002329,2020-11-30,2020-11-30,,2020-11-30,2020-11-30,1.3
002333,2021-10-04,2021-10-04,,2021-10-04,2021-10-04,0.9
002337,2023-01-05,2023-01-05,,2023-01-05,2023-01-05,1.2
002341,2021-12-15,2021-12-15,2,2021-12-15,2021-12-15,2.4
002344,2022-04-09,2022-04-09,,2022-04-09,2022-04-09,2.0
002348,2021-10-04,2021-10-04,,2021-10-04,2021-10-04,1.5
002353,2021-10-22,2021-10-22,,2021-10-22,2021-10-22,1.7
002356,2021-02-12,2021-02-12,,2021-02-12,2021-02-12,1.6
002359,2021-06-10,2021-06-10,,2021-06-10,2021-06-10,1.5
002362,NONE,2019-12-10,,2019-12-10,2019-12-10,3.2
002365,2021-12-22,2021-12-22,,2021-12-22,2021-12-22,1.3
002368,2022-01-16,2022-01-16,,2022-01-16,2022-01-16,2.3
002371,2022-11-12,2022-11-12,,2022-11-12,2022-11-12,2.0
002374,2021-12-27,2028-10-NONE,,2028-10-NONE,2028-10-NONE,1.4
002377,2022-12-21,2022-12-21,,2022-12-21,2022-12-21,2.4
002380,2022-10-20,2022-10-20,,2022-10-20,2022-10-20,3.4
002384,2020-10-08,2020-10-08,,2020-10-08,2020-10-08,2.9
002387,2021-01-14,2021-01-14,,2021-01-14,2021-01-14,1.2
002390,2021-03-18,2021-08-NONE,,2021-08-NONE,2021-08-NONE,1.8
002393,2020-07-01,2020-07-01,,2020-07-01,2020-07-01,4.5
002396,2022-01-25,2022-01-25,,2022-01-25,2022-01-25,1.7
002399,2021-09-18,2021-09-18,,2021-09-18,2021-09-18,1.7
002402,2022-11-04,NONE,,NONE,NONE,13.8
002405,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,1.3
002408,2022-10-29,2022-10-29,2,2022-10-29,2022-10-29,1.9
002411,2023-01-12,2023-01-12,,2023-01-12,2023-01-12,1.5
002414,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,2.5
002419,2023-05-10,2023-05-10,,2023-05-10,2023-05-10,1.8
002423,2023-02-07,2023-02-07,,2023-02-07,2023-02-07,2.5
002426,2021-01-18,2021-01-18,,2021-01-18,2021-01-18,1.7
002430,2021-06-11,2021-06-11,,2021-06-11,2021-06-11,5.7
002434,2023-01-07,2023-01-07,,2023-01-07,2023-01-07,1.8
002439,2022-01-26,2022-01-26,,2022-01-26,2022-01-26,2.0
002442,2021-08-03,2021-08-03,,2021-08-03,2021-08-03,1.6
002446,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,1.5
002450,2021-06-09,NONE,2,NONE,NONE,8.1
002453,2021-12-22,NONE,,NONE,NONE,11.5
002456,2024-09-15,2024-09-15,,2024-09-15,2024-09-15,4.8
002459,2021-11-30,2021-11-30,,2021-11-30,2021-11-30,4.2
002462,2020-12-21,2020-12-02,,2020-12-02,2020-12-02,2.0
002465,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,3.0
002470,2023-06-22,2023-06-22,,2023-06-22,2023-06-22,1.7
002473,2021-03-16,2021-03-16,2,2021-03-16,2021-03-16,3.2
002476,2021-03-13,2021-03-13,,2021-03-13,2021-03-13,2.5
002479,2022-07-NONE,2022-07-NONE,,2022-07-NONE,2022-07-NONE,1.3
002482,2021-03-28,2021-05-28,,2021-05-28,2021-05-28,1.6
002485,2022-08-03,2022-08-03,,2022-08-03,2022-08-03,1.6
002488,NONE,2021-02-06,m,2021-02-06,2021-02-06,1.3
002491,2022-09-08,NONE-08-09,,NONE-08-09,NONE-08-09,10.6
002494,2022-02-10,2022-02-10,,2022-02-10,2022-02-10,1.7
002497,2023-01-24,2024-09-NONE,,2024-09-NONE,2024-09-NONE,2.0
002501,2021-08-21,2021-08-21,,2021-08-21,2021-08-21,3.8
002504,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,1.2
002507,2021-08-08,2021-08-08,,2021-08-08,2021-08-08,2.4
002510,2022-03-09,2022-03-09,,2022-03-09,2022-03-09,1.4
002514,2022-02-16,2022-02-16,,2022-02-16,2022-02-16,3.0
002518,2023-01-25,2023-01-25,,2023-01-25,2023-01-25,2.2
002521,2023-10-02,2023-10-02,,2023-10-02,2023-10-02,1.7
002524,2023-01-25,2023-01-25,,2023-01-25,2023-01-25,1.5
002527,2023-02-15,2023-02-15,,2023-02-15,2023-02-15,1.8
002532,2022-06-30,2022-06-30,,2022-06-30,2022-06-30,2.3
002535,2021-12-04,2021-12-04,,2021-12-04,2021-12-04,2.3
002538,2021-08-05,2021-08-05,,2021-08-05,2021-08-05,5.0
002541,2021-12-19,2021-12-19,,2021-12-19,2021-12-19,4.0
002544,2021-03-21,2021-03-21,,2021-03-21,2021-03-21,19.6
002550,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2.8
002553,2021-02-22,2022-01-21,,2022-01-21,2022-01-21,1.7
002556,2021-11-17,2021-11-17,,2021-11-17,2021-11-17,2.0
002559,2022-04-01,2022-04-07,,2022-04-07,2022-04-07,7.0
002562,2021-08-29,2021-08-29,,2021-08-29,2021-08-29,1.7
002565,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2.1
002568,2022-04-04,2022-04-04,,2022-04-04,2022-04-04,1.7
002571,2021-05-07,2021-01-08,2,2021-05-07,2021-05-07,2.2
002575,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2.8
002579,2024-01-14,2024-01-14,,2024-01-14,2024-01-14,3.6
002582,2021-01-07,2021-01-07,,2021-01-07,2021-01-07,1.8
002585,2023-11-04,2023-11-04,,2023-11-04,2023-11-04,3.4
002590,2023-10-27,2023-10-27,,2023-10-27,2023-10-27,4.5
002596,2022-10-22,2022-10-22,,2022-10-22,2022-10-22,3.3
002600,NONE,2020-10-21,m,2020-10-21,2020-10-21,1.9
002603,2022-07-07,2022-07-07,,2022-07-07,2022-07-07,2.7
002611,2021-12-01,2021-12-01,,2021-12-01,2021-12-01,2.1
002616,2022-12-21,2022-12-21,,2022-12-21,2022-12-21,1.9
002619,2022-03-31,2022-03-31,,2022-03-31,2022-03-31,1.8
002622,2023-12-21,2023-12-21,,2023-12-21,2023-12-21,1.6
002625,2021-06-22,2021-06-22,,2021-06-22,2021-06-22,1.8
002628,2021-12-08,2021-12-08,,2021-12-08,2021-12-08,1.5
002632,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,2.6
002635,2022-10-09,2022-10-09,,2022-10-09,2022-10-09,2.9
002638,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,4.5
002641,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,4.7
002645,2021-12-14,2021-12-14,,2021-12-14,2021-12-14,4.5
002649,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,2.4
002655,2021-03-25,2021-03-20,,2021-03-20,2021-03-20,1.7
002658,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,3.3
002661,2022-01-11,2022-01-11,2,2022-01-11,2022-01-11,5.3
002664,2021-08-18,2021-08-18,2,2021-08-18,2021-08-18,1.9
002669,2022-04-18,2022-04-18,,2022-04-18,2022-04-18,2.5
002673,2021-04-25,2021-04-25,,2021-04-25,2021-04-25,1.7
002676,2021-03-23,2021-03-23,,2021-03-23,2021-03-23,1.7
002679,2021-07-17,2021-07-17,,2021-07-17,2021-07-17,1.8
002682,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,3.0
002685,2021-07-28,2021-07-28,,2021-07-28,2021-07-28,3.7
002688,2021-06-11,2021-06-11,,2021-06-11,2021-06-11,3.7
002691,2021-03-10,2021-03-10,,2021-03-10,2021-03-10,2.8
002695,2022-01-14,2022-01-14,,2022-01-14,2022-01-14,11.2
002698,2021-11-29,2021-11-29,,2021-11-29,2021-11-29,2.2
002702,2022-12-16,2022-12-16,,2022-12-16,2022-12-16,2.0
002706,2021-12-07,2021-12-07,,2021-12-07,2021-12-07,1.5
002709,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2.4
002712,2022-01-11,2022-01-11,,2022-01-11,2022-01-11,2.4
002715,2021-12-15,2021-12-15,,2021-12-15,2021-12-15,2.4
002719,2026-01-09,2026-01-09,,2026-01-09,2026-01-09,3.2
002722,2022-12-30,2022-12-30,,2022-12-30,2022-12-30,3.3
002726,2017-03-22,2017-03-22,,2017-03-22,2017-03-22,1.8
002729,2021-11-04,2021-11-04,,2021-11-04,2021-11-04,3.2
002732,2021-12-25,2021-12-25,,2021-12-25,2021-12-25,3.7
002735,2022-02-04,2022-02-04,,2022-02-04,2022-02-04,1.9
002739,2021-09-26,2021-09-26,2,2021-09-26,2021-09-26,2.0
002743,2021-08-13,2021-08-13,,2021-08-13,2021-08-13,3.8
002747,2022-01-08,2022-01-08,,2022-01-08,2022-01-08,3.0
002750,2022-06-15,2022-06-15,,2022-06-15,2022-06-15,1.6
002753,2022-01-NONE,2022-01-NONE,,2022-01-NONE,2022-01-NONE,2.3
