image_id,label,old,tags,all4,sec
001728,2021-02-08,2021-02-08,,2021-02-08,1.6
001731,2021-10-02,2021-10-02,,2021-10-02,1.5
001735,2022-01-20,2022-01-20,,2022-01-20,2.0
001740,2022-11-01,2022-11-01,,2022-11-01,2.2
001744,2022-01-28,2022-01-28,2,2022-01-28,2.8
001748,2019-07-03,2030-12-14,2,2030-12-14,18.5
001751,2021-06-28,2021-06-28,,2021-06-28,2.9
001754,2021-12-05,2021-12-05,,2021-12-05,2.2
001758,2023-03-09,2023-03-09,,2023-03-09,4.1
001762,2021-11-22,2021-11-22,,2021-11-22,2.9
001765,2021-09-10,2021-09-21,,2021-09-21,2.9
001768,2021-06-29,2020-12-30,2,2021-06-29,2.4
001772,2020-08-07,2020-08-07,,2020-08-07,2.9
001775,2021-04-02,2021-04-02,,2021-04-02,1.9
001780,2020-09-01,2020-09-01,2,2020-09-01,6.7
001783,2021-06-13,2021-06-13,,2021-06-13,1.4
001787,2020-12-NONE,NONE-12-20,,NONE-12-20,1.8
001790,2021-01-16,2021-01-16,,2021-01-16,1.7
001793,2021-11-07,2021-11-07,,2021-11-07,2.2
001796,2021-01-27,2021-01-27,,2021-01-27,2.5
001799,2021-10-14,2021-10-14,,2021-10-14,2.6
001802,2021-05-03,2021-08-05,,2021-08-05,2.5
001805,2020-11-09,2020-11-09,2,2020-02-10,4.5
001808,2020-08-13,2020-08-13,2,2020-08-13,2.3
001811,2023-10-22,2023-10-02,,2023-10-02,4.2
001814,2022-06-07,2022-06-07,,2022-06-07,3.5
001818,2022-01-18,2021-01-19,,2022-01-18,6.4
001821,2020-09-01,2020-09-01,,2020-02-01,4.3
001824,2021-09-07,2021-09-07,,2021-09-07,3.7
001828,2021-11-28,2021-11-28,,2021-11-28,3.7
001831,2020-12-NONE,2020-12-NONE,,2020-12-NONE,1.9
001834,2022-07-12,2022-07-12,,2022-07-12,3.9
001837,2021-10-02,2021-10-02,,2021-10-02,2.1
001840,2021-09-30,2021-09-30,,2021-09-30,1.6
001844,2021-11-23,2021-11-23,,2021-11-23,2.4
001847,2021-09-23,2021-09-23,,2021-09-23,1.8
001850,2021-12-16,2021-12-16,,2021-12-16,2.1
001853,2022-08-13,NONE,,NONE,8.2
001856,2023-10-28,2023-10-28,,2023-10-28,2.9
001860,2022-07-06,2030-10-05,,2030-10-05,8.7
001863,2023-08-04,2023-08-04,,2023-08-04,2.5
001866,2021-09-17,2021-09-17,,2021-09-17,1.6
001869,2021-09-26,2021-09-26,2,2021-09-26,3.1
001872,2022-10-14,2022-10-14,,2022-10-14,2.7
001876,2021-09-30,2021-09-30,d,2021-09-30,4.0
001879,2021-09-01,2021-09-01,,2021-09-01,5.8
001882,2021-06-20,2021-06-20,,2021-06-20,1.3
001885,2021-12-05,2021-12-05,2,2021-12-05,3.3
001888,2023-08-22,2023-08-22,,2023-08-22,1.7
001891,2022-05-22,2022-05-22,,2022-05-22,2.2
001895,2021-03-17,2021-03-17,,2021-03-17,2.1
001898,2021-05-29,2021-05-29,t,2021-05-29,1.8
001902,2021-10-28,2021-10-28,,2021-10-28,2.2
001905,2022-01-15,2022-01-15,,2022-01-15,2.0
001908,2021-08-16,2021-08-16,,2021-08-16,1.7
001911,2021-05-21,2021-05-21,,2021-05-21,3.0
001914,2021-09-14,2021-09-14,,2021-09-14,1.9
001917,2021-05-25,2021-05-25,,2021-05-25,1.7
001922,2022-06-14,2022-06-14,,2022-06-14,3.4
001926,2021-04-27,2021-04-27,,2021-04-27,2.0
001930,2022-01-01,2022-01-01,,2022-01-01,1.6
001933,2022-01-22,2022-01-22,,2022-01-22,1.7
001936,2021-12-21,2021-12-21,,2021-12-21,2.4
001939,2021-03-14,2021-03-14,,2021-03-14,2.6
001943,2023-09-29,2023-09-29,,2023-09-29,1.8
001947,2022-08-10,2020-08-10,2,2020-08-10,3.1
001950,2023-07-16,2023-07-16,,2023-07-16,5.7
001953,2021-10-NONE,2021-10-NONE,,2021-01-04,33.9
001956,2021-10-NONE,2021-10-NONE,,2021-10-NONE,3.9
001959,2020-11-13,2020-11-13,,2020-11-13,3.0
001963,2021-10-09,2021-10-09,2,2021-10-09,2.4
001967,2022-08-24,2022-08-24,,2022-08-24,2.2
001970,2021-06-18,2021-06-18,,2021-06-18,2.1
001973,2023-03-15,2023-03-15,,2023-03-15,2.3
001978,2020-11-04,2020-11-04,,2020-11-04,1.4
001984,2022-01-19,2022-01-19,,2022-01-19,3.4
001987,2021-12-28,NONE,,NONE,24.8
001990,2022-11-23,2022-11-23,,2022-11-23,2.1
001993,2021-10-29,2021-10-29,,2021-10-29,3.0
001996,2021-12-18,2021-12-18,,2021-12-18,1.9
001999,2021-04-24,2021-04-24,,2021-04-24,3.8
002002,2022-01-27,2022-01-27,b,2022-01-27,1.5
002005,2022-07-27,2022-07-27,,2022-07-27,2.0
002009,2021-12-02,2021-12-02,,2021-12-02,2.4
002014,2023-06-28,2023-06-28,,2023-06-28,3.4
002018,2021-10-23,2021-10-23,,2021-10-23,2.2
002023,2020-11-10,2020-11-10,,2020-11-10,1.9
002026,NONE,2020-01-03,,2020-01-03,3.5
002029,2020-11-22,2020-11-22,,2020-11-22,2.5
002035,2017-12-20,2017-12-20,,2017-12-20,2.1
002039,2021-12-03,2021-12-03,,2021-12-03,1.6
002043,2019-12-20,2019-12-20,,2019-12-20,1.4
002046,2021-12-10,2021-12-10,,2021-12-10,2.9
002049,2021-03-25,2021-03-25,,2021-03-25,4.4
002052,NONE-04-14,NONE,,NONE,13.8
002055,2021-12-NONE,NONE,,NONE,24.4
002059,2022-06-22,2022-06-22,,2022-06-22,4.6
002062,2023-02-NONE,2020-02-NONE,,2023-02-NONE,2.6
002065,2021-09-03,2021-09-03,,2021-09-03,3.1
002068,2022-11-09,2022-11-09,d,2022-11-09,1.5
002071,2022-03-24,2022-03-24,,2022-03-24,2.3
002074,2020-05-28,2020-05-28,,2020-05-28,1.5
002077,2020-10-21,2020-10-21,,2020-10-21,1.3
002080,2021-01-03,2021-01-03,,2021-01-03,1.7
002084,2020-11-06,2020-03-13,,2020-11-06,3.1
002088,2021-09-03,2021-09-03,,2021-09-03,1.8
002092,2021-09-21,2021-09-21,,2021-09-21,2.2
002095,2021-04-28,2021-04-28,,2021-04-28,1.4
002098,2021-05-25,2021-05-25,,2021-05-25,2.1
002102,2021-12-25,2021-02-11,,2021-12-19,1.8
002108,2020-09-01,2020-09-01,,2020-09-01,3.0
002113,2022-03-12,2022-03-12,,2022-03-12,1.7
002116,2020-07-05,2020-07-05,,2020-07-05,4.5
002119,2021-01-03,2021-01-03,,2021-01-03,4.3
002122,2021-10-09,2021-10-09,,2021-10-09,2.9
002125,2021-04-21,2021-04-24,,2021-04-24,3.5
002128,2021-08-12,2021-08-12,,2021-08-12,2.3
002131,2021-11-01,2021-11-01,,2021-11-01,2.3
002134,2022-11-02,2022-11-02,,2022-11-02,4.9
002137,2021-10-11,2021-10-11,,2021-10-11,3.8
002140,2021-05-05,2021-05-05,,2021-05-05,1.3
002144,2021-07-13,2021-07-13,,2021-07-13,3.6
002147,2022-07-26,2022-07-02,,2022-07-02,3.2
002150,2021-03-31,2021-03-31,,2021-03-31,2.2
002154,2021-05-21,2021-05-21,,2021-05-21,2.2
002157,2021-12-25,NONE,,NONE,12.0
002160,2021-04-08,2021-04-08,,2021-04-08,4.1
002163,2023-06-18,NONE,?,NONE,11.9
002166,2021-04-12,2021-04-12,,2021-04-12,1.5
002169,2020-01-15,2020-01-15,,2020-01-15,2.3
002173,NONE-07-01,NONE-07-01,,NONE-07-01,1.7
002176,2021-02-11,2021-02-11,,2021-02-11,2.0
002180,2022-01-19,2022-01-19,,2022-01-19,3.9
002184,2020-09-25,2020-09-25,,2020-09-25,2.1
002187,2020-06-10,2020-06-10,,2020-06-10,2.2
002190,2022-02-04,NONE,b,NONE,8.2
002193,2020-06-10,2020-06-10,,2020-06-10,1.4
002196,2021-10-28,2021-10-28,,2021-10-28,2.0
002199,2021-08-05,2021-08-05,,2021-08-05,1.6
002203,2021-01-08,2021-09-10,2,2021-01-08,3.7
002208,2022-05-31,2022-05-31,,2022-05-31,2.3
002212,2020-10-30,2020-10-30,,2020-10-30,14.7
002215,2020-10-06,2020-10-16,,2020-10-16,1.7
002218,2023-05-NONE,2023-05-NONE,,2023-05-NONE,2.5
002221,2022-06-03,2022-06-03,,2022-06-03,1.6
002224,2022-09-14,2022-09-14,,2022-09-14,2.6
002227,2023-03-03,2023-03-03,,2023-03-03,8.1
002230,2022-07-21,2022-07-21,,2022-07-21,1.8
002233,2023-01-21,2023-01-21,,2023-01-21,1.9
002236,2021-06-08,2021-06-08,,2021-06-08,5.6
002240,2021-05-26,2021-05-26,,2021-05-26,1.6
002244,2021-05-21,2021-05-21,2,2021-05-21,7.0
002247,2021-09-07,2021-09-07,,2021-09-07,1.8
002250,2021-05-09,2021-05-09,,2021-05-09,11.7
002253,2022-01-04,2022-01-04,,2022-01-04,2.2
002256,2021-04-30,2021-04-30,,2021-04-30,2.1
002261,2022-01-11,2022-01-11,,2022-01-11,1.8
002266,NONE-03-05,NONE-03-05,,NONE-03-05,1.8
002269,2021-03-16,2021-03-16,,2021-03-16,1.3
002272,2021-08-02,2021-08-02,,2021-08-02,1.8
002275,2023-12-22,2023-12-22,2,2023-12-22,1.3
002278,2023-07-NONE,2023-07-NONE,,2023-07-NONE,4.6
002286,2021-12-31,2021-12-31,,2021-12-31,2.8
002290,2021-09-10,2021-09-10,,2021-09-10,1.4
002293,2021-07-03,2021-07-03,,2021-07-03,7.6
002297,2022-06-06,2022-06-06,,2022-06-06,2.1
002300,2022-01-31,2022-01-31,,2022-01-31,1.4
002304,2022-07-31,2022-07-31,,2022-07-31,1.3
002307,2021-11-15,2020-02-02,,2020-02-02,12.5
002310,NONE-03-13,NONE-03-01,2,NONE-03-01,2.7
002315,2022-06-15,2022-06-15,,2022-06-15,11.4
002319,2020-10-29,2020-10-29,,2020-10-29,1.7
002322,NONE-04-15,NONE-04-15,,NONE-04-15,9.5
002325,2020-09-06,2020-09-06,,2020-09-06,1.6
002328,2021-10-20,2020-10-21,2,2020-10-21,1.6
002331,2021-12-16,2021-12-16,,2021-12-16,1.3
002336,2021-11-19,NONE-11-19,,2021-11-19,2.2
002340,2021-12-28,2021-12-28,,2021-12-28,3.5
002343,2022-04-09,2022-04-09,,2022-04-09,3.4
002346,NONE-02-12,NONE,,NONE,11.0
002352,2021-09-13,2021-09-13,,2021-09-13,2.1
002355,2021-02-12,2021-02-12,,2021-02-12,1.8
002358,2021-10-10,2021-10-10,,2021-10-10,1.7
002361,2019-12-10,2019-12-10,,2019-12-10,2.4
002364,2021-08-04,2021-08-04,,2021-08-04,3.0
002367,2020-10-01,2020-10-01,,2020-10-01,1.8
002370,2022-05-12,2022-05-12,,2022-05-12,1.6
002373,2021-12-27,2028-10-NONE,,2028-10-NONE,1.5
002376,2019-10-28,2019-10-28,,2019-10-28,2.3
002379,2022-10-20,2022-10-20,,2022-10-20,2.8
002383,2020-10-08,2020-10-08,,2020-10-08,3.8
002386,2019-08-18,2019-08-18,2,2019-08-18,2.7
002389,2021-08-04,2021-08-04,,2021-08-04,1.6
002392,2021-07-21,2021-07-21,,2021-07-21,3.4
002395,2023-11-11,2023-11-11,,2023-11-11,1.8
002398,2021-09-18,2021-09-18,,2021-09-18,2.0
002401,2022-11-04,2022-12-04,,2022-12-04,8.7
002404,2022-10-02,NONE,,NONE,9.1
002407,2022-03-08,2022-03-08,,2022-03-08,4.2
002410,2022-04-NONE,2022-04-NONE,,2022-04-NONE,1.8
002413,2022-07-20,2022-07-20,,2022-07-20,2.0
002417,2021-12-25,2021-12-25,,2021-12-25,1.6
002422,2023-02-07,2023-02-07,,2023-02-07,2.8
002425,2022-06-09,2022-06-09,,2022-06-09,1.9
002429,2022-07-03,2022-07-03,,2022-07-03,2.7
002432,NONE,2020-07-16,,2020-07-16,12.0
002437,2020-09-13,2020-09-13,,2020-09-13,4.0
002441,2021-08-03,2021-08-03,,2021-08-03,2.4
002445,2021-01-16,2021-01-16,,2021-01-16,2.5
002449,2021-06-09,2021-06-09,2,2021-06-09,2.1
002452,2021-12-22,NONE,,NONE,31.0
002455,2023-02-NONE,2023-02-NONE,,2023-02-NONE,4.1
002458,2022-04-NONE,2022-04-NONE,,2022-04-NONE,26.6
002461,2021-10-31,2021-10-31,,2021-10-31,3.2
002464,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2.1
002467,2021-05-18,2021-05-18,2,2021-05-18,1.7
002472,2021-03-18,2021-03-18,2,2021-03-18,1.7
002475,2021-03-13,2021-03-13,,2021-03-13,3.0
002478,2023-03-15,2023-03-15,,2023-03-15,2.4
002481,2021-03-28,2021-03-28,,2021-03-28,4.6
002484,2021-05-05,NONE,,NONE,9.7
002487,NONE,2021-02-06,m,2021-02-06,1.7
002490,2021-04-18,2021-04-18,,2021-04-18,2.1
002493,2022-02-10,2022-02-10,2,2022-02-10,2.5
002496,2021-01-27,2021-01-27,,2021-01-27,1.8
002500,2021-08-21,2021-08-21,,2021-08-21,4.5
002503,2022-01-24,2022-01-24,,2022-01-24,1.8
002506,2021-08-08,2021-08-08,,2021-08-08,2.0
002509,2021-11-09,2021-11-09,,2021-11-09,1.9
002513,2021-11-04,2021-11-04,,2021-11-04,2.0
002516,2022-07-20,2022-07-20,,2022-07-20,1.7
002520,2023-10-02,2023-10-02,,2023-10-02,1.3
002523,2022-09-14,2022-09-14,,2022-09-14,1.9
002526,2023-02-15,2023-02-15,,2023-02-15,1.8
002530,2022-01-19,2022-01-19,,2022-01-19,2.8
002534,2021-12-04,2021-12-04,,2021-12-04,2.0
002537,2021-09-22,2021-09-22,,2021-09-22,9.3
002540,2021-12-19,2021-12-19,,2021-12-19,3.8
002543,2021-10-17,NONE-10-17,,NONE-10-17,4.7
002549,2021-04-02,2021-04-02,,2021-04-02,10.1
002552,2021-01-22,2021-01-22,,2021-01-22,12.6
002555,2021-11-18,2021-11-18,,2021-11-18,2.5
002558,2022-04-01,2022-04-01,,2022-04-01,1.6
002561,2022-10-21,NONE-10-21,,NONE-10-21,3.2
002564,2021-09-25,2021-09-25,,2021-09-25,3.8
002567,2021-10-15,2021-10-15,,2021-10-15,1.9
002570,2021-05-07,2021-05-07,2,2021-05-07,4.6
002574,2021-12-16,2021-12-16,,2021-12-16,2.9
002578,2024-01-14,2024-01-14,,2024-01-14,3.5
002581,2021-11-17,2021-01-17,,2021-01-17,3.9
002584,2023-11-04,2023-11-04,,2023-11-04,3.0
002588,2023-10-15,2023-10-15,2,2023-10-15,2.4
002594,2022-08-05,2022-08-05,,2022-08-05,3.1
002599,2021-12-NONE,2021-12-NONE,,2021-12-NONE,3.0
002602,2022-07-07,2022-07-07,,2022-07-07,3.8
002610,2021-07-11,2020-11-13,2,2020-11-13,2.3
002613,2023-04-NONE,2023-04-NONE,,2023-04-NONE,3.5
002618,2022-05-04,2022-05-04,,2022-05-04,11.7
002621,2023-12-21,2023-12-21,,2023-12-21,1.2
002624,2022-12-19,2022-12-19,b,2022-12-19,2.0
002627,2021-12-08,2021-12-08,,2021-12-08,1.7
002631,2022-01-20,2022-01-20,,2022-01-20,4.8
002634,2022-02-03,2022-02-03,,2022-02-03,4.1
002637,2022-11-01,2022-11-01,,2022-11-01,3.6
002640,2021-12-04,2021-12-04,,2021-12-04,2.6
002644,2022-11-NONE,NONE,,NONE,19.7
002648,2022-01-24,2022-01-24,,2022-01-24,2.1
002652,2021-08-18,2021-08-18,,2021-08-18,2.1
002657,2021-07-01,2021-07-01,,2021-07-01,4.0
002660,2022-06-11,2022-06-11,,2022-06-11,3.1
002663,2021-08-18,2021-08-18,2,2021-08-18,3.8
002668,2021-09-09,2021-09-09,,2021-09-09,1.6
002671,2021-04-05,2021-04-05,,2021-04-05,3.6
002675,2021-03-23,2021-03-23,,2021-03-23,3.1
002678,2021-08-04,2021-08-04,,2021-08-04,2.4
002681,2021-09-10,2021-09-10,,2021-09-10,4.9
002684,2021-12-03,2027-12-03,,2027-12-03,1.8
002687,NONE,2021-02-02,,2021-02-02,2.1
002690,NONE-03-11,NONE-03-11,,NONE-03-11,1.8
002694,2021-04-19,NONE,,NONE,12.4
002697,2021-06-06,2021-06-06,,2021-06-06,3.6
002701,2022-12-16,2022-12-16,,2022-12-16,4.2
002705,2021-12-07,2021-12-07,,2021-12-07,2.5
002708,2020-01-22,2021-08-06,,2021-08-06,2.5
002711,2022-01-11,2022-01-11,,2022-01-11,2.7
002714,2021-10-22,2021-12-12,?b,2021-10-22,1.9
002718,2022-02-23,2022-02-23,,2022-02-23,1.5
002721,2022-12-30,2022-12-30,,2022-12-30,2.7
002725,2021-10-28,2021-10-28,,2021-10-28,2.3
002728,2021-11-04,2021-11-04,,2021-11-04,3.8
002731,2021-04-18,2021-04-18,,2021-04-18,3.2
002734,2022-02-04,2022-02-04,,2022-02-04,1.7
002737,2021-06-12,NONE-12-06,,NONE-12-06,7.4
002741,2021-12-18,2021-12-18,,2021-12-18,2.1
002746,2022-01-08,2022-01-08,,2022-01-08,3.0
002749,2020-12-NONE,2020-12-17,,2020-12-17,2.0
002752,2022-01-NONE,2022-01-NONE,,2022-01-NONE,1.9
002755,2021-05-16,2022-12-01,,2022-12-01,8.6
002758,2022-09-10,2022-09-10,,2022-09-10,2.9
002761,2023-06-01,2023-06-01,2,2023-06-01,6.0
002765,2021-03-16,2021-02-03,,2021-03-16,3.6
002768,2021-12-01,2021-12-01,,2021-12-01,2.2
002771,2021-10-10,2021-10-11,,2021-10-11,16.0
002774,2021-10-08,2021-10-08,t,2021-10-08,3.3
002777,2021-09-15,NONE-09-15,,NONE-09-15,2.0
002780,2021-04-06,2021-04-06,,2021-04-06,4.0
002784,2021-04-18,NONE-11-01,,NONE-11-01,5.1
002787,2022-06-22,2020-06-23,2,2022-06-22,4.7
002791,2021-12-06,2021-12-06,,2021-12-06,2.9
002794,2022-10-05,2022-10-05,,2022-10-05,1.6
002797,2021-04-28,2021-04-29,,2021-04-29,2.8
002801,2021-09-29,2021-09-29,,2021-09-29,2.5
002806,2023-01-13,2023-01-13,,2023-01-13,10.3
002809,2023-01-20,2023-01-20,,2023-01-20,2.6
002812,2023-01-13,2023-01-13,,2023-01-13,4.7
002817,2022-01-04,2022-01-04,,2022-01-04,5.4
002820,2021-11-19,2021-11-19,,2021-11-19,3.5
002823,2021-10-07,2021-10-07,,2021-10-07,2.0
002828,2022-01-02,2022-01-02,,2022-01-02,3.2
002831,2022-05-21,NONE-05-21,,NONE-05-21,11.1
002835,2021-06-30,2021-06-30,,2021-06-30,2.2
002839,2021-05-24,2021-05-24,,2021-05-24,2.5
002843,2023-06-NONE,2023-06-NONE,,2023-06-NONE,1.7
002846,2020-03-09,2020-03-09,,2020-03-09,4.3
002849,2021-08-15,2021-08-15,,2021-08-15,5.3
002852,2021-08-02,2021-08-02,,2021-08-02,4.0
002855,2022-09-13,2022-09-13,,2022-09-13,3.5
002859,2022-06-15,2022-06-15,,2022-06-15,1.5
002862,2021-08-30,2021-08-30,,2021-08-30,4.5
002866,2022-02-28,2022-02-28,d,2028-02-02,9.3
002870,2021-02-25,2021-02-25,,2021-02-25,2.0
002874,2021-04-11,2021-04-11,,2021-04-11,2.9
002879,2021-06-21,2021-06-21,,2021-06-21,1.8
002882,2023-12-08,2023-12-08,,2023-12-08,1.8
002885,2022-07-20,2022-07-20,b,2022-07-20,2.5
002889,2021-07-15,2021-07-15,,2021-07-15,1.9
002892,2021-03-31,2021-03-31,,2021-03-31,3.2
002896,2021-07-20,2021-07-20,,2021-07-20,1.7
002899,2021-11-09,2021-11-09,,2021-11-09,2.0
002902,2020-07-22,2020-07-22,,2020-07-22,2.4
002905,2021-05-19,2021-05-19,,2021-05-19,1.7
002908,2021-10-30,2021-10-30,,2021-10-30,3.6
002911,2021-06-30,2021-06-30,,2021-06-30,2.9
002914,2020-11-18,2020-11-18,,2020-11-18,2.9
002918,2021-04-30,2030-04-02,,2030-04-02,3.1
002921,2021-09-12,2021-09-12,,2021-09-12,1.2
002925,2021-11-06,2021-11-06,,2021-11-06,3.2
002932,2022-02-01,2022-02-01,,2022-02-01,4.4
002935,2022-02-02,2022-02-02,,2022-02-02,4.7
002938,2021-10-NONE,2021-10-NONE,,2021-10-NONE,3.6
002941,2021-07-05,2021-07-05,,2021-07-05,16.1
002944,2020-06-23,2020-06-23,,2020-06-23,1.5
002948,2021-08-12,2021-08-12,,2021-08-12,1.6
002951,2021-04-30,2021-04-30,,2021-04-30,2.4
002956,NONE,2021-01-02,m,2021-01-02,2.8
002959,2022-07-27,2022-07-27,,2022-07-27,2.3
002962,NONE,2020-03-13,,2020-03-13,3.0
002966,2021-09-03,2021-09-03,,2021-09-03,6.2
002969,2021-07-07,2021-07-07,,2021-07-07,2.6
002973,2022-03-20,2022-03-20,,2022-03-20,1.5
002976,2020-05-12,2020-05-12,,2020-05-12,1.6
002979,2020-07-20,2020-07-20,,2020-07-20,5.7
002982,2021-09-14,2021-09-14,,2021-09-14,1.8
002985,2021-05-01,2021-05-01,,2021-05-01,1.8
002988,2021-07-20,2021-07-20,,2021-07-20,8.7
002992,2021-02-21,2021-02-21,,2021-02-21,6.1
002995,2022-07-13,2022-07-13,,2022-07-13,4.6
002999,2021-10-07,2021-10-07,,2021-10-07,2.0
003002,2022-06-18,2022-06-18,,2022-06-18,2.4
003005,2023-05-NONE,2023-05-NONE,,2023-05-NONE,11.4
003008,2021-10-05,2021-10-05,,2021-10-05,3.4
003012,2024-01-29,2024-01-29,,2024-01-29,1.8
003015,2022-07-01,2022-07-NONE,,2022-07-NONE,2.2
003018,2023-01-04,2023-01-04,,2023-01-04,1.3
003022,2021-11-01,2021-11-01,,2021-11-01,1.6
003026,2021-04-10,NONE,,NONE,32.2
003029,2021-11-02,2021-11-02,,2021-11-02,2.5
003032,2021-04-12,2021-04-12,,2021-04-12,7.8
003036,2022-08-28,2022-03-28,,2022-03-28,2.5
003039,2021-03-01,2021-03-01,,2021-03-01,1.9
003043,2020-07-13,2020-07-13,,2020-07-13,5.9
003046,2021-10-20,2021-10-20,,2021-10-20,2.9
003049,2021-02-16,2021-02-16,,2021-02-16,2.1
003053,2021-10-28,2021-10-28,,2021-10-28,7.3
003056,2021-03-06,2021-03-06,,2021-03-06,4.5
003059,2021-10-04,2021-10-04,,2021-10-04,1.7
003063,2021-10-18,2021-10-18,,2021-10-18,2.9
003066,2021-11-12,2021-01-11,,2021-11-12,2.3
003069,2020-08-09,2020-08-09,2,2020-08-09,2.4
003074,2021-08-25,2021-08-25,,2021-08-25,3.2
003077,2021-12-13,2021-12-13,,2021-12-13,1.9
003081,2021-12-02,2021-12-02,2,2021-12-02,3.6
003084,2021-12-02,2021-12-02,,2021-12-02,2.2
003087,2021-06-30,2021-06-30,,2021-06-30,1.7
003091,2021-09-17,2021-09-17,,2021-09-17,7.9
003094,2023-01-03,2023-01-03,,2023-01-03,3.1
003097,2021-04-12,2021-04-12,,2021-04-12,1.7
003100,2022-11-21,2022-11-21,,2022-04-03,3.9
003103,2022-03-29,2022-03-29,,2022-03-29,2.2
003106,2021-01-11,2021-01-11,,2021-01-11,1.6
003109,2022-07-16,2022-07-16,,2022-07-16,3.6
003112,2021-03-28,2021-03-28,,2021-03-28,1.5
003115,2021-09-25,2022-09-05,2,2022-09-05,2.0
003119,2021-07-10,2021-07-10,,2021-07-10,7.9
003122,2021-09-15,2021-05-15,,2021-09-15,6.0
003126,2021-02-16,2021-02-16,,2021-02-16,1.6
003129,2022-08-25,2022-08-25,,2022-08-25,2.2
003132,2021-05-22,2021-05-22,,2021-05-22,1.4
003135,2021-10-14,2021-10-14,,2021-10-14,3.3
003139,2022-01-09,2022-01-09,,2022-01-09,1.9
003142,2021-12-11,2021-12-11,2,2021-12-11,2.7
003145,2022-01-11,2022-01-11,,2022-01-11,1.7
003148,2022-01-14,2022-01-14,,2022-01-14,1.8
003152,2021-06-30,2021-06-30,,2021-06-30,2.9
003155,2021-07-11,2021-07-11,,2021-07-11,1.6
003158,2021-04-25,2021-04-25,,2021-04-25,1.9
003161,2021-10-NONE,NONE,,NONE,19.2
003164,2021-02-09,2021-02-09,,2021-02-09,1.9
003167,2021-10-10,2021-10-10,,2021-10-10,1.4
003170,2021-04-20,2020-04-21,d,2020-04-21,4.3
003175,2021-03-18,2021-03-18,,2021-03-18,2.9
003178,2021-03-25,2021-03-25,,2021-03-25,2.1
003181,2021-06-14,2021-06-14,,2021-06-14,3.1
003185,2021-06-28,2020-06-28,,2020-06-28,1.8
003188,2022-01-17,2022-01-17,,2022-01-17,1.9
003192,2021-11-19,2021-11-19,2,2021-11-19,3.0
003195,2021-12-13,2021-12-13,,2021-12-13,1.3
003199,2025-10-12,2025-10-12,,2025-10-12,2.7
003202,2021-10-NONE,2021-10-NONE,,2021-10-NONE,1.7
003206,2021-04-13,2021-04-13,,2021-04-13,1.5
003209,2022-12-02,NONE-12-02,,NONE-12-02,16.2
003212,2022-08-25,2022-08-25,,2022-08-25,4.6
003215,2022-10-13,2022-10-13,,2022-10-13,2.6
003218,2021-03-16,2021-03-16,,2021-03-16,3.7
003221,2021-03-08,2021-03-05,2,2021-03-05,3.7
003224,2021-08-21,2021-09-01,,2021-09-01,2.4
003228,2022-04-26,2022-04-24,2,2022-04-24,2.2
003231,2021-04-04,2021-04-04,,2021-04-04,1.9
003235,2022-11-NONE,2022-11-NONE,,2022-11-NONE,2.4
003239,2021-11-06,2021-11-06,2,2021-11-06,3.4
003242,2022-01-28,2025-01-22,2,2025-01-22,2.4
003245,2021-09-20,2020-09-20,2,2020-09-20,3.9
003250,2023-02-01,2023-02-01,,2023-02-01,2.3
003253,2020-10-20,2020-10-20,,2020-10-20,2.4
003257,2022-04-01,2022-04-01,,2022-04-01,2.7
003260,2022-07-29,2022-07-29,,2022-07-29,2.1
003263,2021-05-27,2021-05-27,,2021-05-27,2.6
003267,2022-05-05,2022-05-05,,2022-05-05,8.0
003270,2021-10-31,2021-10-31,,2021-10-31,2.4
003273,2021-05-03,2021-05-03,,2021-05-03,12.2
003276,NONE-04-10,NONE-04-10,,NONE-04-10,2.0
003279,2023-10-02,2023-10-02,,2023-10-02,1.4
003282,2022-12-21,2022-12-21,,2022-12-21,1.4
003286,2021-08-06,2021-08-06,2,2021-08-06,2.7
003289,2022-01-31,2022-08-10,2,2022-08-10,3.6
003294,2021-07-26,NONE,,NONE,20.6
003298,2021-10-21,2021-10-21,,2021-10-21,2.0
003301,2023-04-21,2023-04-21,,2023-04-21,1.7
003306,2020-09-01,2020-09-01,,2020-09-01,4.3
003312,2021-03-11,2021-03-NONE,2,2021-03-NONE,4.7
003317,2022-02-07,NONE,,NONE,9.3
003322,2021-09-01,2021-01-09,,2021-01-09,2.3
003326,2024-06-05,NONE,,NONE,29.5
003329,2021-12-26,2021-12-26,,2021-12-26,1.9
003332,2021-04-29,2021-04-29,,2021-04-29,2.8
003336,2021-07-02,2021-07-02,,2021-07-02,1.5
003339,2022-01-24,2022-01-24,,2022-01-24,3.5
003342,2023-12-30,2023-12-30,,2023-12-30,1.7
003347,2027-09-01,2025-09-01,2d,2025-09-01,2.0
003350,2025-12-10,2022-10-10,2,2022-10-10,16.0
