image_id,label,old,tags,v640,sec
001728,2021-02-08,2021-02-08,,2021-02-08,1.9
001731,2021-10-02,2021-10-02,,2021-10-02,1.7
001735,2022-01-20,2022-01-20,,2022-01-20,2.4
001740,2022-11-01,2022-11-01,,2022-11-01,2.1
001744,2022-01-28,2022-01-28,2,2022-01-28,3.2
001748,2019-07-03,2030-12-14,2,2030-12-14,16.8
001751,2021-06-28,2021-06-28,,2021-06-28,2.6
001754,2021-12-05,2021-12-05,,2021-12-05,1.5
001758,2023-03-09,2023-03-09,,2023-03-09,3.1
001762,2021-11-22,2021-11-22,,2021-11-22,2.4
001765,2021-09-10,2021-09-21,,2021-09-21,3.1
001768,2021-06-29,2020-12-30,2,2021-06-29,2.3
001772,2020-08-07,2020-08-07,,2020-08-07,3.9
001775,2021-04-02,2021-04-02,,2021-04-02,1.8
001780,2020-09-01,2020-09-01,2,2020-09-01,8.4
001783,2021-06-13,2021-06-13,,2021-06-13,1.5
001787,2020-12-NONE,NONE-12-20,,NONE-12-20,1.7
001790,2021-01-16,2021-01-16,,2021-01-16,1.6
001793,2021-11-07,2021-11-07,,2021-11-07,2.1
001796,2021-01-27,2021-01-27,,2021-01-27,2.3
001799,2021-10-14,2021-10-14,,2021-10-14,2.3
001802,2021-05-03,2021-08-05,,2021-08-05,1.9
001805,2020-11-09,2020-11-09,2,2020-02-10,4.5
001808,2020-08-13,2020-08-13,2,2020-08-13,1.9
001811,2023-10-22,2023-10-02,,2023-10-02,4.0
001814,2022-06-07,2022-06-07,,2022-06-07,2.8
001818,2022-01-18,2021-01-19,,2022-01-18,10.4
001821,2020-09-01,2020-09-01,,2020-09-01,5.6
001824,2021-09-07,2021-09-07,,2021-09-07,3.5
001828,2021-11-28,2021-11-28,,2021-11-28,4.4
001831,2020-12-NONE,2020-12-NONE,,2020-12-NONE,2.1
001834,2022-07-12,2022-07-12,,2022-07-12,4.5
001837,2021-10-02,2021-10-02,,2021-10-02,2.0
001840,2021-09-30,2021-09-30,,2021-09-30,1.6
001844,2021-11-23,2021-11-23,,2021-11-23,1.9
001847,2021-09-23,2021-09-23,,2021-09-23,1.7
001850,2021-12-16,2021-12-16,,2021-12-16,1.7
001853,2022-08-13,NONE,,NONE,7.2
001856,2023-10-28,2023-10-28,,2023-10-28,2.5
001860,2022-07-06,2030-10-05,,2030-10-05,7.5
001863,2023-08-04,2023-08-04,,2023-08-04,2.4
001866,2021-09-17,2021-09-17,,2021-09-17,1.5
001869,2021-09-26,2021-09-26,2,2021-09-26,4.0
001872,2022-10-14,2022-10-14,,2022-10-14,2.9
001876,2021-09-30,2021-09-30,d,2021-09-30,3.4
001879,2021-09-01,2021-09-01,,2021-09-01,7.2
001882,2021-06-20,2021-06-20,,2021-06-20,1.6
001885,2021-12-05,2021-12-05,2,2021-12-05,4.7
001888,2023-08-22,2023-08-22,,2023-08-22,1.5
001891,2022-05-22,2022-05-22,,2022-05-22,2.5
001895,2021-03-17,2021-03-17,,2021-03-17,2.4
001898,2021-05-29,2021-05-29,t,2021-05-29,1.4
001902,2021-10-28,2021-10-28,,2021-10-28,1.9
001905,2022-01-15,2022-01-15,,2022-01-15,1.7
001908,2021-08-16,2021-08-16,,2021-08-16,1.3
001911,2021-05-21,2021-05-21,,2021-05-21,3.4
001914,2021-09-14,2021-09-14,,2021-09-14,1.7
001917,2021-05-25,2021-05-25,,2021-05-25,1.8
001922,2022-06-14,2022-06-14,,2022-06-14,3.4
001926,2021-04-27,2021-04-27,,2021-04-27,2.0
001930,2022-01-01,2022-01-01,,2022-01-01,2.4
001933,2022-01-22,2022-01-22,,2022-01-22,1.3
001936,2021-12-21,2021-12-21,,2021-12-21,2.3
001939,2021-03-14,2021-03-14,,2021-03-14,2.2
001943,2023-09-29,2023-09-29,,2023-09-29,2.1
001947,2022-08-10,2020-08-10,2,2020-08-10,2.9
001950,2023-07-16,2023-07-16,,2023-07-16,5.7
001953,2021-10-NONE,2021-10-NONE,,2021-01-04,35.2
001956,2021-10-NONE,2021-10-NONE,,2021-10-NONE,3.1
001959,2020-11-13,2020-11-13,,2020-11-13,2.4
001963,2021-10-09,2021-10-09,2,2021-10-09,1.8
001967,2022-08-24,2022-08-24,,2022-08-24,1.8
001970,2021-06-18,2021-06-18,,2021-06-18,2.0
001973,2023-03-15,2023-03-15,,2023-03-15,2.1
001978,2020-11-04,2020-11-04,,2020-11-04,2.2
001984,2022-01-19,2022-01-19,,2022-01-19,3.2
001987,2021-12-28,NONE,,NONE,26.1
001990,2022-11-23,2022-11-23,,2022-11-23,3.3
001993,2021-10-29,2021-10-29,,2021-10-29,3.4
001996,2021-12-18,2021-12-18,,2021-12-18,1.8
001999,2021-04-24,2021-04-24,,2021-04-24,3.9
002002,2022-01-27,2022-01-27,b,2022-01-27,2.5
002005,2022-07-27,2022-07-27,,2022-07-27,1.8
002009,2021-12-02,2021-12-02,,2021-12-02,2.7
002014,2023-06-28,2023-06-28,,2023-06-28,3.3
002018,2021-10-23,2021-10-23,,2021-10-23,1.7
002023,2020-11-10,2020-11-10,,2020-11-10,1.9
002026,NONE,2020-01-03,,2020-01-03,3.8
002029,2020-11-22,2020-11-22,,2020-11-22,3.0
002035,2017-12-20,2017-12-20,,2017-12-20,1.7
002039,2021-12-03,2021-12-03,,2021-12-03,1.4
002043,2019-12-20,2019-12-20,,2019-12-20,1.2
002046,2021-12-10,2021-12-10,,2021-12-10,2.1
002049,2021-03-25,2021-03-25,,2021-03-25,4.4
002052,NONE-04-14,NONE,,NONE,15.1
002055,2021-12-NONE,NONE,,NONE,22.7
002059,2022-06-22,2022-06-22,,2022-06-22,4.0
002062,2023-02-NONE,2020-02-NONE,,2023-02-NONE,2.2
002065,2021-09-03,2021-09-03,,2021-09-03,3.0
002068,2022-11-09,2022-11-09,d,2022-11-09,1.2
002071,2022-03-24,2022-03-24,,2022-03-24,2.1
002074,2020-05-28,2020-05-28,,2020-05-28,1.2
002077,2020-10-21,2020-10-21,,2020-10-21,1.2
002080,2021-01-03,2021-01-03,,2021-01-03,1.7
002084,2020-11-06,2020-03-13,,2020-11-06,2.5
002088,2021-09-03,2021-09-03,,2021-09-03,2.0
002092,2021-09-21,2021-09-21,,2021-09-21,1.6
002095,2021-04-28,2021-04-28,,2021-04-28,1.6
002098,2021-05-25,2021-05-25,,2021-05-25,2.0
002102,2021-12-25,2021-02-11,,2021-12-19,2.3
002108,2020-09-01,2020-09-01,,2020-09-01,4.0
002113,2022-03-12,2022-03-12,,2022-03-12,2.1
002116,2020-07-05,2020-07-05,,2020-07-05,5.6
002119,2021-01-03,2021-01-03,,2021-01-03,4.4
002122,2021-10-09,2021-10-09,,2021-10-09,2.7
002125,2021-04-21,2021-04-24,,2021-04-24,3.5
002128,2021-08-12,2021-08-12,,2021-08-12,1.9
002131,2021-11-01,2021-11-01,,2021-11-01,1.9
002134,2022-11-02,2022-11-02,,2022-11-02,4.0
002137,2021-10-11,2021-10-11,,2021-10-11,3.4
002140,2021-05-05,2021-05-05,,2021-05-05,1.3
002144,2021-07-13,2021-07-13,,2021-07-13,3.4
002147,2022-07-26,2022-07-02,,2022-07-02,2.7
002150,2021-03-31,2021-03-31,,2021-03-31,2.1
002154,2021-05-21,2021-05-21,,2021-05-21,2.1
002157,2021-12-25,NONE,,NONE,10.1
002160,2021-04-08,2021-04-08,,2021-04-08,4.2
002163,2023-06-18,NONE,?,NONE,11.5
002166,2021-04-12,2021-04-12,,2021-04-12,1.4
002169,2020-01-15,2020-01-15,,2020-07-15,2.6
002173,NONE-07-01,NONE-07-01,,NONE-07-01,1.3
002176,2021-02-11,2021-02-11,,2021-02-11,2.2
002180,2022-01-19,2022-01-19,,2022-01-19,3.7
002184,2020-09-25,2020-09-25,,2020-09-25,2.3
002187,2020-06-10,2020-06-10,,2020-06-10,2.9
002190,2022-02-04,NONE,b,NONE,9.2
002193,2020-06-10,2020-06-10,,2020-06-10,1.4
002196,2021-10-28,2021-10-28,,2021-10-28,2.1
002199,2021-08-05,2021-08-05,,2021-08-05,1.9
002203,2021-01-08,2021-09-10,2,2021-09-10,5.2
002208,2022-05-31,2022-05-31,,2022-05-31,2.2
002212,2020-10-30,2020-10-30,,2020-10-30,12.1
002215,2020-10-06,2020-10-16,,2020-10-16,1.9
002218,2023-05-NONE,2023-05-NONE,,2023-05-NONE,2.7
002221,2022-06-03,2022-06-03,,2022-06-03,1.5
002224,2022-09-14,2022-09-14,,2022-09-14,2.2
002227,2023-03-03,2023-03-03,,2023-03-03,7.9
002230,2022-07-21,2022-07-21,,2022-07-21,1.4
002233,2023-01-21,2023-01-21,,2023-01-21,1.7
002236,2021-06-08,2021-06-08,,2021-06-08,5.9
002240,2021-05-26,2021-05-26,,2021-05-26,2.1
002244,2021-05-21,2021-05-21,2,2021-05-21,8.1
002247,2021-09-07,2021-09-07,,2021-09-07,2.0
002250,2021-05-09,2021-05-09,,2021-05-09,12.4
002253,2022-01-04,2022-01-04,,2022-01-04,2.2
002256,2021-04-30,2021-04-30,,2021-04-30,1.9
002261,2022-01-11,2022-01-11,,2022-01-11,2.2
002266,NONE-03-05,NONE-03-05,,NONE-03-05,2.0
002269,2021-03-16,2021-03-16,,2021-03-16,1.4
002272,2021-08-02,2021-08-02,,2021-08-02,2.3
002275,2023-12-22,2023-12-22,2,2023-12-22,1.4
002278,2023-07-NONE,2023-07-NONE,,2023-07-NONE,4.6
002286,2021-12-31,2021-12-31,,2021-12-31,3.4
002290,2021-09-10,2021-09-10,,2021-09-10,1.5
002293,2021-07-03,2021-07-03,,2021-07-03,6.2
002297,2022-06-06,2022-06-06,,2022-06-06,1.8
002300,2022-01-31,2022-01-31,,2022-01-31,1.5
002304,2022-07-31,2022-07-31,,2022-07-31,1.6
002307,2021-11-15,2020-02-02,,2020-02-02,11.7
002310,NONE-03-13,NONE-03-01,2,NONE-03-01,2.1
002315,2022-06-15,2022-06-15,,2022-06-15,11.6
002319,2020-10-29,2020-10-29,,2020-10-29,1.4
002322,NONE-04-15,NONE-04-15,,NONE-04-15,9.1
002325,2020-09-06,2020-09-06,,2020-09-06,1.7
002328,2021-10-20,2020-10-21,2,2020-10-21,1.4
002331,2021-12-16,2021-12-16,,2021-12-16,1.3
002336,2021-11-19,NONE-11-19,,2021-11-19,1.7
002340,2021-12-28,2021-12-28,,2021-12-28,3.6
002343,2022-04-09,2022-04-09,,2022-04-09,3.2
002346,NONE-02-12,NONE,,NONE,8.7
002352,2021-09-13,2021-09-13,,2021-09-13,1.8
002355,2021-02-12,2021-02-12,,2021-02-12,1.9
002358,2021-10-10,2021-10-10,,2021-10-10,1.6
002361,2019-12-10,2019-12-10,,2019-12-10,2.3
002364,2021-08-04,2021-08-04,,2021-08-04,2.3
002367,2020-10-01,2020-10-01,,2020-10-01,1.3
002370,2022-05-12,2022-05-12,,2022-05-12,1.5
002373,2021-12-27,2028-10-NONE,,2028-10-NONE,1.5
002376,2019-10-28,2019-10-28,,2019-10-28,2.4
002379,2022-10-20,2022-10-20,,2022-10-20,3.3
002383,2020-10-08,2020-10-08,,2020-10-08,6.0
002386,2019-08-18,2019-08-18,2,2019-08-18,3.9
002389,2021-08-04,2021-08-04,,2021-08-04,1.6
002392,2021-07-21,2021-07-21,,2021-07-21,3.4
002395,2023-11-11,2023-11-11,,2023-11-11,1.7
002398,2021-09-18,2021-09-18,,2021-09-18,2.0
002401,2022-11-04,2022-12-04,,2022-12-04,8.8
002404,2022-10-02,NONE,,NONE,9.3
002407,2022-03-08,2022-03-08,,2022-03-08,4.8
002410,2022-04-NONE,2022-04-NONE,,2022-04-NONE,1.6
002413,2022-07-20,2022-07-20,,2022-07-20,2.1
002417,2021-12-25,2021-12-25,,2021-12-25,1.2
002422,2023-02-07,2023-02-07,,2023-02-07,2.8
002425,2022-06-09,2022-06-09,,2022-06-09,1.7
002429,2022-07-03,2022-07-03,,2022-07-03,2.2
002432,NONE,2020-07-16,,2020-07-16,10.8
002437,2020-09-13,2020-09-13,,2020-09-13,3.6
002441,2021-08-03,2021-08-03,,2021-08-03,2.1
002445,2021-01-16,2021-01-16,,2021-01-16,2.2
002449,2021-06-09,2021-06-09,2,2021-06-09,2.0
002452,2021-12-22,NONE,,NONE,29.5
002455,2023-02-NONE,2023-02-NONE,,2023-02-NONE,4.5
002458,2022-04-NONE,2022-04-NONE,,2022-04-NONE,25.4
002461,2021-10-31,2021-10-31,,2021-10-31,3.0
002464,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2.4
002467,2021-05-18,2021-05-18,2,2021-05-18,1.9
002472,2021-03-18,2021-03-18,2,2021-03-18,1.7
002475,2021-03-13,2021-03-13,,2021-03-13,3.3
002478,2023-03-15,2023-03-15,,2023-03-15,1.7
002481,2021-03-28,2021-03-28,,2021-03-28,3.8
002484,2021-05-05,NONE,,NONE,7.8
002487,NONE,2021-02-06,m,2021-02-06,1.6
002490,2021-04-18,2021-04-18,,2021-04-18,1.8
002493,2022-02-10,2022-02-10,2,2022-02-10,2.5
002496,2021-01-27,2021-01-27,,2021-01-27,1.7
002500,2021-08-21,2021-08-21,,2021-08-21,5.7
002503,2022-01-24,2022-01-24,,2022-01-24,1.8
002506,2021-08-08,2021-08-08,,2021-08-08,3.2
002509,2021-11-09,2021-11-09,,2021-11-09,2.1
002513,2021-11-04,2021-11-04,,2021-11-04,1.6
002516,2022-07-20,2022-07-20,,2022-07-20,1.9
002520,2023-10-02,2023-10-02,,2023-10-02,2.0
002523,2022-09-14,2022-09-14,,2022-09-14,1.5
002526,2023-02-15,2023-02-15,,2023-02-15,1.9
002530,2022-01-19,2022-01-19,,2022-01-19,2.4
002534,2021-12-04,2021-12-04,,2021-12-04,1.7
002537,2021-09-22,2021-09-22,,2021-09-22,9.0
002540,2021-12-19,2021-12-19,,2021-12-19,3.7
002543,2021-10-17,NONE-10-17,,NONE-10-17,4.8
002549,2021-04-02,2021-04-02,,2021-04-02,9.8
002552,2021-01-22,2021-01-22,,2021-01-22,11.5
002555,2021-11-18,2021-11-18,,2021-11-18,2.5
002558,2022-04-01,2022-04-01,,2022-04-01,2.4
002561,2022-10-21,NONE-10-21,,NONE-10-21,3.3
002564,2021-09-25,2021-09-25,,2021-09-25,4.1
002567,2021-10-15,2021-10-15,,2021-10-15,1.9
002570,2021-05-07,2021-05-07,2,2021-05-07,6.0
002574,2021-12-16,2021-12-16,,2021-12-16,3.3
002578,2024-01-14,2024-01-14,,2024-01-14,4.0
002581,2021-11-17,2021-01-17,,2021-01-17,3.9
002584,2023-11-04,2023-11-04,,2023-11-04,3.2
002588,2023-10-15,2023-10-15,2,2023-10-15,2.8
002594,2022-08-05,2022-08-05,,2022-08-05,3.7
002599,2021-12-NONE,2021-12-NONE,,2021-12-NONE,3.2
002602,2022-07-07,2022-07-07,,2022-07-07,4.0
002610,2021-07-11,2020-11-13,2,2020-11-13,2.4
002613,2023-04-NONE,2023-04-NONE,,2023-04-NONE,2.7
002618,2022-05-04,2022-05-04,,2022-05-04,10.0
002621,2023-12-21,2023-12-21,,2023-12-21,1.5
002624,2022-12-19,2022-12-19,b,2022-12-19,2.1
002627,2021-12-08,2021-12-08,,2021-12-08,1.9
002631,2022-01-20,2022-01-20,,2022-01-20,6.0
002634,2022-02-03,2022-02-03,,2022-02-03,3.6
002637,2022-11-01,2022-11-01,,2022-11-01,3.9
002640,2021-12-04,2021-12-04,,2021-12-04,3.3
002644,2022-11-NONE,NONE,,NONE,18.6
002648,2022-01-24,2022-01-24,,2022-01-24,1.8
002652,2021-08-18,2021-08-18,,2021-08-18,2.1
002657,2021-07-01,2021-07-01,,2021-07-01,3.4
002660,2022-06-11,2022-06-11,,2022-06-11,2.9
002663,2021-08-18,2021-08-18,2,2021-08-18,4.2
002668,2021-09-09,2021-09-09,,2021-09-09,1.6
002671,2021-04-05,2021-04-05,,2021-04-05,4.2
002675,2021-03-23,2021-03-23,,2021-03-23,2.5
002678,2021-08-04,2021-08-04,,2021-08-04,1.7
002681,2021-09-10,2021-09-10,,2021-09-10,6.2
002684,2021-12-03,2027-12-03,,2027-12-03,1.6
002687,NONE,2021-02-02,,2021-02-02,1.8
002690,NONE-03-11,NONE-03-11,,NONE-03-11,1.6
002694,2021-04-19,NONE,,NONE,11.6
002697,2021-06-06,2021-06-06,,2021-06-06,4.0
002701,2022-12-16,2022-12-16,,2022-12-16,4.9
002705,2021-12-07,2021-12-07,,2021-12-07,2.5
002708,2020-01-22,2021-08-06,,2021-08-06,2.0
002711,2022-01-11,2022-01-11,,2022-01-11,2.6
002714,2021-10-22,2021-12-12,?b,2021-12-12,2.1
002718,2022-02-23,2022-02-23,,2022-02-23,1.5
002721,2022-12-30,2022-12-30,,2022-12-30,3.1
002725,2021-10-28,2021-10-28,,2021-10-28,2.4
002728,2021-11-04,2021-11-04,,2021-11-04,4.6
002731,2021-04-18,2021-04-18,,2021-04-18,3.0
002734,2022-02-04,2022-02-04,,2022-02-04,2.4
002737,2021-06-12,NONE-12-06,,2020-06-12,6.6
002741,2021-12-18,2021-12-18,,2021-12-18,2.1
002746,2022-01-08,2022-01-08,,2022-01-08,3.4
002749,2020-12-NONE,2020-12-17,,2020-12-17,2.1
002752,2022-01-NONE,2022-01-NONE,,2022-01-NONE,1.6
002755,2021-05-16,2022-12-01,,2022-12-01,8.0
002758,2022-09-10,2022-09-10,,2022-09-10,3.3
002761,2023-06-01,2023-06-01,2,2023-06-01,7.7
002765,2021-03-16,2021-02-03,,2021-03-16,3.2
002768,2021-12-01,2021-12-01,,2021-12-01,2.8
002771,2021-10-10,2021-10-11,,2021-10-11,17.0
002774,2021-10-08,2021-10-08,t,2021-10-08,2.8
002777,2021-09-15,NONE-09-15,,NONE-09-15,2.0
002780,2021-04-06,2021-04-06,,2021-04-06,6.0
002784,2021-04-18,NONE-11-01,,NONE-11-01,5.1
002787,2022-06-22,2020-06-23,2,2022-06-22,4.8
002791,2021-12-06,2021-12-06,,2021-12-06,2.0
002794,2022-10-05,2022-10-05,,2022-10-05,1.2
002797,2021-04-28,2021-04-29,,2021-04-29,3.3
002801,2021-09-29,2021-09-29,,2021-09-29,2.5
002806,2023-01-13,2023-01-13,,2023-01-13,9.8
002809,2023-01-20,2023-01-20,,2023-01-20,2.7
002812,2023-01-13,2023-01-13,,2023-01-13,4.1
002817,2022-01-04,2022-01-04,,2022-01-04,5.1
002820,2021-11-19,2021-11-19,,2021-11-19,3.5
002823,2021-10-07,2021-10-07,,2021-10-07,2.0
002828,2022-01-02,2022-01-02,,2022-01-02,3.6
002831,2022-05-21,NONE-05-21,,NONE-05-21,9.5
002835,2021-06-30,2021-06-30,,2021-06-30,2.1
002839,2021-05-24,2021-05-24,,2021-05-24,2.4
002843,2023-06-NONE,2023-06-NONE,,2023-06-NONE,1.9
002846,2020-03-09,2020-03-09,,2020-03-09,3.3
002849,2021-08-15,2021-08-15,,2021-08-15,4.4
002852,2021-08-02,2021-08-02,,2021-08-02,4.2
002855,2022-09-13,2022-09-13,,2022-09-13,4.0
002859,2022-06-15,2022-06-15,,2022-06-15,1.5
002862,2021-08-30,2021-08-30,,2021-08-30,5.5
002866,2022-02-28,2022-02-28,d,2028-02-02,9.6
002870,2021-02-25,2021-02-25,,2021-02-25,2.6
002874,2021-04-11,2021-04-11,,2021-04-11,3.1
002879,2021-06-21,2021-06-21,,2021-06-21,2.0
002882,2023-12-08,2023-12-08,,2023-12-08,1.5
002885,2022-07-20,2022-07-20,b,2022-07-20,3.3
002889,2021-07-15,2021-07-15,,2021-07-15,1.6
002892,2021-03-31,2021-03-31,,2021-03-31,2.6
002896,2021-07-20,2021-07-20,,2021-07-20,1.5
002899,2021-11-09,2021-11-09,,2021-11-09,2.5
002902,2020-07-22,2020-07-22,,2020-07-22,2.1
002905,2021-05-19,2021-05-19,,2021-05-19,1.5
002908,2021-10-30,2021-10-30,,2021-10-30,3.2
002911,2021-06-30,2021-06-30,,2021-06-30,3.0
002914,2020-11-18,2020-11-18,,2020-11-18,2.9
002918,2021-04-30,2030-04-02,,2030-04-02,2.8
002921,2021-09-12,2021-09-12,,2021-09-12,1.4
002925,2021-11-06,2021-11-06,,2021-11-06,3.4
002932,2022-02-01,2022-02-01,,2022-02-01,4.4
002935,2022-02-02,2022-02-02,,2022-02-02,4.2
002938,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2.7
002941,2021-07-05,2021-07-05,,2021-07-05,14.8
002944,2020-06-23,2020-06-23,,2020-06-23,1.8
002948,2021-08-12,2021-08-12,,2021-08-12,2.4
002951,2021-04-30,2021-04-30,,2021-04-30,3.9
002956,NONE,2021-01-02,m,2021-01-02,2.8
002959,2022-07-27,2022-07-27,,2022-07-27,1.7
002962,NONE,2020-03-13,,2020-03-13,2.6
002966,2021-09-03,2021-09-03,,2021-09-03,6.7
002969,2021-07-07,2021-07-07,,2021-07-07,2.3
002973,2022-03-20,2022-03-20,,2022-03-20,1.4
002976,2020-05-12,2020-05-12,,2020-05-12,2.0
002979,2020-07-20,2020-07-20,,2020-07-20,5.6
002982,2021-09-14,2021-09-14,,2021-09-14,1.9
002985,2021-05-01,2021-05-01,,2021-05-01,2.0
002988,2021-07-20,2021-07-20,,2021-07-20,10.0
002992,2021-02-21,2021-02-21,,2021-02-21,4.1
002995,2022-07-13,2022-07-13,,2022-07-13,2.7
002999,2021-10-07,2021-10-07,,2021-10-07,1.7
003002,2022-06-18,2022-06-18,,2022-06-18,1.7
003005,2023-05-NONE,2023-05-NONE,,2023-05-NONE,10.0
003008,2021-10-05,2021-10-05,,2021-10-05,2.5
003012,2024-01-29,2024-01-29,,2024-01-29,2.0
003015,2022-07-01,2022-07-NONE,,2022-07-NONE,2.7
003018,2023-01-04,2023-01-04,,2023-01-04,1.5
003022,2021-11-01,2021-11-01,,2021-11-01,1.4
003026,2021-04-10,NONE,,NONE,33.3
003029,2021-11-02,2021-11-02,,2021-11-02,2.9
003032,2021-04-12,2021-04-12,,2021-04-12,10.6
003036,2022-08-28,2022-03-28,,2022-03-28,2.2
003039,2021-03-01,2021-03-01,,2021-03-01,3.1
003043,2020-07-13,2020-07-13,,2020-07-13,7.6
003046,2021-10-20,2021-10-20,,2021-10-20,3.2
003049,2021-02-16,2021-02-16,,2021-02-16,1.5
003053,2021-10-28,2021-10-28,,2021-10-28,8.5
003056,2021-03-06,2021-03-06,,2021-03-06,4.3
003059,2021-10-04,2021-10-04,,2021-10-04,1.7
003063,2021-10-18,2021-10-18,,2021-10-18,2.5
003066,2021-11-12,2021-01-11,,2021-11-12,2.3
003069,2020-08-09,2020-08-09,2,2020-08-09,2.6
003074,2021-08-25,2021-08-25,,2021-08-25,2.7
003077,2021-12-13,2021-12-13,,2021-12-13,1.7
003081,2021-12-02,2021-12-02,2,2021-12-02,2.7
003084,2021-12-02,2021-12-02,,2021-12-02,2.3
003087,2021-06-30,2021-06-30,,2021-06-30,1.5
003091,2021-09-17,2021-09-17,,2021-09-17,5.9
003094,2023-01-03,2023-01-03,,2023-01-03,2.4
003097,2021-04-12,2021-04-12,,2021-04-12,1.5
003100,2022-11-21,2022-11-21,,2022-11-21,5.0
003103,2022-03-29,2022-03-29,,2022-03-29,2.0
003106,2021-01-11,2021-01-11,,2021-01-11,1.4
003109,2022-07-16,2022-07-16,,2022-07-16,3.6
003112,2021-03-28,2021-03-28,,2021-03-28,1.5
003115,2021-09-25,2022-09-05,2,2022-09-05,1.8
003119,2021-07-10,2021-07-10,,2021-07-10,7.1
003122,2021-09-15,2021-05-15,,2021-09-15,7.0
003126,2021-02-16,2021-02-16,,2021-02-16,2.1
003129,2022-08-25,2022-08-25,,2022-08-25,2.3
003132,2021-05-22,2021-05-22,,2021-05-22,1.5
003135,2021-10-14,2021-10-14,,2021-10-14,3.5
003139,2022-01-09,2022-01-09,,2022-01-09,2.0
003142,2021-12-11,2021-12-11,2,2021-12-11,2.8
003145,2022-01-11,2022-01-11,,2022-01-11,1.5
003148,2022-01-14,2022-01-14,,2022-01-14,1.9
003152,2021-06-30,2021-06-30,,2021-06-30,3.0
003155,2021-07-11,2021-07-11,,2021-07-11,1.4
003158,2021-04-25,2021-04-25,,2021-04-25,1.9
003161,2021-10-NONE,NONE,,NONE,17.3
003164,2021-02-09,2021-02-09,,2021-02-09,1.7
003167,2021-10-10,2021-10-10,,2021-10-10,1.8
003170,2021-04-20,2020-04-21,d,2020-04-21,4.3
003175,2021-03-18,2021-03-18,,2021-03-18,3.4
003178,2021-03-25,2021-03-25,,2021-03-25,2.4
003181,2021-06-14,2021-06-14,,2021-06-14,3.8
003185,2021-06-28,2020-06-28,,2020-06-28,1.9
003188,2022-01-17,2022-01-17,,2022-01-17,2.3
003192,2021-11-19,2021-11-19,2,2021-11-19,2.5
003195,2021-12-13,2021-12-13,,2021-12-13,1.0
003199,2025-10-12,2025-10-12,,2025-10-12,2.3
003202,2021-10-NONE,2021-10-NONE,,2021-10-NONE,1.5
003206,2021-04-13,2021-04-13,,2021-04-13,1.3
003209,2022-12-02,NONE-12-02,,NONE-12-02,16.1
003212,2022-08-25,2022-08-25,,2022-08-25,5.4
003215,2022-10-13,2022-10-13,,2022-10-13,3.1
003218,2021-03-16,2021-03-16,,2021-03-16,3.3
003221,2021-03-08,2021-03-05,2,2021-03-05,3.1
003224,2021-08-21,2021-09-01,,2021-09-01,2.5
003228,2022-04-26,2022-04-24,2,2022-04-24,2.2
003231,2021-04-04,2021-04-04,,2021-04-04,2.3
003235,2022-11-NONE,2022-11-NONE,,2022-11-NONE,2.7
003239,2021-11-06,2021-11-06,2,2021-11-06,3.8
003242,2022-01-28,2025-01-22,2,2025-01-22,2.4
003245,2021-09-20,2020-09-20,2,2020-09-20,3.7
003250,2023-02-01,2023-02-01,,2023-02-01,2.2
003253,2020-10-20,2020-10-20,,2020-10-20,2.1
003257,2022-04-01,2022-04-01,,2022-04-01,2.3
003260,2022-07-29,2022-07-29,,2022-07-29,2.4
003263,2021-05-27,2021-05-27,,2021-05-27,2.6
003267,2022-05-05,2022-05-05,,2022-05-05,9.2
003270,2021-10-31,2021-10-31,,2021-10-31,2.2
003273,2021-05-03,2021-05-03,,2021-05-03,12.6
003276,NONE-04-10,NONE-04-10,,NONE-04-10,2.7
003279,2023-10-02,2023-10-02,,2023-10-02,2.4
003282,2022-12-21,2022-12-21,,2022-12-21,1.5
003286,2021-08-06,2021-08-06,2,2021-08-06,2.7
003289,2022-01-31,2022-08-10,2,2022-08-10,3.6
003294,2021-07-26,NONE,,NONE,19.8
003298,2021-10-21,2021-10-21,,2021-10-21,1.6
003301,2023-04-21,2023-04-21,,2023-04-21,1.5
003306,2020-09-01,2020-09-01,,2020-09-01,4.9
003312,2021-03-11,2021-03-NONE,2,2021-03-NONE,5.2
003317,2022-02-07,NONE,,NONE,8.3
003322,2021-09-01,2021-01-09,,2021-01-09,2.4
003326,2024-06-05,NONE,,NONE,27.7
003329,2021-12-26,2021-12-26,,2021-12-26,1.4
003332,2021-04-29,2021-04-29,,2021-04-29,2.6
003336,2021-07-02,2021-07-02,,2021-07-02,1.3
003339,2022-01-24,2022-01-24,,2022-01-24,2.7
003342,2023-12-30,2023-12-30,,2023-12-30,1.4
003347,2027-09-01,2025-09-01,2d,2025-09-01,1.7
003350,2025-12-10,2022-10-10,2,2022-10-10,11.4
